cruise_name,Profile_ID,Canister,Station,Latitude,Longitude,depth,date_local,In_water_time_local,In_water_DateTime_UTC,particles_per_L,snow_bin_0_0_to_0_5,snow_bin_gt_0_5_to_1_0,snow_bin_gt_1_0_to_1_5,snow_bin_gt_1_5_to_2_0,snow_bin_gt_2_0_to_2_5,snow_bin_gt_2_5_to_3_0,snow_bin_gt_3_0_to_3_5,snow_bin_gt_3_5_to_4_0,snow_bin_gt_4_0_to_4_5,snow_bin_gt_4_5,phaeo_bin_0_0_to_0_5,phaeo_bin_gt_0_5_to_1_0,phaeo_bin_gt_1_0_to_1_5,phaeo_bin_gt_1_5_to_2_0,phaeo_bin_gt_2_0_to_2_5,phaeo_bin_gt_2_5_to_3_0,phaeo_bin_gt_3_0_to_3_5,phaeo_bin_gt_3_5_to_4_0,phaeo_bin_gt_4_0_to_4_5,phaeo_bin_gt_4_5
IVARS 1-2,L,L,21,-77.008,171.826,106.11,2002-02-04,19:09:00,2002-02-04T06:09Z,37.62,0.0,26.94,6.54,2.23,1.28,0.16,0.16,0.16,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,107.38,2002-02-04,19:09:00,2002-02-04T06:09Z,37.94,0.0,23.75,9.41,2.23,1.59,0.48,0.48,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,107.83,2002-02-04,19:09:00,2002-02-04T06:09Z,34.59,0.0,21.36,8.61,2.87,1.43,0.16,0.0,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,109.23,2002-02-04,19:09:00,2002-02-04T06:09Z,33.32,0.0,22.8,6.06,2.71,1.59,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,110.72,2002-02-04,19:09:00,2002-02-04T06:09Z,30.29,0.0,17.22,6.85,3.35,1.91,0.64,0.0,0.16,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,112.21,2002-02-04,19:09:00,2002-02-04T06:09Z,44.8,0.0,27.26,9.56,3.99,2.23,1.28,0.32,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,113.28,2002-02-04,19:09:00,2002-02-04T06:09Z,42.72,0.0,25.51,8.93,4.3,1.43,1.12,1.12,0.32,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,114.91,2002-02-04,19:09:00,2002-02-04T06:09Z,38.9,0.0,23.59,7.01,4.62,1.75,0.96,0.8,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,115.33,2002-02-04,19:09:00,2002-02-04T06:09Z,29.65,0.0,18.49,5.74,3.03,1.12,0.96,0.32,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,117.0,2002-02-04,19:09:00,2002-02-04T06:09Z,38.58,0.0,23.59,8.45,2.55,1.59,1.12,0.64,0.32,0.0,0.32,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,117.83,2002-02-04,19:09:00,2002-02-04T06:09Z,36.67,0.0,20.41,8.29,5.1,1.59,0.48,0.32,0.32,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,119.51,2002-02-04,19:09:00,2002-02-04T06:09Z,38.26,0.0,25.03,7.33,3.51,1.75,0.48,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,120.48,2002-02-04,19:09:00,2002-02-04T06:09Z,37.78,0.0,25.67,6.06,2.87,1.59,0.8,0.64,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,122.13,2002-02-04,19:09:00,2002-02-04T06:09Z,42.25,0.0,26.94,8.29,3.83,2.07,0.32,0.64,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,123.25,2002-02-04,19:09:00,2002-02-04T06:09Z,43.2,0.0,26.78,9.56,3.19,1.75,0.48,0.64,0.64,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,124.33,2002-02-04,19:09:00,2002-02-04T06:09Z,45.91,0.0,28.38,10.52,4.3,2.07,0.32,0.16,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,125.34,2002-02-04,19:09:00,2002-02-04T06:09Z,40.65,0.0,21.84,9.56,3.99,2.87,1.43,0.48,0.48,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,126.59,2002-02-04,19:09:00,2002-02-04T06:09Z,43.2,0.0,25.03,8.93,4.94,2.39,1.12,0.32,0.16,0.32,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,127.85,2002-02-04,19:09:00,2002-02-04T06:09Z,38.26,0.0,24.23,6.7,2.55,3.03,0.48,1.12,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,129.36,2002-02-04,19:09:00,2002-02-04T06:09Z,29.81,0.0,21.84,5.26,1.43,0.96,0.16,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,130.34,2002-02-04,19:09:00,2002-02-04T06:09Z,40.17,0.0,24.39,8.29,3.51,2.39,0.8,0.32,0.16,0.16,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,131.74,2002-02-04,19:09:00,2002-02-04T06:09Z,44.8,0.0,28.54,8.45,3.83,1.75,1.59,0.48,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,133.4,2002-02-04,19:09:00,2002-02-04T06:09Z,42.4,0.0,27.26,9.25,3.35,1.28,0.96,0.32,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,133.82,2002-02-04,19:09:00,2002-02-04T06:09Z,35.71,0.0,25.03,6.7,2.39,0.8,0.32,0.32,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,135.41,2002-02-04,19:09:00,2002-02-04T06:09Z,30.61,0.0,20.25,7.01,2.23,0.48,0.48,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,137.02,2002-02-04,19:09:00,2002-02-04T06:09Z,36.51,0.0,22.64,9.72,1.75,1.59,0.64,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,138.12,2002-02-04,19:09:00,2002-02-04T06:09Z,34.75,0.0,24.55,6.06,2.07,0.8,0.8,0.32,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,138.83,2002-02-04,19:09:00,2002-02-04T06:09Z,29.33,0.0,19.61,5.42,1.91,1.12,0.8,0.32,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,140.37,2002-02-04,19:09:00,2002-02-04T06:09Z,33.8,0.0,20.72,8.29,2.39,1.28,0.48,0.64,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,141.74,2002-02-04,19:09:00,2002-02-04T06:09Z,34.27,0.0,23.91,7.17,2.55,0.48,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,142.91,2002-02-04,19:09:00,2002-02-04T06:09Z,29.17,0.0,21.52,3.99,1.28,1.43,0.64,0.16,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,144.13,2002-02-04,19:09:00,2002-02-04T06:09Z,30.45,0.0,21.04,4.46,2.87,1.12,0.48,0.0,0.16,0.0,0.32,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,143.14,2002-02-04,19:09:00,2002-02-04T06:09Z,28.54,0.0,20.09,4.46,2.23,0.32,0.8,0.64,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,142.57,2002-02-04,19:09:00,2002-02-04T06:09Z,29.01,0.0,18.97,6.22,1.28,1.28,0.48,0.32,0.16,0.16,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,143.93,2002-02-04,19:09:00,2002-02-04T06:09Z,24.71,0.0,18.01,3.67,1.59,0.64,0.64,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,145.41,2002-02-04,19:09:00,2002-02-04T06:09Z,26.3,0.0,20.25,4.14,0.96,0.32,0.0,0.48,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,150.09,2002-02-04,19:09:00,2002-02-04T06:09Z,26.62,0.0,17.38,6.7,0.8,0.64,0.32,0.16,0.16,0.16,0.32,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,151.99,2002-02-04,19:09:00,2002-02-04T06:09Z,25.35,0.0,18.81,4.62,0.96,0.8,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,153.0,2002-02-04,19:09:00,2002-02-04T06:09Z,24.39,0.0,17.22,4.46,1.28,0.48,0.48,0.0,0.32,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,153.85,2002-02-04,19:09:00,2002-02-04T06:09Z,22.32,0.0,16.58,4.14,1.12,0.32,0.0,0.0,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,153.1,2002-02-04,19:09:00,2002-02-04T06:09Z,28.69,0.0,22.32,5.42,0.8,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,152.7,2002-02-04,19:09:00,2002-02-04T06:09Z,27.1,0.0,21.04,3.67,0.64,0.16,0.32,0.48,0.32,0.0,0.48,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,154.87,2002-02-04,19:09:00,2002-02-04T06:09Z,27.1,0.0,19.93,5.1,0.8,0.64,0.48,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,155.32,2002-02-04,19:09:00,2002-02-04T06:09Z,22.16,0.0,18.33,2.87,0.48,0.16,0.16,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,158.35,2002-02-04,19:09:00,2002-02-04T06:09Z,22.32,0.0,16.42,4.62,0.8,0.32,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,165.11,2002-02-04,19:09:00,2002-02-04T06:09Z,26.46,0.0,20.56,4.78,0.64,0.16,0.16,0.0,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,165.68,2002-02-04,19:09:00,2002-02-04T06:09Z,24.55,0.0,20.41,2.23,0.96,0.32,0.16,0.16,0.16,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,166.1,2002-02-04,19:09:00,2002-02-04T06:09Z,24.55,0.0,18.97,3.51,1.28,0.32,0.32,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,166.59,2002-02-04,19:09:00,2002-02-04T06:09Z,26.3,0.0,20.72,3.83,0.96,0.32,0.16,0.16,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,166.82,2002-02-04,19:09:00,2002-02-04T06:09Z,21.36,0.0,16.74,3.99,0.16,0.32,0.0,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,168.18,2002-02-04,19:09:00,2002-02-04T06:09Z,18.81,0.0,14.51,3.51,0.48,0.16,0.0,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,168.33,2002-02-04,19:09:00,2002-02-04T06:09Z,18.97,0.0,16.42,2.07,0.32,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,170.33,2002-02-04,19:09:00,2002-02-04T06:09Z,19.93,0.0,15.62,3.35,0.8,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,171.94,2002-02-04,19:09:00,2002-02-04T06:09Z,21.52,0.0,19.13,2.23,0.16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,171.79,2002-02-04,19:09:00,2002-02-04T06:09Z,22.0,0.0,17.54,3.35,0.48,0.48,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,172.08,2002-02-04,19:09:00,2002-02-04T06:09Z,20.88,0.0,16.1,2.71,0.96,0.48,0.32,0.16,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,171.97,2002-02-04,19:09:00,2002-02-04T06:09Z,21.68,0.0,17.38,3.83,0.32,0.0,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,172.36,2002-02-04,19:09:00,2002-02-04T06:09Z,21.04,0.0,17.54,3.03,0.32,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,174.06,2002-02-04,19:09:00,2002-02-04T06:09Z,21.52,0.0,18.01,2.55,0.64,0.0,0.0,0.0,0.16,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,175.14,2002-02-04,19:09:00,2002-02-04T06:09Z,16.9,0.0,14.19,2.07,0.32,0.16,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,177.23,2002-02-04,19:09:00,2002-02-04T06:09Z,14.51,0.0,11.16,3.03,0.16,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,179.92,2002-02-04,19:09:00,2002-02-04T06:09Z,15.14,0.0,11.48,3.19,0.32,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,181.9,2002-02-04,19:09:00,2002-02-04T06:09Z,19.13,0.0,14.83,3.51,0.48,0.16,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,183.85,2002-02-04,19:09:00,2002-02-04T06:09Z,13.07,0.0,9.41,2.87,0.16,0.32,0.16,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,184.82,2002-02-04,19:09:00,2002-02-04T06:09Z,12.59,0.0,10.52,1.75,0.16,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,186.27,2002-02-04,19:09:00,2002-02-04T06:09Z,14.99,0.0,13.23,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,187.45,2002-02-04,19:09:00,2002-02-04T06:09Z,9.25,0.0,8.29,0.64,0.16,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,188.95,2002-02-04,19:09:00,2002-02-04T06:09Z,13.55,0.0,9.72,2.55,0.48,0.16,0.0,0.0,0.0,0.32,0.32,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,190.11,2002-02-04,19:09:00,2002-02-04T06:09Z,12.91,0.0,11.0,1.43,0.32,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,191.08,2002-02-04,19:09:00,2002-02-04T06:09Z,13.55,0.0,10.36,2.71,0.32,0.0,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,192.34,2002-02-04,19:09:00,2002-02-04T06:09Z,13.07,0.0,11.16,1.28,0.16,0.32,0.0,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,193.59,2002-02-04,19:09:00,2002-02-04T06:09Z,11.96,0.0,9.72,1.75,0.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,194.84,2002-02-04,19:09:00,2002-02-04T06:09Z,11.48,0.0,9.25,1.59,0.48,0.0,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,195.49,2002-02-04,19:09:00,2002-02-04T06:09Z,11.16,0.0,8.93,1.75,0.16,0.16,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,197.32,2002-02-04,19:09:00,2002-02-04T06:09Z,13.87,0.0,10.04,2.71,0.8,0.0,0.0,0.16,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,198.23,2002-02-04,19:09:00,2002-02-04T06:09Z,11.16,0.0,9.41,1.43,0.16,0.0,0.0,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,199.75,2002-02-04,19:09:00,2002-02-04T06:09Z,10.68,0.0,8.61,1.59,0.32,0.0,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,200.3,2002-02-04,19:09:00,2002-02-04T06:09Z,11.32,0.0,8.45,2.23,0.48,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,201.96,2002-02-04,19:09:00,2002-02-04T06:09Z,10.84,0.0,9.25,1.28,0.32,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,202.8,2002-02-04,19:09:00,2002-02-04T06:09Z,10.84,0.0,8.77,1.91,0.16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,203.7,2002-02-04,19:09:00,2002-02-04T06:09Z,11.32,0.0,10.36,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,204.57,2002-02-04,19:09:00,2002-02-04T06:09Z,11.32,0.0,8.93,1.59,0.48,0.16,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,206.72,2002-02-04,19:09:00,2002-02-04T06:09Z,10.84,0.0,9.25,0.8,0.48,0.32,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,207.08,2002-02-04,19:09:00,2002-02-04T06:09Z,9.56,0.0,8.13,1.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,207.9,2002-02-04,19:09:00,2002-02-04T06:09Z,12.27,0.0,9.72,2.07,0.16,0.0,0.32,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,209.43,2002-02-04,19:09:00,2002-02-04T06:09Z,11.0,0.0,9.09,1.12,0.32,0.32,0.0,0.0,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,210.5,2002-02-04,19:09:00,2002-02-04T06:09Z,11.96,0.0,10.52,0.96,0.16,0.16,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,211.71,2002-02-04,19:09:00,2002-02-04T06:09Z,11.48,0.0,9.25,1.75,0.32,0.0,0.0,0.0,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,212.59,2002-02-04,19:09:00,2002-02-04T06:09Z,15.94,0.0,12.43,2.55,0.48,0.0,0.32,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,213.85,2002-02-04,19:09:00,2002-02-04T06:09Z,15.14,0.0,11.96,2.39,0.32,0.48,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,214.78,2002-02-04,19:09:00,2002-02-04T06:09Z,11.48,0.0,8.29,1.75,0.64,0.32,0.32,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,216.31,2002-02-04,19:09:00,2002-02-04T06:09Z,12.43,0.0,9.56,1.75,1.12,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,217.38,2002-02-04,19:09:00,2002-02-04T06:09Z,12.27,0.0,11.32,0.64,0.0,0.16,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,218.03,2002-02-04,19:09:00,2002-02-04T06:09Z,11.64,0.0,9.56,1.91,0.0,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,219.28,2002-02-04,19:09:00,2002-02-04T06:09Z,14.67,0.0,12.27,2.23,0.16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,220.56,2002-02-04,19:09:00,2002-02-04T06:09Z,12.43,0.0,9.56,2.07,0.48,0.0,0.16,0.0,0.0,0.16,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,221.69,2002-02-04,19:09:00,2002-02-04T06:09Z,12.43,0.0,9.88,2.07,0.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,223.05,2002-02-04,19:09:00,2002-02-04T06:09Z,11.32,0.0,8.29,2.39,0.48,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,223.93,2002-02-04,19:09:00,2002-02-04T06:09Z,12.12,0.0,9.72,1.75,0.16,0.32,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,225.14,2002-02-04,19:09:00,2002-02-04T06:09Z,14.03,0.0,11.0,1.91,0.32,0.16,0.16,0.48,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,225.98,2002-02-04,19:09:00,2002-02-04T06:09Z,11.64,0.0,9.41,2.07,0.0,0.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,226.69,2002-02-04,19:09:00,2002-02-04T06:09Z,14.51,0.0,13.07,1.12,0.0,0.0,0.16,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,228.07,2002-02-04,19:09:00,2002-02-04T06:09Z,10.68,0.0,8.29,1.59,0.64,0.0,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,229.84,2002-02-04,19:09:00,2002-02-04T06:09Z,10.36,0.0,8.61,1.43,0.16,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,230.64,2002-02-04,19:09:00,2002-02-04T06:09Z,14.51,0.0,12.12,1.91,0.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,231.03,2002-02-04,19:09:00,2002-02-04T06:09Z,10.52,0.0,8.61,1.28,0.16,0.48,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,232.56,2002-02-04,19:09:00,2002-02-04T06:09Z,8.93,0.0,7.65,1.12,0.16,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,234.02,2002-02-04,19:09:00,2002-02-04T06:09Z,13.87,0.0,11.16,1.91,0.48,0.0,0.16,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,235.55,2002-02-04,19:09:00,2002-02-04T06:09Z,9.72,0.0,8.45,0.96,0.16,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,236.38,2002-02-04,19:09:00,2002-02-04T06:09Z,14.51,0.0,12.43,1.12,0.64,0.16,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,237.35,2002-02-04,19:09:00,2002-02-04T06:09Z,13.39,0.0,11.64,1.28,0.0,0.0,0.32,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,238.6,2002-02-04,19:09:00,2002-02-04T06:09Z,12.59,0.0,9.72,1.59,0.64,0.0,0.32,0.32,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,239.49,2002-02-04,19:09:00,2002-02-04T06:09Z,11.8,0.0,9.41,1.91,0.0,0.0,0.0,0.0,0.0,0.32,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,240.93,2002-02-04,19:09:00,2002-02-04T06:09Z,9.09,0.0,7.65,0.8,0.32,0.32,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,241.98,2002-02-04,19:09:00,2002-02-04T06:09Z,10.52,0.0,8.93,0.96,0.0,0.48,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,243.23,2002-02-04,19:09:00,2002-02-04T06:09Z,9.56,0.0,6.22,2.55,0.48,0.0,0.0,0.16,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,244.17,2002-02-04,19:09:00,2002-02-04T06:09Z,13.55,0.0,11.0,2.07,0.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,245.24,2002-02-04,19:09:00,2002-02-04T06:09Z,8.13,0.0,6.06,1.28,0.16,0.32,0.16,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,246.16,2002-02-04,19:09:00,2002-02-04T06:09Z,10.84,0.0,9.25,0.8,0.0,0.32,0.32,0.0,0.0,0.0,0.16,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,247.42,2002-02-04,19:09:00,2002-02-04T06:09Z,13.07,0.0,10.84,1.59,0.32,0.16,0.0,0.16,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,248.52,2002-02-04,19:09:00,2002-02-04T06:09Z,10.36,0.0,8.13,1.43,0.32,0.32,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,249.89,2002-02-04,19:09:00,2002-02-04T06:09Z,10.84,0.0,8.93,1.43,0.32,0.0,0.16,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,250.77,2002-02-04,19:09:00,2002-02-04T06:09Z,11.0,0.0,8.13,2.07,0.16,0.32,0.32,0.0,0.0,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,252.05,2002-02-04,19:09:00,2002-02-04T06:09Z,14.03,0.0,10.68,1.91,0.64,0.16,0.32,0.16,0.16,0.0,0.0,,,,,,,,,,
IVARS 1-2,L,L,21,-77.008,171.826,252.87,2002-02-04,19:09:00,2002-02-04T06:09Z,11.8,0.0,10.2,1.28,0.0,0.0,0.16,0.0,0.0,0.16,0.0,,,,,,,,,,
