" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m]", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta, kg/m^3]"," Density [sigma-t, kg/m^3]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET Labs CDOM [mg/m^3]"," Fluorescence, WET Labs WETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], Latitude [deg], Longitude [deg],flag
35.638,29.1224,0,1.268,5.834813,58.348125,5.83E+04,1022.5076,22.5022,22.5021,26.6486,30.705,-0.311,0.8713,0.2295,0.0347,0,0.094,0.0659,1.7057,56.233,10.29635,0,0,-0.17,31.36454,-80.31898,0.00E+00
35.6357,29.1228,0,1.261,5.83452,58.345197,5.83E+04,1022.5057,22.5004,22.5003,26.6468,30.7031,-0.317,0.8713,0.2295,0.0354,0,0.094,0.0659,1.707,56.295,10.29643,0,0,-0.14,31.36454,-80.31898,0.00E+00
35.6332,29.123,0,1.251,5.834187,58.341875,5.83E+04,1022.5038,22.4985,22.4984,26.6449,30.7012,-0.322,0.8713,0.2119,0.0361,0,0.094,0.0647,1.707,56.298,10.29655,0,0,-0.13,31.36454,-80.31898,0.00E+00
35.6308,29.1234,0,1.24,5.833864,58.33864,5.83E+04,1022.5017,22.4965,22.4964,26.6429,30.6993,-0.327,0.8713,0.2295,0.0368,0,0.094,0.0659,1.7082,56.358,10.29666,0,0,-0.11,31.36454,-80.31898,0.00E+00
35.6287,29.1236,0,1.227,5.833593,58.33593,5.83E+04,1022.5001,22.4949,22.4948,26.6413,30.6977,-0.331,0.8713,0.2295,0.0375,0,0.094,0.0659,1.7082,56.36,10.29675,0,0,-0.1,31.36454,-80.31898,0.00E+00
35.6265,29.1239,0,1.23,5.8333,58.333002,5.83E+04,1022.4983,22.4931,22.493,26.6395,30.6959,-0.333,0.8713,0.2295,0.0382,0,0.094,0.0659,1.7094,56.42,10.29684,0,0,-0.05,31.36454,-80.31898,0.00E+00
35.6247,29.1241,0,1.209,5.83306,58.330598,5.83E+04,1022.4968,22.4916,22.4915,26.6381,30.6945,-0.335,0.9378,0.2119,0.0389,0,0.0952,0.0647,1.7106,56.48,10.29692,0,0,-0.07,31.36454,-80.31898,0.00E+00
35.6223,29.1243,0,1.22,5.832741,58.327408,5.83E+04,1022.495,22.4898,22.4897,26.6363,30.6927,-0.335,0.9378,0.247,0.0396,0,0.0952,0.0672,1.7118,56.544,10.29704,0,0,0,31.36454,-80.31898,0.00E+00
35.6206,29.1243,0,1.216,5.832496,58.32496,5.83E+04,1022.4937,22.4886,22.4885,26.635,30.6914,-0.335,0.9378,0.2295,0.0403,0,0.0952,0.0659,1.7118,56.549,10.29714,0,0,0.02,31.36454,-80.31898,0.00E+00
35.6194,29.1245,0,1.209,5.832339,58.323387,5.83E+04,1022.4927,22.4876,22.4875,26.634,30.6904,-0.333,0.9378,0.2295,0.041,0,0.0952,0.0659,1.7131,56.611,10.29719,0,0,0.04,31.36454,-80.31898,0.00E+00
35.618,29.1249,0,1.209,5.832177,58.32177,5.83E+04,1022.4915,22.4864,22.4863,26.6329,30.6893,-0.331,0.8713,0.247,0.0417,0,0.094,0.0672,1.7143,56.674,10.29722,0,0,0.06,31.36454,-80.31898,0.00E+00
35.6174,29.1253,0,1.209,5.832133,58.321333,5.83E+04,1022.4909,22.4858,22.4857,26.6323,30.6887,-0.326,0.8713,0.247,0.0424,0,0.094,0.0672,1.7167,56.797,10.2972,0,0,0.1,31.36454,-80.31898,0.00E+00
35.6167,29.1253,0,1.216,5.832033,58.320328,5.83E+04,1022.4904,22.4853,22.4852,26.6318,30.6882,-0.321,0.8713,0.247,0.0431,0,0.094,0.0672,1.7179,56.866,10.29724,0,0,0.13,31.36454,-80.31898,0.00E+00
35.6161,29.1253,0,1.23,5.831937,58.319366,5.83E+04,1022.49,22.4848,22.4847,26.6313,30.6877,-0.314,0.8713,0.247,0.0437,0,0.094,0.0672,1.7192,56.936,10.29728,0,0,0.17,31.36454,-80.31898,0.00E+00
35.6161,29.1253,0,1.22,5.83195,58.319497,5.83E+04,1022.49,22.4849,22.4848,26.6313,30.6878,-0.308,0.8713,0.2295,0.0444,0,0.094,0.0659,1.7216,57.065,10.29728,0,0,0.15,31.36454,-80.31898,0.00E+00
35.6163,29.1249,0,1.24,5.831924,58.319235,5.83E+04,1022.4903,22.4851,22.485,26.6316,30.688,-0.299,0.8713,0.2295,0.0451,0,0.094,0.0659,1.7241,57.197,10.29733,0,0,0.21,31.36454,-80.31898,0.00E+00
35.6163,29.1251,0,1.237,5.83195,58.319498,5.83E+04,1022.4903,22.485,22.4849,26.6315,30.6879,-0.29,0.8713,0.247,0.0458,0,0.094,0.0672,1.7253,57.274,10.2973,0,0,0.22,31.36454,-80.31898,0.00E+00
35.6167,29.1249,0,1.261,5.831989,58.319891,5.83E+04,1022.4907,22.4854,22.4853,26.6319,30.6883,-0.279,0.8713,0.247,0.0465,0,0.094,0.0672,1.7277,57.411,10.2973,0,0,0.26,31.36456,-80.31898,0.00E+00
35.6177,29.1243,0,1.261,5.832068,58.320678,5.83E+04,1022.4917,22.4863,22.4862,26.6328,30.6892,-0.268,0.8713,0.2295,0.0472,0,0.094,0.0659,1.7289,57.49,10.29733,0,0,0.26,31.36456,-80.31898,0.00E+00
35.6181,29.1239,0,1.271,5.83209,58.320896,5.83E+04,1022.4922,22.4868,22.4867,26.6333,30.6897,-0.255,0.8713,0.247,0.0479,0,0.094,0.0672,1.7314,57.631,10.29736,0,0,0.3,31.36456,-80.31898,0.00E+00
35.6187,29.1234,0,1.289,5.83212,58.321202,5.83E+04,1022.4929,22.4875,22.4873,26.6339,30.6904,-0.241,0.8713,0.2295,0.0486,0,0.094,0.0659,1.7326,57.714,10.2974,0,0,0.34,31.36456,-80.31898,0.00E+00
35.6191,29.1234,0,1.291,5.832168,58.321683,5.83E+04,1022.4932,22.4877,22.4876,26.6342,30.6906,-0.228,0.8713,0.2295,0.0493,0,0.094,0.0659,1.735,57.859,10.29738,0,0,0.32,31.36456,-80.31898,0.00E+00
35.6195,29.1232,0,1.312,5.832208,58.322077,5.83E+04,1022.4936,22.4881,22.488,26.6346,30.691,-0.214,0.8713,0.2295,0.05,0,0.094,0.0659,1.7363,57.945,10.29738,0,0,0.36,31.36456,-80.31898,0.00E+00
35.6199,29.123,0,1.312,5.832251,58.322514,5.83E+04,1022.494,22.4884,22.4883,26.6349,30.6914,-0.198,0.8713,0.2295,0.0507,0,0.094,0.0659,1.7399,58.151,10.29738,0,0,0.36,31.36456,-80.31898,0.00E+00
35.6208,29.1228,0,1.319,5.832365,58.32365,5.83E+04,1022.4948,22.4892,22.4891,26.6357,30.6921,-0.183,0.8713,0.247,0.0514,0,0.094,0.0672,1.7411,58.243,10.29735,0,0,0.37,31.36456,-80.31898,0.00E+00
35.621,29.1228,0,1.343,5.832396,58.323956,5.83E+04,1022.495,22.4894,22.4893,26.6358,30.6923,-0.166,0.8713,0.2295,0.0521,0,0.094,0.0659,1.7436,58.396,10.29734,0,0,0.4,31.36456,-80.31898,0.00E+00
35.6221,29.1226,0,1.343,5.832527,58.325267,5.83E+04,1022.4959,22.4902,22.4901,26.6367,30.6931,-0.15,0.8713,0.2295,0.0528,0,0.094,0.0659,1.746,58.548,10.2973,0,0,0.39,31.36456,-80.31898,0.00E+00
35.6225,29.1224,0,1.343,5.83257,58.325704,5.83E+04,1022.4963,22.4906,22.4905,26.6371,30.6935,-0.134,0.8713,0.2295,0.0535,0,0.094,0.0659,1.7485,58.703,10.29731,0,0,0.37,31.36456,-80.31898,0.00E+00
35.6236,29.1224,0,1.364,5.832732,58.327321,5.83E+04,1022.4972,22.4915,22.4914,26.6379,30.6943,-0.117,0.8713,0.2295,0.0542,0,0.094,0.0659,1.7509,58.862,10.29724,0,0,0.41,31.36456,-80.31898,0.00E+00
35.6242,29.1224,0,1.371,5.83282,58.328196,5.83E+04,1022.4977,22.4919,22.4918,26.6384,30.6948,-0.1,0.8713,0.2295,0.0549,0,0.094,0.0659,1.7521,58.964,10.2972,0,0,0.4,31.36456,-80.31898,0.00E+00
35.625,29.1224,0,1.385,5.832933,58.329332,5.83E+04,1022.4983,22.4925,22.4924,26.639,30.6954,-0.083,0.8713,0.2295,0.0556,0,0.094,0.0659,1.7546,59.124,10.29715,0,0,0.42,31.36456,-80.31898,0.00E+00
35.6262,29.1222,0,1.374,5.833091,58.330905,5.83E+04,1022.4993,22.4935,22.4934,26.6399,30.6964,-0.066,0.8713,0.2295,0.0563,0,0.094,0.0659,1.7558,59.227,10.2971,0,0,0.39,31.36456,-80.31898,0.00E+00
35.627,29.1224,0,1.406,5.83323,58.332304,5.83E+04,1022.5,22.494,22.4939,26.6405,30.6969,-0.049,0.8049,0.2295,0.0569,0,0.0928,0.0659,1.7582,59.388,10.29703,0,0,0.41,31.36456,-80.31898,0.00E+00
