Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\Desktop\ctddata\SAV-17-11\cast002.hdr,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6012,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 27,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 3,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit = 1,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Jun 17 2017 20:36:59,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,
" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], Flag
36.8756,26.6922,0,2.264,5.744608,57.446084,5.74E+04,1024.2397,24.2301,24.23,28.3984,32.4759,0,0.6721,0.458,0,0,0.0904,0.0818,1.735,57.129,10.58646,0,0,0,0.00E+00
36.8757,26.6916,0,2.264,5.744543,57.445433,5.74E+04,1024.24,24.2304,24.2302,28.3986,32.4762,1.09E-15,0.6056,0.458,0.0007,0,0.0891,0.0818,1.7375,57.25,10.58656,0,0,2.62E-14,0.00E+00
36.8763,26.6909,0,2.276,5.744561,57.445607,5.74E+04,1024.2407,24.2311,24.2309,28.3993,32.4769,0.001,0.6721,0.458,0.0014,0,0.0904,0.0818,1.7399,57.377,10.58662,0,0,0.02,0.00E+00
36.8756,26.6906,0,2.273,5.744439,57.444392,5.74E+04,1024.2403,24.2307,24.2305,28.3989,32.4765,0.001,0.6721,0.4404,0.0021,0,0.0904,0.0806,1.7399,57.389,10.58671,0,0,0.01,0.00E+00
36.8762,26.6901,0,2.285,5.744465,57.444653,5.74E+04,1024.2409,24.2313,24.2311,28.3995,32.4771,0.002,0.6721,0.4404,0.0028,0,0.0904,0.0806,1.7424,57.521,10.58675,0,0,0.03,0.00E+00
36.8758,26.6899,0,2.297,5.744387,57.443872,5.74E+04,1024.2407,24.231,24.2308,28.3993,32.4769,0.004,0.6721,0.4404,0.0035,0,0.0904,0.0806,1.7448,57.659,10.5868,0,0,0.04,0.00E+00
36.8765,26.6893,0,2.285,5.744418,57.444176,5.74E+04,1024.2414,24.2317,24.2316,28.4,32.4776,0.005,0.6721,0.458,0.0042,0,0.0904,0.0818,1.746,57.742,10.58685,0,0,0.03,0.00E+00
36.8772,26.6885,0,2.297,5.744413,57.444133,5.74E+04,1024.2422,24.2325,24.2323,28.4008,32.4784,0.007,0.6056,0.4404,0.0049,0,0.0891,0.0806,1.7473,57.826,10.58695,0,0,0.04,0.00E+00
36.8777,26.6877,0,2.306,5.744396,57.443959,5.74E+04,1024.2429,24.2331,24.233,28.4014,32.479,0.009,0.6721,0.458,0.0056,0,0.0904,0.0818,1.7485,57.913,10.58704,0,0,0.05,0.00E+00
36.8777,26.6867,0,2.306,5.744296,57.442962,5.74E+04,1024.2433,24.2335,24.2333,28.4018,32.4794,0.011,0.6721,0.4404,0.0063,0,0.0904,0.0806,1.7497,58.001,10.58719,0,0,0.05,0.00E+00
36.8788,26.686,0,2.313,5.74437,57.443699,5.74E+04,1024.2443,24.2345,24.2343,28.4028,32.4804,0.013,0.6721,0.4404,0.0069,0,0.0904,0.0806,1.7509,58.091,10.58722,0,0,0.06,0.00E+00
36.8793,26.685,0,2.316,5.744331,57.443309,5.74E+04,1024.2451,24.2352,24.2351,28.4035,32.4812,0.016,0.6721,0.4229,0.0076,0,0.0904,0.0794,1.7521,58.182,10.58735,0,0,0.06,0.00E+00
36.8793,26.6845,0,2.316,5.744275,57.442745,5.74E+04,1024.2452,24.2354,24.2352,28.4037,32.4813,0.018,0.6721,0.4404,0.0083,0,0.0904,0.0806,1.7534,58.275,10.58742,0,0,0.06,0.00E+00
36.8805,26.683,0,2.327,5.74427,57.442702,5.74E+04,1024.2466,24.2367,24.2366,28.405,32.4827,0.021,0.6056,0.458,0.009,0,0.0891,0.0818,1.7546,58.369,10.58758,0,0,0.07,0.00E+00
36.8816,26.6816,0,2.327,5.744266,57.442659,5.74E+04,1024.2479,24.238,24.2378,28.4063,32.484,0.024,0.6721,0.4404,0.0097,0,0.0904,0.0806,1.7558,58.464,10.58773,0,0,0.06,0.00E+00
36.8829,26.6797,0,2.327,5.744231,57.442312,5.74E+04,1024.2495,24.2396,24.2394,28.4079,32.4856,0.026,0.6721,0.4404,0.0104,0,0.0904,0.0806,1.757,58.559,10.58795,0,0,0.06,0.00E+00
36.885,26.6768,0,2.337,5.744197,57.441966,5.74E+04,1024.252,24.2421,24.2419,28.4105,32.4882,0.029,0.6721,0.4404,0.0111,0,0.0904,0.0806,1.7582,58.656,10.58827,0,0,0.07,0.00E+00
36.8874,26.6729,0,2.337,5.744114,57.441143,5.74E+04,1024.2551,24.2452,24.245,28.4136,32.4913,0.032,0.6721,0.4404,0.0118,0,0.0904,0.0806,1.7595,58.753,10.58871,0,0,0.07,0.00E+00
36.8906,26.6693,0,2.313,5.744158,57.441577,5.74E+04,1024.2586,24.2488,24.2486,28.4172,32.495,0.033,0.6721,0.4404,0.0125,0,0.0904,0.0806,1.7607,58.851,10.58907,0,0,0.03,0.00E+00
36.8943,26.6649,0,2.358,5.744188,57.441882,5.74E+04,1024.263,24.253,24.2528,28.4214,32.4992,0.037,0.6721,0.458,0.0132,0,0.0904,0.0818,1.7607,58.889,10.58951,0,0,0.09,0.00E+00
36.8969,26.661,0,2.347,5.744114,57.441145,5.74E+04,1024.2661,24.2562,24.256,28.4246,32.5025,0.04,0.6721,0.458,0.0139,0,0.0904,0.0818,1.7631,59.045,10.58996,0,0,0.07,0.00E+00
36.9004,26.6567,0,2.337,5.744123,57.441232,5.74E+04,1024.2701,24.2602,24.26,28.4287,32.5066,0.042,0.6721,0.458,0.0146,0,0.0904,0.0818,1.7631,59.083,10.5904,0,0,0.05,0.00E+00
36.9033,26.6524,0,2.347,5.744045,57.440452,5.74E+04,1024.2737,24.2637,24.2636,28.4323,32.5102,0.044,0.6721,0.4404,0.0153,0,0.0904,0.0806,1.7631,59.118,10.59089,0,0,0.06,0.00E+00
36.9066,26.6485,0,2.327,5.744071,57.440713,5.74E+04,1024.2773,24.2675,24.2673,28.4361,32.514,0.045,0.6721,0.458,0.016,0,0.0904,0.0818,1.7643,59.211,10.59129,0,0,0.03,0.00E+00
36.9092,26.6455,0,2.337,5.744093,57.440931,5.74E+04,1024.2803,24.2704,24.2702,28.439,32.517,0.047,0.6721,0.458,0.0167,0,0.0904,0.0818,1.7656,59.304,10.5916,0,0,0.04,0.00E+00
36.9106,26.6435,0,2.337,5.744067,57.440671,5.74E+04,1024.282,24.2721,24.2719,28.4407,32.5187,0.048,0.6721,0.4404,0.0174,0,0.0904,0.0806,1.7656,59.336,10.59182,0,0,0.03,0.00E+00
36.9123,26.6412,0,2.347,5.74405,57.440498,5.74E+04,1024.2841,24.2741,24.274,28.4428,32.5208,0.05,0.6721,0.4404,0.0181,0,0.0904,0.0806,1.7656,59.365,10.59207,0,0,0.04,0.00E+00
36.9144,26.6383,0,2.334,5.744015,57.440151,5.74E+04,1024.2865,24.2766,24.2764,28.4452,32.5232,0.05,0.6721,0.4404,0.0187,0,0.0904,0.0806,1.7668,59.451,10.59238,0,0,0.02,0.00E+00
36.9173,26.6347,0,2.327,5.744015,57.440152,5.74E+04,1024.2898,24.2799,24.2797,28.4486,32.5266,0.051,0.6721,0.458,0.0194,0,0.0904,0.0818,1.7668,59.476,10.59276,0,0,0,0.00E+00
36.9192,26.6322,0,2.337,5.744007,57.440066,5.74E+04,1024.2921,24.2822,24.282,28.4509,32.529,0.051,0.6721,0.458,0.0201,0,0.0904,0.0818,1.7668,59.498,10.59303,0,0,0.01,0.00E+00
36.9215,26.6293,0,2.327,5.744007,57.440066,5.74E+04,1024.2947,24.2849,24.2847,28.4536,32.5317,0.051,0.6721,0.458,0.0208,0,0.0904,0.0818,1.7668,59.516,10.59333,0,0,0,0.00E+00
36.9236,26.6265,0,2.327,5.743981,57.439806,5.74E+04,1024.2971,24.2873,24.2871,28.456,32.5341,0.051,0.6056,0.458,0.0215,0,0.0891,0.0818,1.7668,59.531,10.59363,0,0,-0.01,0.00E+00
36.9259,26.6237,0,2.316,5.743998,57.43998,5.74E+04,1024.2997,24.2899,24.2898,28.4587,32.5368,0.05,0.6721,0.4404,0.0222,0,0.0904,0.0806,1.768,59.603,10.59391,0,0,-0.03,0.00E+00
36.9288,26.6202,0,2.327,5.744007,57.440068,5.74E+04,1024.3031,24.2933,24.2931,28.4621,32.5402,0.049,0.6721,0.458,0.0229,0,0.0904,0.0818,1.768,59.614,10.59429,0,0,-0.01,0.00E+00
36.933,26.615,0,2.316,5.744007,57.440069,5.74E+04,1024.3079,24.2981,24.2979,28.4669,32.5451,0.048,0.6721,0.458,0.0236,0,0.0904,0.0818,1.768,59.621,10.59483,0,0,-0.03,0.00E+00
36.9375,26.6091,0,2.304,5.743981,57.439809,5.74E+04,1024.3131,24.3033,24.3032,28.4722,32.5505,0.045,0.6056,0.458,0.0243,0,0.0891,0.0818,1.768,59.625,10.59545,0,0,-0.05,0.00E+00
36.9418,26.6045,0,2.306,5.744063,57.440635,5.74E+04,1024.3178,24.308,24.3079,28.477,32.5552,0.043,0.6056,0.4756,0.025,0,0.0891,0.083,1.768,59.626,10.5959,0,0,-0.05,0.00E+00
36.9463,26.5986,0,2.297,5.744029,57.440289,5.74E+04,1024.323,24.3133,24.3131,28.4822,32.5606,0.04,0.6056,0.458,0.0257,0,0.0891,0.0818,1.768,59.622,10.59653,0,0,-0.07,0.00E+00
36.9513,26.5928,0,2.297,5.744081,57.44081,5.74E+04,1024.3286,24.3189,24.3187,28.4879,32.5663,0.037,0.6056,0.458,0.0264,0,0.0891,0.0818,1.7668,59.555,10.59711,0,0,-0.07,0.00E+00
36.956,26.5871,0,2.285,5.744094,57.440941,5.74E+04,1024.334,24.3243,24.3242,28.4934,32.5718,0.033,0.6721,0.458,0.0271,0,0.0904,0.0818,1.768,59.602,10.59771,0,0,-0.09,0.00E+00
36.9594,26.5831,0,2.285,5.744125,57.441246,5.74E+04,1024.3378,24.3281,24.328,28.4972,32.5757,0.03,0.6056,0.4756,0.0278,0,0.0891,0.083,1.768,59.588,10.59811,0,0,-0.09,0.00E+00
36.9614,26.5811,0,2.276,5.744177,57.441767,5.74E+04,1024.34,24.3303,24.3302,28.4994,32.5779,0.025,0.6721,0.458,0.0285,0,0.0904,0.0818,1.768,59.57,10.5983,0,0,-0.11,0.00E+00
36.9625,26.5797,0,2.242,5.744181,57.44181,5.74E+04,1024.3411,24.3316,24.3314,28.5007,32.5791,0.019,0.6721,0.458,0.0292,0,0.0904,0.0818,1.7656,59.428,10.59844,0,0,-0.15,0.00E+00
36.9636,26.5786,0,2.285,5.744211,57.442114,5.74E+04,1024.3424,24.3328,24.3326,28.5019,32.5803,0.015,0.6056,0.4404,0.0299,0,0.0891,0.0806,1.7668,59.458,10.59854,0,0,-0.09,0.00E+00
36.9591,26.5854,0,2.255,5.744328,57.443284,5.74E+04,1024.3367,24.3272,24.327,28.4962,32.5746,0.01,0.6721,0.458,0.0306,0,0.0904,0.0818,1.7656,59.366,10.59778,0,0,-0.14,0.00E+00
36.9515,26.5956,0,2.255,5.744419,57.444193,5.74E+04,1024.3277,24.3182,24.318,28.4872,32.5655,0.004,0.6721,0.458,0.0313,0,0.0904,0.0818,1.7656,59.328,10.59666,0,0,-0.14,0.00E+00
36.9461,26.6032,0,2.245,5.74451,57.445103,5.74E+04,1024.3212,24.3117,24.3115,28.4806,32.5589,-0.002,0.6721,0.458,0.0319,0,0.0904,0.0818,1.7643,59.227,10.59582,0,0,-0.15,0.00E+00
36.9421,26.609,0,2.234,5.744588,57.445882,5.74E+04,1024.3163,24.3068,24.3067,28.4757,32.5539,-0.009,0.6721,0.4404,0.0326,0,0.0904,0.0806,1.7643,59.179,10.59518,0,0,-0.16,0.00E+00
36.9389,26.6136,0,2.234,5.744675,57.446749,5.74E+04,1024.3124,24.303,24.3028,28.4718,32.55,-0.016,0.6721,0.4404,0.0333,0,0.0904,0.0806,1.7643,59.129,10.59465,0,0,-0.16,0.00E+00
36.935,26.6191,0,2.234,5.744736,57.447356,5.74E+04,1024.3078,24.2983,24.2981,28.4671,32.5452,-0.022,0.6721,0.458,0.034,0,0.0904,0.0818,1.7631,59.015,10.59406,0,0,-0.16,0.00E+00
36.9321,26.6234,0,2.211,5.744805,57.448049,5.74E+04,1024.3041,24.2947,24.2945,28.4635,32.5415,-0.03,0.6721,0.458,0.0347,0,0.0904,0.0818,1.7631,58.961,10.59357,0,0,-0.19,0.00E+00
36.929,26.6275,0,2.213,5.744826,57.448265,5.74E+04,1024.3004,24.291,24.2909,28.4597,32.5378,-0.037,0.6721,0.4756,0.0354,0,0.0904,0.083,1.7619,58.851,10.59313,0,0,-0.17,0.00E+00
36.9273,26.6302,0,2.203,5.744896,57.448959,5.74E+04,1024.2982,24.2889,24.2887,28.4576,32.5356,-0.045,0.6721,0.458,0.0361,0,0.0904,0.0818,1.7607,58.736,10.59281,0,0,-0.18,0.00E+00
36.9255,26.6331,0,2.203,5.744974,57.449739,5.75E+04,1024.296,24.2867,24.2865,28.4553,32.5333,-0.052,0.6721,0.458,0.0368,0,0.0904,0.0818,1.7607,58.682,10.59247,0,0,-0.16,0.00E+00
36.9245,26.6349,0,2.193,5.745026,57.450259,5.75E+04,1024.2946,24.2853,24.2851,28.454,32.5319,-0.058,0.6721,0.4404,0.0375,0,0.0904,0.0806,1.7595,58.573,10.59226,0,0,-0.15,0.00E+00
36.9247,26.6357,0,2.182,5.745143,57.45143,5.75E+04,1024.2944,24.2852,24.285,28.4538,32.5318,-0.065,0.6721,0.458,0.0382,0,0.0904,0.0818,1.7582,58.461,10.59212,0,0,-0.18,0.00E+00
36.9252,26.6359,0,2.182,5.745234,57.452341,5.75E+04,1024.2947,24.2855,24.2853,28.4541,32.5321,-0.072,0.6721,0.458,0.0389,0,0.0904,0.0818,1.7582,58.41,10.59206,0,0,-0.16,0.00E+00
36.9248,26.6369,0,2.179,5.745286,57.452862,5.75E+04,1024.2941,24.2848,24.2847,28.4535,32.5314,-0.078,0.6056,0.458,0.0396,0,0.0891,0.0818,1.7558,58.239,10.59193,0,0,-0.14,0.00E+00
36.922,26.6402,0,2.172,5.745273,57.452731,5.75E+04,1024.2909,24.2817,24.2816,28.4503,32.5283,-0.083,0.6721,0.4756,0.0403,0,0.0904,0.083,1.7546,58.125,10.59159,0,0,-0.14,0.00E+00
36.9197,26.6433,0,2.161,5.74529,57.452904,5.75E+04,1024.2882,24.279,24.2788,28.4476,32.5255,-0.089,0.6721,0.4756,0.041,0,0.0904,0.083,1.7534,58.011,10.59126,0,0,-0.14,0.00E+00
36.9197,26.644,0,2.151,5.745368,57.453685,5.75E+04,1024.2879,24.2788,24.2787,28.4474,32.5253,-0.095,0.6721,0.4756,0.0417,0,0.0904,0.083,1.7521,57.896,10.59115,0,0,-0.14,0.00E+00
36.9193,26.645,0,2.161,5.745421,57.454205,5.75E+04,1024.2873,24.2782,24.278,28.4467,32.5246,-0.1,0.6721,0.458,0.0424,0,0.0904,0.0818,1.7509,57.782,10.59102,0,0,-0.12,0.00E+00
36.9195,26.6456,0,2.151,5.74552,57.455203,5.75E+04,1024.2872,24.2781,24.2779,28.4466,32.5245,-0.104,0.6721,0.458,0.0431,0,0.0904,0.0818,1.7497,57.668,10.5909,0,0,-0.1,0.00E+00
36.9185,26.6469,0,2.141,5.745529,57.455289,5.75E+04,1024.286,24.2769,24.2768,28.4455,32.5233,-0.109,0.6721,0.4756,0.0437,0,0.0904,0.083,1.7485,57.555,10.59076,0,0,-0.11,0.00E+00
36.917,26.6496,0,2.139,5.745611,57.456113,5.75E+04,1024.284,24.2749,24.2748,28.4434,32.5213,-0.113,0.6721,0.4756,0.0444,0,0.0904,0.083,1.7473,57.443,10.59045,0,0,-0.1,0.00E+00
36.9156,26.6511,0,2.13,5.745581,57.455809,5.75E+04,1024.2824,24.2734,24.2732,28.4419,32.5197,-0.116,0.6721,0.4756,0.0451,0,0.0904,0.083,1.746,57.332,10.5903,0,0,-0.09,0.00E+00
36.9127,26.6545,0,2.12,5.745555,57.455548,5.75E+04,1024.2791,24.2701,24.27,28.4386,32.5164,-0.12,0.6721,0.4756,0.0458,0,0.0904,0.083,1.7448,57.222,10.58996,0,0,-0.09,0.00E+00
36.9099,26.6588,0,2.13,5.74565,57.456502,5.75E+04,1024.2757,24.2667,24.2665,28.4351,32.5129,-0.124,0.6721,0.458,0.0465,0,0.0904,0.0818,1.7436,57.114,10.58947,0,0,-0.1,0.00E+00
36.9077,26.6614,0,2.109,5.745624,57.456241,5.75E+04,1024.2731,24.2642,24.264,28.4326,32.5103,-0.126,0.6721,0.4756,0.0472,0,0.0904,0.083,1.7424,57.005,10.58921,0,0,-0.05,0.00E+00
36.9075,26.6614,0,2.12,5.745598,57.455981,5.75E+04,1024.273,24.264,24.2638,28.4324,32.5102,-0.128,0.6721,0.458,0.0479,0,0.0904,0.0818,1.7424,56.962,10.58922,0,0,-0.04,0.00E+00
36.9079,26.6603,0,2.109,5.745533,57.45533,5.75E+04,1024.2736,24.2647,24.2645,28.4331,32.5109,-0.13,0.6721,0.4756,0.0486,0,0.0904,0.083,1.7387,56.739,10.58937,0,0,-0.05,0.00E+00
36.9067,26.6619,0,2.108,5.74555,57.455503,5.75E+04,1024.2722,24.2632,24.2631,28.4316,32.5094,-0.131,0.6721,0.458,0.0493,0,0.0904,0.0818,1.7387,56.691,10.58918,0,0,-0.03,0.00E+00
36.9028,26.6662,0,2.099,5.745494,57.454938,5.75E+04,1024.2678,24.2589,24.2588,28.4273,32.5051,-0.133,0.6721,0.4756,0.05,0,0.0904,0.083,1.7375,56.589,10.58876,0,0,-0.05,0.00E+00
36.9007,26.6697,0,2.099,5.745572,57.455719,5.75E+04,1024.2651,24.2562,24.2561,28.4246,32.5023,-0.134,0.6721,0.4756,0.0507,0,0.0904,0.083,1.735,56.43,10.58837,0,0,-0.02,0.00E+00
36.9,26.6696,0,2.099,5.745472,57.454721,5.75E+04,1024.2647,24.2558,24.2556,28.4241,32.5018,-0.134,0.6721,0.4932,0.0514,0,0.0904,0.0842,1.7338,56.327,10.58842,0,0,-0.01,0.00E+00
36.9012,26.6678,0,2.09,5.745429,57.454287,5.75E+04,1024.266,24.2572,24.257,28.4256,32.5033,-0.134,0.6721,0.4756,0.0521,0,0.0904,0.083,1.7326,56.225,10.58863,0,0,0,0.00E+00
36.9009,26.6687,0,2.099,5.745494,57.454938,5.75E+04,1024.2656,24.2567,24.2566,28.4251,32.5028,-0.134,0.6721,0.458,0.0528,0,0.0904,0.0818,1.7314,56.126,10.58851,0,0,0.01,0.00E+00
36.8992,26.6704,0,2.066,5.74545,57.454503,5.75E+04,1024.2637,24.2549,24.2548,28.4233,32.501,-0.135,0.6721,0.458,0.0535,0,0.0904,0.0818,1.7302,56.029,10.58835,0,0,-0.03,0.00E+00
36.8984,26.6721,0,2.109,5.745528,57.455284,5.75E+04,1024.2627,24.2538,24.2536,28.4221,32.4998,-0.132,0.6056,0.4756,0.0542,0,0.0891,0.083,1.7289,55.932,10.58813,0,0,0.06,0.00E+00
36.8969,26.6733,0,2.09,5.745459,57.45459,5.75E+04,1024.2611,24.2522,24.2521,28.4206,32.4983,-0.131,0.6056,0.4756,0.0549,0,0.0891,0.083,1.7265,55.775,10.58804,0,0,0.03,0.00E+00
36.8959,26.6743,0,2.09,5.745429,57.454286,5.75E+04,1024.26,24.2511,24.251,28.4194,32.4971,-0.129,0.6056,0.4756,0.0556,0,0.0891,0.083,1.7253,55.677,10.58794,0,0,0.05,0.00E+00
36.8958,26.6743,0,2.09,5.745403,57.454026,5.75E+04,1024.2599,24.2511,24.2509,28.4194,32.4971,-0.127,0.6056,0.4756,0.0563,0,0.0891,0.083,1.7241,55.584,10.58796,0,0,0.04,0.00E+00
36.8951,26.6741,0,2.09,5.74529,57.452898,5.75E+04,1024.2594,24.2506,24.2504,28.4189,32.4966,-0.124,0.6056,0.458,0.0569,0,0.0891,0.0818,1.7228,55.492,10.58803,0,0,0.07,0.00E+00
36.8956,26.6737,0,2.09,5.74532,57.453201,5.75E+04,1024.26,24.2511,24.251,28.4195,32.4972,-0.121,0.6056,0.4932,0.0576,0,0.0891,0.0842,1.7216,55.402,10.58806,0,0,0.07,0.00E+00
36.8962,26.6726,0,2.097,5.745281,57.452811,5.75E+04,1024.2608,24.2519,24.2517,28.4202,32.4979,-0.118,0.6721,0.4756,0.0583,0,0.0904,0.083,1.7204,55.314,10.58819,0,0,0.08,0.00E+00
36.8968,26.6716,0,2.099,5.745255,57.452551,5.75E+04,1024.2616,24.2527,24.2525,28.421,32.4987,-0.114,0.6056,0.458,0.059,0,0.0891,0.0818,1.7204,55.288,10.58831,0,0,0.1,0.00E+00
36.8971,26.671,0,2.099,5.745229,57.452291,5.75E+04,1024.262,24.2531,24.253,28.4215,32.4992,-0.11,0.6721,0.458,0.0597,0,0.0904,0.0818,1.7192,55.207,10.58839,0,0,0.09,0.00E+00
36.897,26.6704,0,2.099,5.745147,57.451467,5.75E+04,1024.2622,24.2533,24.2531,28.4216,32.4993,-0.105,0.6721,0.458,0.0604,0,0.0904,0.0818,1.7167,55.064,10.58849,0,0,0.11,0.00E+00
36.8973,26.6704,0,2.109,5.74519,57.451901,5.75E+04,1024.2624,24.2535,24.2533,28.4219,32.4996,-0.101,0.6721,0.458,0.0611,0,0.0904,0.0818,1.7167,55.045,10.58847,0,0,0.12,0.00E+00
36.8973,26.6704,0,2.099,5.745186,57.451857,5.75E+04,1024.2623,24.2534,24.2533,28.4218,32.4995,-0.096,0.6721,0.458,0.0618,0,0.0904,0.0818,1.7155,54.97,10.58847,0,0,0.11,0.00E+00
36.8968,26.6709,0,2.12,5.745168,57.451684,5.75E+04,1024.2619,24.2529,24.2527,28.4212,32.499,-0.09,0.6721,0.4756,0.0625,0,0.0904,0.083,1.7131,54.838,10.58843,0,0,0.14,0.00E+00
36.8953,26.6721,0,2.118,5.745103,57.451033,5.75E+04,1024.2604,24.2514,24.2513,28.4198,32.4975,-0.086,0.6721,0.458,0.0632,0,0.0904,0.0818,1.7118,54.759,10.58833,0,0,0.09,0.00E+00
36.8941,26.6735,0,2.12,5.745086,57.450859,5.75E+04,1024.259,24.25,24.2498,28.4183,32.496,-0.079,0.6721,0.458,0.0639,0,0.0904,0.0818,1.7118,54.747,10.58819,0,0,0.17,0.00E+00
36.893,26.6751,0,2.13,5.745116,57.451162,5.75E+04,1024.2578,24.2487,24.2486,28.4171,32.4947,-0.073,0.6721,0.458,0.0646,0,0.0904,0.0818,1.7094,54.617,10.58801,0,0,0.15,0.00E+00
36.8922,26.6759,0,2.13,5.745099,57.450989,5.75E+04,1024.2569,24.2478,24.2477,28.4162,32.4938,-0.067,0.6721,0.4404,0.0653,0,0.0904,0.0806,1.7094,54.607,10.58793,0,0,0.15,0.00E+00
36.8923,26.6756,0,2.141,5.745082,57.450815,5.75E+04,1024.2571,24.248,24.2478,28.4163,32.494,-0.06,0.6721,0.458,0.066,0,0.0904,0.0818,1.707,54.479,10.58797,0,0,0.16,0.00E+00
36.8927,26.6752,0,2.141,5.745082,57.450815,5.75E+04,1024.2575,24.2484,24.2483,28.4168,32.4944,-0.054,0.6056,0.458,0.0667,0,0.0891,0.0818,1.707,54.471,10.58802,0,0,0.15,0.00E+00
36.8917,26.6754,0,2.151,5.74496,57.449601,5.75E+04,1024.2567,24.2476,24.2474,28.4159,32.4936,-0.046,0.6721,0.458,0.0674,0,0.0904,0.0818,1.7045,54.349,10.58806,0,0,0.17,0.00E+00
36.8908,26.6766,0,2.16,5.744973,57.449731,5.75E+04,1024.2557,24.2465,24.2464,28.4149,32.4925,-0.038,0.6721,0.4756,0.0681,0,0.0904,0.083,1.7045,54.345,10.58792,0,0,0.19,0.00E+00
36.8887,26.6786,0,2.161,5.744899,57.448993,5.74E+04,1024.2535,24.2443,24.2442,28.4126,32.4903,-0.032,0.6721,0.4756,0.0688,0,0.0904,0.083,1.7021,54.226,10.58775,0,0,0.16,0.00E+00
36.8868,26.6803,0,2.172,5.744843,57.448428,5.74E+04,1024.2516,24.2424,24.2422,28.4107,32.4883,-0.024,0.6721,0.458,0.0694,0,0.0904,0.0818,1.7009,54.165,10.58759,0,0,0.18,0.00E+00
36.8858,26.6815,0,2.172,5.744825,57.448255,5.74E+04,1024.2504,24.2412,24.241,28.4095,32.4871,-0.017,0.6721,0.458,0.0701,0,0.0904,0.0818,1.7009,54.164,10.58748,0,0,0.17,0.00E+00
36.8841,26.683,0,2.182,5.74476,57.447604,5.74E+04,1024.2488,24.2395,24.2393,28.4078,32.4854,-0.009,0.6721,0.458,0.0708,0,0.0904,0.0818,1.6996,54.11,10.58736,0,0,0.19,0.00E+00
36.8834,26.6834,0,2.182,5.744713,57.447126,5.74E+04,1024.2481,24.2388,24.2387,28.4071,32.4848,-0.002,0.6721,0.4404,0.0715,0,0.0904,0.0806,1.6972,53.995,10.58733,0,0,0.17,0.00E+00
36.8829,26.6836,0,2.203,5.744665,57.446649,5.74E+04,1024.2477,24.2384,24.2383,28.4067,32.4843,0.006,0.7385,0.4756,0.0722,0,0.0916,0.083,1.696,53.937,10.58734,0,0,0.19,0.00E+00
36.8816,26.6843,0,2.19,5.744552,57.445521,5.74E+04,1024.2464,24.2372,24.237,28.4054,32.4831,0.013,0.7385,0.458,0.0729,0,0.0916,0.0818,1.6947,53.883,10.58732,0,0,0.17,0.00E+00
36.8802,26.6849,0,2.203,5.744431,57.444306,5.74E+04,1024.2453,24.2359,24.2358,28.4042,32.4818,0.02,0.6721,0.4756,0.0736,0,0.0904,0.083,1.6935,53.826,10.58731,0,0,0.18,0.00E+00
36.8792,26.685,0,2.213,5.7443,57.443005,5.74E+04,1024.2445,24.2351,24.2349,28.4034,32.481,0.028,0.6721,0.458,0.0743,0,0.0904,0.0818,1.6935,53.83,10.58736,0,0,0.18,0.00E+00
36.8789,26.6847,0,2.213,5.744231,57.442311,5.74E+04,1024.2444,24.235,24.2348,28.4033,32.4809,0.035,0.6721,0.4404,0.075,0,0.0904,0.0806,1.6923,53.777,10.58742,0,0,0.16,0.00E+00
36.879,26.6845,0,2.224,5.744227,57.442268,5.74E+04,1024.2446,24.2351,24.235,28.4034,32.4811,0.042,0.6056,0.4756,0.0757,0,0.0891,0.083,1.6899,53.663,10.58744,0,0,0.16,0.00E+00
36.8776,26.6854,0,2.213,5.744127,57.44127,5.74E+04,1024.2432,24.2338,24.2336,28.4021,32.4797,0.048,0.6056,0.458,0.0764,0,0.0891,0.0818,1.6874,53.547,10.5874,0,0,0.16,0.00E+00
