Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\Desktop\ctddata\SAV-17-11\cast002.hdr,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6012,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 27,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 3,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit = 1,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Jun 17 2017 20:36:59,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,
" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], Flag
36.5617,26.6974,0,2.313,5.701828,57.018282,5.70E+04,1024.0014,23.9916,23.9915,28.1616,32.2408,0.189,0.4064,0.458,0.8556,0,0.0855,0.0818,2.6252,98.617,10.60597,0,0,-0.23,0.00E+00
36.5613,26.6974,0,2.304,5.701776,57.017763,5.70E+04,1024.0011,23.9914,23.9912,28.1613,32.2405,0.179,0.4064,0.4404,0.8562,0,0.0855,0.0806,2.6252,98.615,10.60599,0,0,-0.24,0.00E+00
36.5617,26.6974,0,2.294,5.701833,57.018325,5.70E+04,1024.0014,23.9917,23.9915,28.1616,32.2408,0.169,0.4064,0.4229,0.8569,0,0.0855,0.0794,2.6252,98.613,10.60597,0,0,-0.24,0.00E+00
36.5618,26.6974,0,2.291,5.701841,57.018412,5.70E+04,1024.0014,23.9917,23.9915,28.1616,32.2408,0.158,0.4064,0.4404,0.8576,0,0.0855,0.0806,2.6252,98.612,10.60596,0,0,-0.26,0.00E+00
36.562,26.6974,0,2.273,5.70188,57.0188,5.70E+04,1024.0016,23.9919,23.9918,28.1618,32.2411,0.147,0.4064,0.4404,0.8583,0,0.0855,0.0806,2.6252,98.609,10.60594,0,0,-0.29,0.00E+00
36.5617,26.6974,0,2.262,5.701832,57.018325,5.70E+04,1024.0013,23.9917,23.9915,28.1616,32.2408,0.134,0.4064,0.4404,0.859,0,0.0855,0.0806,2.6252,98.61,10.60597,0,0,-0.3,0.00E+00
36.5618,26.6974,0,2.262,5.701841,57.018411,5.70E+04,1024.0013,23.9917,23.9915,28.1616,32.2408,0.122,0.4064,0.4404,0.8597,0,0.0855,0.0806,2.6252,98.612,10.60596,0,0,-0.3,0.00E+00
36.562,26.6974,0,2.231,5.701871,57.018714,5.70E+04,1024.0013,23.9919,23.9917,28.1618,32.241,0.107,0.34,0.4404,0.8604,0,0.0842,0.0806,2.6252,98.614,10.60595,0,0,-0.35,0.00E+00
36.5617,26.6974,0,2.231,5.701828,57.018282,5.70E+04,1024.0011,23.9916,23.9915,28.1616,32.2408,0.093,0.4064,0.4404,0.8611,0,0.0855,0.0806,2.6252,98.615,10.60597,0,0,-0.33,0.00E+00
36.5618,26.6974,0,2.221,5.701841,57.018411,5.70E+04,1024.0011,23.9917,23.9916,28.1616,32.2409,0.079,0.4064,0.4404,0.8618,0,0.0855,0.0806,2.6252,98.616,10.60596,0,0,-0.34,0.00E+00
36.5619,26.6974,0,2.209,5.701854,57.018541,5.70E+04,1024.0012,23.9918,23.9916,28.1617,32.2409,0.063,0.4064,0.4404,0.8625,0,0.0855,0.0806,2.6239,98.561,10.60595,0,0,-0.37,0.00E+00
36.5616,26.6976,0,2.19,5.701841,57.018411,5.70E+04,1024.0008,23.9915,23.9914,28.1615,32.2407,0.048,0.4064,0.4229,0.8632,0,0.0855,0.0794,2.6252,98.624,10.60594,0,0,-0.37,0.00E+00
36.5619,26.698,0,2.169,5.701915,57.019146,5.70E+04,1024.0008,23.9916,23.9914,28.1615,32.2407,0.032,0.4064,0.4404,0.8639,0,0.0855,0.0806,2.6252,98.628,10.60587,0,0,-0.39,0.00E+00
36.5613,26.6983,0,2.169,5.701876,57.018757,5.70E+04,1024.0002,23.9911,23.9909,28.161,32.2402,0.016,0.4064,0.4229,0.8646,0,0.0855,0.0794,2.6252,98.633,10.60584,0,0,-0.38,0.00E+00
36.561,26.6985,0,2.148,5.701854,57.01854,5.70E+04,1023.9999,23.9908,23.9906,28.1607,32.2399,0,0.4064,0.4229,0.8653,0,0.0855,0.0794,2.6264,98.699,10.60584,0,0,-0.39,0.00E+00
36.5608,26.6987,0,2.127,5.701841,57.01841,5.70E+04,1023.9996,23.9905,23.9904,28.1604,32.2396,-0.018,0.34,0.4229,0.866,0,0.0842,0.0794,2.6264,98.708,10.60582,0,0,-0.41,0.00E+00
36.5607,26.6989,0,2.127,5.70185,57.018497,5.70E+04,1023.9994,23.9904,23.9903,28.1603,32.2395,-0.033,0.34,0.4404,0.8667,0,0.0842,0.0806,2.6252,98.658,10.6058,0,0,-0.38,0.00E+00
36.5611,26.6987,0,2.105,5.701884,57.018843,5.70E+04,1023.9997,23.9908,23.9906,28.1607,32.2399,-0.05,0.34,0.4404,0.8674,0,0.0842,0.0806,2.6264,98.726,10.6058,0,0,-0.41,0.00E+00
36.5611,26.6991,0,2.097,5.701927,57.019275,5.70E+04,1023.9996,23.9907,23.9905,28.1606,32.2398,-0.066,0.34,0.4404,0.8681,0,0.0842,0.0806,2.6264,98.738,10.60574,0,0,-0.38,0.00E+00
36.5607,26.6991,0,2.076,5.701863,57.018626,5.70E+04,1023.9991,23.9903,23.9902,28.1602,32.2394,-0.082,0.34,0.4404,0.8688,0,0.0842,0.0806,2.6276,98.81,10.60577,0,0,-0.39,0.00E+00
36.5609,26.6989,0,2.066,5.70188,57.018799,5.70E+04,1023.9994,23.9906,23.9905,28.1605,32.2397,-0.099,0.34,0.4229,0.8694,0,0.0842,0.0794,2.6276,98.823,10.60578,0,0,-0.39,0.00E+00
36.5609,26.6991,0,2.045,5.701897,57.018972,5.70E+04,1023.9992,23.9905,23.9904,28.1604,32.2396,-0.114,0.4064,0.4229,0.8701,0,0.0855,0.0794,2.6276,98.839,10.60575,0,0,-0.36,0.00E+00
36.5613,26.6989,0,2.035,5.701927,57.019274,5.70E+04,1023.9995,23.9909,23.9907,28.1608,32.24,-0.129,0.4064,0.4404,0.8708,0,0.0855,0.0806,2.6276,98.853,10.60576,0,0,-0.36,0.00E+00
36.561,26.6987,0,2.035,5.701863,57.018626,5.70E+04,1023.9993,23.9907,23.9905,28.1606,32.2398,-0.142,0.34,0.4229,0.8715,0,0.0842,0.0794,2.6288,98.927,10.60581,0,0,-0.32,0.00E+00
36.5612,26.6989,0,2.011,5.701914,57.019145,5.70E+04,1023.9993,23.9908,23.9906,28.1607,32.2399,-0.156,0.4064,0.4404,0.8722,0,0.0855,0.0806,2.6276,98.884,10.60576,0,0,-0.34,0.00E+00
36.5619,26.6989,0,2.004,5.702005,57.020052,5.70E+04,1023.9998,23.9913,23.9912,28.1612,32.2404,-0.169,0.4064,0.4229,0.8729,0,0.0855,0.0794,2.6288,98.959,10.60572,0,0,-0.32,0.00E+00
36.5616,26.6985,0,1.993,5.701927,57.019274,5.70E+04,1023.9997,23.9912,23.9911,28.1611,32.2403,-0.181,0.4064,0.4404,0.8736,0,0.0855,0.0806,2.6288,98.977,10.6058,0,0,-0.29,0.00E+00
36.5615,26.6985,0,1.972,5.701914,57.019144,5.70E+04,1023.9995,23.9911,23.991,28.1611,32.2403,-0.193,0.34,0.4229,0.8743,0,0.0842,0.0794,2.6288,98.992,10.6058,0,0,-0.29,0.00E+00
36.5615,26.6987,0,1.983,5.701936,57.019361,5.70E+04,1023.9995,23.9911,23.9909,28.161,32.2402,-0.204,0.34,0.4404,0.875,0,0.0842,0.0806,2.6288,99.007,10.60577,0,0,-0.25,0.00E+00
36.5615,26.6987,0,1.962,5.70194,57.019404,5.70E+04,1023.9994,23.9911,23.991,28.161,32.2402,-0.214,0.4064,0.4404,0.8757,0,0.0855,0.0806,2.6288,99.022,10.60577,0,0,-0.25,0.00E+00
36.5615,26.6987,0,1.969,5.70194,57.019404,5.70E+04,1023.9994,23.9911,23.991,28.161,32.2402,-0.222,0.4064,0.4404,0.8764,0,0.0855,0.0806,2.6288,99.038,10.60577,0,0,-0.2,0.00E+00
36.5611,26.6989,0,1.962,5.701893,57.018928,5.70E+04,1023.999,23.9907,23.9905,28.1606,32.2398,-0.23,0.4064,0.4404,0.8771,0,0.0855,0.0806,2.6288,99.053,10.60578,0,0,-0.17,0.00E+00
36.5612,26.6987,0,1.972,5.701893,57.018928,5.70E+04,1023.9992,23.9908,23.9907,28.1607,32.2399,-0.235,0.4064,0.4229,0.8778,0,0.0855,0.0794,2.6288,99.066,10.60579,0,0,-0.14,0.00E+00
36.5613,26.6989,0,1.962,5.701927,57.019274,5.70E+04,1023.9992,23.9908,23.9907,28.1607,32.2399,-0.24,0.4064,0.4404,0.8785,0,0.0855,0.0806,2.6288,99.078,10.60576,0,0,-0.12,0.00E+00
36.5615,26.6987,0,1.962,5.70194,57.019404,5.70E+04,1023.9994,23.9911,23.991,28.161,32.2402,-0.244,0.34,0.4229,0.8792,0,0.0842,0.0794,2.6288,99.087,10.60577,0,0,-0.09,0.00E+00
36.5611,26.6989,0,1.972,5.701893,57.018928,5.70E+04,1023.9991,23.9907,23.9905,28.1606,32.2398,-0.247,0.34,0.4229,0.8799,0,0.0842,0.0794,2.6288,99.096,10.60578,0,0,-0.06,0.00E+00
36.5614,26.6987,0,1.969,5.701923,57.019231,5.70E+04,1023.9994,23.991,23.9909,28.1609,32.2401,-0.248,0.34,0.4229,0.8806,0,0.0842,0.0794,2.6288,99.102,10.60578,0,0,-0.02,0.00E+00
36.5613,26.6987,0,1.983,5.701906,57.019058,5.70E+04,1023.9993,23.9909,23.9908,28.1608,32.24,-0.246,0.4064,0.4053,0.8812,0,0.0855,0.0781,2.6288,99.107,10.60579,0,0,0.03,0.00E+00
36.5613,26.6987,0,1.983,5.701914,57.019144,5.70E+04,1023.9994,23.991,23.9908,28.1609,32.2401,-0.244,0.4064,0.4229,0.8819,0,0.0855,0.0794,2.6288,99.112,10.60578,0,0,0.04,0.00E+00
36.5613,26.6987,0,1.993,5.701901,57.019015,5.70E+04,1023.9993,23.9909,23.9907,28.1608,32.24,-0.241,0.34,0.4229,0.8826,0,0.0842,0.0794,2.6288,99.117,10.60579,0,0,0.08,0.00E+00
36.5614,26.6987,0,1.993,5.701927,57.019274,5.70E+04,1023.9995,23.991,23.9909,28.1609,32.2401,-0.237,0.34,0.4404,0.8833,0,0.0842,0.0806,2.6288,99.122,10.60578,0,0,0.1,0.00E+00
36.5613,26.6987,0,2.014,5.701906,57.019058,5.70E+04,1023.9994,23.9909,23.9908,28.1608,32.24,-0.231,0.4064,0.4229,0.884,0,0.0855,0.0794,2.6276,99.063,10.60579,0,0,0.15,0.00E+00
36.5615,26.6985,0,2.032,5.701914,57.019145,5.70E+04,1023.9998,23.9911,23.991,28.161,32.2402,-0.222,0.34,0.4404,0.8847,0,0.0842,0.0806,2.6276,99.06,10.60581,0,0,0.2,0.00E+00
36.5615,26.6987,0,2.045,5.701936,57.019361,5.70E+04,1023.9997,23.9911,23.9909,28.161,32.2402,-0.213,0.34,0.4404,0.8854,0,0.0842,0.0806,2.6276,99.061,10.60577,0,0,0.23,0.00E+00
36.5617,26.6985,0,2.045,5.70194,57.019404,5.70E+04,1023.9999,23.9913,23.9911,28.1612,32.2404,-0.203,0.34,0.458,0.8861,0,0.0842,0.0818,2.6276,99.058,10.60579,0,0,0.23,0.00E+00
36.5613,26.6987,0,2.076,5.701906,57.019058,5.70E+04,1023.9997,23.9909,23.9907,28.1608,32.24,-0.191,0.34,0.458,0.8868,0,0.0842,0.0818,2.6276,99.055,10.60579,0,0,0.3,0.00E+00
36.5615,26.6985,0,2.076,5.701914,57.019145,5.70E+04,1023.9999,23.9911,23.991,28.161,32.2402,-0.178,0.34,0.4404,0.8875,0,0.0842,0.0806,2.6276,99.052,10.60581,0,0,0.3,0.00E+00
36.5614,26.6985,0,2.097,5.701902,57.019015,5.70E+04,1023.9999,23.9911,23.9909,28.161,32.2402,-0.164,0.34,0.4404,0.8882,0,0.0842,0.0806,2.6276,99.048,10.60581,0,0,0.33,0.00E+00
36.5619,26.6987,0,2.084,5.701992,57.019923,5.70E+04,1024.0002,23.9914,23.9912,28.1613,32.2405,-0.151,0.34,0.4404,0.8889,0,0.0842,0.0806,2.6264,98.984,10.60575,0,0,0.32,0.00E+00
36.5615,26.6985,0,2.158,5.701928,57.019275,5.70E+04,1024.0003,23.9912,23.991,28.1611,32.2403,-0.133,0.4064,0.4404,0.8896,0,0.0855,0.0806,2.6276,99.038,10.6058,0,0,0.43,0.00E+00
36.5615,26.6985,0,2.139,5.701915,57.019145,5.70E+04,1024.0002,23.9911,23.991,28.161,32.2402,-0.117,0.34,0.4404,0.8903,0,0.0842,0.0806,2.6264,98.973,10.60581,0,0,0.39,0.00E+00
36.5612,26.6987,0,2.158,5.701902,57.019016,5.70E+04,1024,23.9909,23.9907,28.1608,32.24,-0.099,0.34,0.4229,0.891,0,0.0842,0.0794,2.6276,99.026,10.60579,0,0,0.42,0.00E+00
36.5613,26.6985,0,2.169,5.701897,57.018973,5.70E+04,1024.0002,23.991,23.9909,28.1609,32.2401,-0.081,0.34,0.458,0.8917,0,0.0842,0.0818,2.6276,99.021,10.60582,0,0,0.44,0.00E+00
36.5612,26.6987,0,2.19,5.701897,57.018973,5.70E+04,1024.0001,23.9908,23.9907,28.1607,32.2399,-0.062,0.34,0.4404,0.8924,0,0.0842,0.0806,2.6276,99.016,10.6058,0,0,0.45,0.00E+00
36.5611,26.6987,0,2.19,5.701884,57.018843,5.70E+04,1024,23.9908,23.9906,28.1607,32.2399,-0.044,0.34,0.4404,0.8931,0,0.0842,0.0806,2.6276,99.011,10.6058,0,0,0.44,0.00E+00
36.5611,26.6987,0,2.21,5.701893,57.01893,5.70E+04,1024.0002,23.9908,23.9906,28.1607,32.2399,-0.025,0.34,0.4229,0.8938,0,0.0842,0.0794,2.6276,99.006,10.6058,0,0,0.47,0.00E+00
36.5615,26.6985,0,2.228,5.701928,57.019276,5.70E+04,1024.0006,23.9912,23.991,28.1611,32.2403,-0.006,0.34,0.4229,0.8944,0,0.0842,0.0794,2.6276,99,10.6058,0,0,0.45,0.00E+00
36.5612,26.6987,0,2.231,5.701906,57.019059,5.70E+04,1024.0003,23.9909,23.9907,28.1608,32.24,0.013,0.4064,0.4404,0.8951,0,0.0855,0.0806,2.6276,98.994,10.60579,0,0,0.45,0.00E+00
36.5608,26.6987,0,2.252,5.70185,57.018498,5.70E+04,1024.0001,23.9906,23.9904,28.1605,32.2397,0.032,0.4064,0.4229,0.8958,0,0.0855,0.0794,2.6288,99.048,10.60582,0,0,0.47,0.00E+00
36.5612,26.6985,0,2.261,5.70188,57.0188,5.70E+04,1024.0005,23.9909,23.9907,28.1608,32.24,0.052,0.34,0.4229,0.8965,0,0.0842,0.0794,2.6288,99.042,10.60583,0,0,0.46,0.00E+00
36.5611,26.6987,0,2.261,5.701897,57.018973,5.70E+04,1024.0004,23.9908,23.9907,28.1607,32.2399,0.07,0.34,0.4404,0.8972,0,0.0842,0.0806,2.6288,99.037,10.6058,0,0,0.43,0.00E+00
36.5608,26.6985,0,2.282,5.701832,57.018325,5.70E+04,1024.0003,23.9906,23.9905,28.1606,32.2398,0.088,0.34,0.4404,0.8979,0,0.0842,0.0806,2.6288,99.033,10.60585,0,0,0.43,0.00E+00
36.561,26.6989,0,2.282,5.701893,57.01893,5.70E+04,1024.0003,23.9906,23.9905,28.1605,32.2397,0.105,0.34,0.4229,0.8986,0,0.0842,0.0794,2.6288,99.028,10.60578,0,0,0.42,0.00E+00
36.5613,26.6985,0,2.291,5.701902,57.019016,5.70E+04,1024.0007,23.991,23.9909,28.1609,32.2401,0.122,0.4064,0.4404,0.8993,0,0.0855,0.0806,2.6288,99.026,10.60582,0,0,0.4,0.00E+00
36.5607,26.6989,0,2.282,5.701863,57.018627,5.70E+04,1024.0001,23.9904,23.9903,28.1603,32.2395,0.136,0.4064,0.4229,0.9,0,0.0855,0.0794,2.6288,99.024,10.60579,0,0,0.34,0.00E+00
36.5613,26.6987,0,2.294,5.701919,57.019189,5.70E+04,1024.0007,23.9909,23.9908,28.1608,32.24,0.151,0.4064,0.4229,0.9007,0,0.0855,0.0794,2.6288,99.018,10.60579,0,0,0.35,0.00E+00
36.5609,26.6987,0,2.294,5.701863,57.018627,5.70E+04,1024.0003,23.9906,23.9905,28.1605,32.2397,0.164,0.4064,0.4404,0.9014,0,0.0855,0.0806,2.6288,99.015,10.60581,0,0,0.31,0.00E+00
36.561,26.6987,0,2.294,5.70188,57.0188,5.70E+04,1024.0004,23.9907,23.9905,28.1606,32.2398,0.175,0.4064,0.4229,0.9021,0,0.0855,0.0794,2.6288,99.012,10.60581,0,0,0.28,0.00E+00
36.5607,26.6989,0,2.294,5.701863,57.018627,5.70E+04,1024.0002,23.9905,23.9903,28.1604,32.2396,0.186,0.34,0.4404,0.9028,0,0.0842,0.0806,2.6288,99.012,10.6058,0,0,0.24,0.00E+00
36.5609,26.6989,0,2.294,5.701884,57.018844,5.70E+04,1024.0003,23.9906,23.9904,28.1605,32.2397,0.194,0.4064,0.4404,0.9035,0,0.0855,0.0806,2.6288,99.012,10.60579,0,0,0.21,0.00E+00
36.5608,26.6987,0,2.282,5.70185,57.018498,5.70E+04,1024.0002,23.9906,23.9904,28.1605,32.2397,0.201,0.4064,0.4229,0.9042,0,0.0855,0.0794,2.6288,99.011,10.60582,0,0,0.15,0.00E+00
36.5614,26.6985,0,2.291,5.701915,57.019146,5.70E+04,1024.0008,23.9911,23.9909,28.161,32.2402,0.207,0.4064,0.4404,0.9049,0,0.0855,0.0806,2.6288,99.011,10.60581,0,0,0.14,0.00E+00
36.5608,26.6989,0,2.282,5.701876,57.018757,5.70E+04,1024.0002,23.9905,23.9904,28.1604,32.2397,0.211,0.4064,0.4229,0.9056,0,0.0855,0.0794,2.6288,99.013,10.60579,0,0,0.11,0.00E+00
36.5607,26.6985,0,2.273,5.70182,57.018195,5.70E+04,1024.0002,23.9906,23.9904,28.1605,32.2397,0.213,0.4064,0.4404,0.9063,0,0.0855,0.0806,2.6288,99.013,10.60586,0,0,0.05,0.00E+00
36.5611,26.6987,0,2.273,5.701893,57.01893,5.70E+04,1024.0004,23.9908,23.9906,28.1607,32.2399,0.214,0.4064,0.4229,0.9069,0,0.0855,0.0794,2.6288,99.015,10.6058,0,0,0.02,0.00E+00
36.5613,26.6985,0,2.261,5.701902,57.019016,5.70E+04,1024.0006,23.991,23.9909,28.1609,32.2401,0.213,0.4064,0.4404,0.9076,0,0.0855,0.0806,2.6276,98.957,10.60582,0,0,-0.03,0.00E+00
36.5609,26.6987,0,2.252,5.701863,57.018627,5.70E+04,1024.0002,23.9906,23.9905,28.1605,32.2397,0.209,0.4064,0.4404,0.9083,0,0.0855,0.0806,2.6288,99.017,10.60581,0,0,-0.09,0.00E+00
36.561,26.6987,0,2.252,5.701884,57.018843,5.70E+04,1024.0003,23.9907,23.9906,28.1607,32.2399,0.206,0.4064,0.4229,0.909,0,0.0855,0.0794,2.6276,98.959,10.6058,0,0,-0.09,0.00E+00
36.5614,26.6985,0,2.231,5.701915,57.019146,5.70E+04,1024.0006,23.9911,23.9909,28.161,32.2402,0.199,0.4064,0.4404,0.9097,0,0.0855,0.0806,2.6276,98.959,10.60581,0,0,-0.16,0.00E+00
36.5611,26.6985,0,2.228,5.701871,57.018714,5.70E+04,1024.0003,23.9909,23.9907,28.1608,32.24,0.192,0.4064,0.4404,0.9104,0,0.0855,0.0806,2.6276,98.958,10.60583,0,0,-0.17,0.00E+00
36.5613,26.6983,0,2.231,5.701884,57.018843,5.70E+04,1024.0005,23.9911,23.9909,28.161,32.2402,0.184,0.4064,0.4404,0.9111,0,0.0855,0.0806,2.6288,99.019,10.60584,0,0,-0.2,0.00E+00
36.5616,26.6983,0,2.221,5.701915,57.019146,5.70E+04,1024.0007,23.9913,23.9911,28.1612,32.2404,0.175,0.34,0.4404,0.9118,0,0.0842,0.0806,2.6288,99.021,10.60583,0,0,-0.21,0.00E+00
36.5613,26.6985,0,2.2,5.701902,57.019016,5.70E+04,1024.0004,23.991,23.9909,28.1609,32.2402,0.164,0.34,0.4229,0.9125,0,0.0842,0.0794,2.6288,99.024,10.60582,0,0,-0.27,0.00E+00
36.5612,26.6983,0,2.19,5.701863,57.018627,5.70E+04,1024.0003,23.991,23.9908,28.1609,32.2401,0.151,0.34,0.4229,0.9132,0,0.0842,0.0794,2.6288,99.027,10.60585,0,0,-0.3,0.00E+00
36.5615,26.6985,0,2.179,5.701919,57.019189,5.70E+04,1024.0004,23.9911,23.991,28.161,32.2402,0.138,0.34,0.4229,0.9139,0,0.0842,0.0794,2.6288,99.03,10.60581,0,0,-0.31,0.00E+00
36.5611,26.6985,0,2.179,5.701863,57.018627,5.70E+04,1024.0001,23.9908,23.9907,28.1607,32.2399,0.124,0.34,0.4229,0.9146,0,0.0842,0.0794,2.6288,99.033,10.60583,0,0,-0.33,0.00E+00
36.5613,26.6983,0,2.166,5.70188,57.0188,5.70E+04,1024.0003,23.9911,23.9909,28.161,32.2402,0.11,0.34,0.4404,0.9153,0,0.0842,0.0806,2.6288,99.036,10.60584,0,0,-0.34,0.00E+00
36.562,26.6985,0,2.148,5.701992,57.019923,5.70E+04,1024.0006,23.9915,23.9914,28.1614,32.2406,0.095,0.34,0.4229,0.916,0,0.0842,0.0794,2.6288,99.039,10.60577,0,0,-0.37,0.00E+00
36.5616,26.6987,0,2.127,5.701962,57.019621,5.70E+04,1024.0002,23.9912,23.991,28.1611,32.2403,0.078,0.34,0.4404,0.9167,0,0.0842,0.0806,2.6288,99.042,10.60576,0,0,-0.4,0.00E+00
36.5614,26.6993,0,2.117,5.701992,57.019923,5.70E+04,1023.9998,23.9908,23.9907,28.1607,32.2399,0.061,0.4064,0.4404,0.9174,0,0.0855,0.0806,2.6288,99.045,10.60569,0,0,-0.42,0.00E+00
36.562,26.6991,0,2.117,5.702049,57.020485,5.70E+04,1024.0003,23.9913,23.9912,28.1612,32.2404,0.044,0.4064,0.4229,0.9181,0,0.0855,0.0794,2.6288,99.044,10.60568,0,0,-0.4,0.00E+00
36.5613,26.6993,0,2.096,5.701971,57.019707,5.70E+04,1023.9996,23.9907,23.9906,28.1606,32.2398,0.027,0.4064,0.4229,0.9187,0,0.0855,0.0794,2.6288,99.044,10.6057,0,0,-0.41,0.00E+00
36.5611,26.6994,0,2.087,5.701971,57.019707,5.70E+04,1023.9994,23.9906,23.9904,28.1605,32.2397,0.01,0.4064,0.4229,0.9194,0,0.0855,0.0794,2.6288,99.043,10.60568,0,0,-0.41,0.00E+00
36.5611,26.6994,0,2.073,5.701971,57.019707,5.70E+04,1023.9994,23.9906,23.9904,28.1605,32.2397,-0.008,0.4064,0.4404,0.9201,0,0.0855,0.0806,2.6288,99.042,10.60568,0,0,-0.43,0.00E+00
36.5606,26.6997,0,2.056,5.701914,57.019145,5.70E+04,1023.9988,23.9901,23.9899,28.16,32.2392,-0.025,0.4064,0.4404,0.9208,0,0.0855,0.0806,2.6288,99.041,10.60569,0,0,-0.41,0.00E+00
36.5611,26.6994,0,2.045,5.701962,57.01962,5.70E+04,1023.9992,23.9905,23.9904,28.1604,32.2396,-0.042,0.4064,0.4229,0.9215,0,0.0855,0.0794,2.63,99.101,10.60568,0,0,-0.42,0.00E+00
36.5612,26.6994,0,2.035,5.701984,57.019836,5.70E+04,1023.9993,23.9906,23.9905,28.1605,32.2397,-0.059,0.4064,0.4229,0.9222,0,0.0855,0.0794,2.63,99.102,10.60567,0,0,-0.4,0.00E+00
36.5609,26.6994,0,2.014,5.701936,57.019361,5.70E+04,1023.9989,23.9904,23.9902,28.1603,32.2395,-0.078,0.4064,0.4404,0.9229,0,0.0855,0.0806,2.6288,99.04,10.6057,0,0,-0.45,0.00E+00
36.5608,26.6998,0,1.993,5.701966,57.019663,5.70E+04,1023.9987,23.9902,23.9901,28.1601,32.2393,-0.093,0.34,0.4229,0.9236,0,0.0842,0.0794,2.63,99.099,10.60564,0,0,-0.36,0.00E+00
36.5611,26.6997,0,1.99,5.701984,57.019836,5.70E+04,1023.9989,23.9905,23.9903,28.1604,32.2396,-0.109,0.34,0.4229,0.9243,0,0.0842,0.0794,2.63,99.096,10.60565,0,0,-0.39,0.00E+00
36.5611,26.6997,0,1.972,5.701984,57.019836,5.70E+04,1023.9988,23.9905,23.9903,28.1604,32.2396,-0.125,0.4064,0.4404,0.925,0,0.0855,0.0806,2.63,99.097,10.60565,0,0,-0.38,0.00E+00
36.5614,26.6994,0,1.962,5.702001,57.020009,5.70E+04,1023.9991,23.9908,23.9906,28.1606,32.2398,-0.14,0.4064,0.4404,0.9257,0,0.0855,0.0806,2.63,99.097,10.60566,0,0,-0.36,0.00E+00
36.5608,26.6994,0,1.962,5.701923,57.019231,5.70E+04,1023.9986,23.9903,23.9902,28.1602,32.2394,-0.153,0.4064,0.4404,0.9264,0,0.0855,0.0806,2.63,99.098,10.6057,0,0,-0.32,0.00E+00
36.5609,26.6994,0,1.931,5.701927,57.019274,5.70E+04,1023.9985,23.9904,23.9902,28.1603,32.2395,-0.168,0.4064,0.4404,0.9271,0,0.0855,0.0806,2.6313,99.158,10.6057,0,0,-0.35,0.00E+00
36.561,26.6997,0,1.941,5.701971,57.019706,5.70E+04,1023.9986,23.9904,23.9903,28.1603,32.2395,-0.18,0.4064,0.4404,0.9278,0,0.0855,0.0806,2.6313,99.161,10.60566,0,0,-0.29,0.00E+00
36.5608,26.6997,0,1.929,5.701936,57.01936,5.70E+04,1023.9984,23.9902,23.9901,28.1601,32.2393,-0.191,0.4064,0.4404,0.9285,0,0.0855,0.0806,2.6313,99.163,10.60567,0,0,-0.27,0.00E+00
36.561,26.6997,0,1.92,5.701966,57.019663,5.70E+04,1023.9985,23.9904,23.9902,28.1603,32.2395,-0.202,0.4064,0.4404,0.9292,0,0.0855,0.0806,2.6313,99.165,10.60566,0,0,-0.26,0.00E+00
36.5609,26.6997,0,1.92,5.701949,57.01949,5.70E+04,1023.9984,23.9903,23.9902,28.1602,32.2394,-0.211,0.34,0.4229,0.9299,0,0.0842,0.0794,2.6313,99.17,10.60567,0,0,-0.21,0.00E+00
36.5612,26.6994,0,1.91,5.701971,57.019706,5.70E+04,1023.9987,23.9906,23.9905,28.1605,32.2397,-0.218,0.34,0.4404,0.9306,0,0.0842,0.0806,2.6313,99.174,10.60568,0,0,-0.19,0.00E+00
36.5612,26.6994,0,1.92,5.701971,57.019706,5.70E+04,1023.9987,23.9906,23.9905,28.1605,32.2397,-0.225,0.34,0.4404,0.9313,0,0.0842,0.0806,2.6313,99.179,10.60568,0,0,-0.15,0.00E+00
36.5611,26.6997,0,1.901,5.701979,57.019792,5.70E+04,1023.9985,23.9905,23.9903,28.1604,32.2395,-0.23,0.34,0.4404,0.9319,0,0.0842,0.0806,2.6313,99.183,10.60565,0,0,-0.13,0.00E+00
