Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\ctddata\SAV-17-04\002.hdr,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6060,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 21,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 3,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit = 1,,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Mar 30 2017 21:29:55,,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," PAR/Irradiance, Biospherical/Licor"," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], flag
37.9222,19.3215,0,2.791,5.072388,50.72388,5.07E+04,1027.1849,27.1728,27.1727,31.437,35.6077,0.012,1.4262,0.4404,0.0722,0,0.1624,0.0806,2.4591,6.64E+03,85.008,11.80273,0,0,0.13,0.00E+00
37.8493,19.3247,0,2.791,5.064076,50.640756,5.06E+04,1027.1283,27.1162,27.1161,31.3808,35.5519,0.017,1.4262,0.4229,0.0729,0,0.1624,0.0794,2.4554,6.64E+03,84.725,11.80764,0,0,0.12,0.00E+00
37.7151,19.3296,0,2.791,5.048653,50.486527,5.05E+04,1027.0243,27.0122,27.0121,31.2776,35.4494,0.022,1.4262,0.4053,0.0736,0,0.1624,0.0781,2.453,6.64E+03,84.517,11.81688,0,0,0.12,0.00E+00
37.4706,19.3332,0,2.812,5.019956,50.199561,5.02E+04,1026.8364,26.8242,26.8241,31.0911,35.2643,0.027,1.4262,0.4229,0.0743,0,0.1624,0.0794,2.4505,6.64E+03,84.327,11.83477,0,0,0.13,0.00E+00
37.0511,19.3329,0,2.801,4.969953,49.699531,4.97E+04,1026.5157,26.5035,26.5034,30.773,34.9487,0.033,1.4262,0.4229,0.075,0,0.1624,0.0794,2.4493,6.64E+03,84.214,11.86679,0,0,0.13,0.00E+00
36.5781,19.3278,0,2.8,4.912966,49.129665,4.91E+04,1026.1553,26.1432,26.143,30.4156,34.5943,0.037,1.4262,0.4229,0.0757,0,0.1624,0.0794,2.4481,6.64E+03,84.119,11.90393,0,0,0.1,0.00E+00
36.2123,19.3198,0,2.812,4.868391,48.683911,4.87E+04,1025.8778,25.8656,25.8654,30.1405,34.3215,0.041,1.4262,0.4053,0.0764,0,0.1624,0.0781,2.4481,6.64E+03,84.103,11.93356,0,0,0.11,0.00E+00
36.0603,19.3102,0,2.801,4.849199,48.491992,4.85E+04,1025.7641,25.7519,25.7518,30.0279,34.21,0.044,1.4262,0.4053,0.0771,0,0.1624,0.0781,2.4469,6.64E+03,84.047,11.94716,0,0,0.08,0.00E+00
36.0289,19.3004,0,2.812,4.844433,48.44433,4.84E+04,1025.7427,25.7305,25.7304,30.0068,34.1893,0.048,1.4262,0.4053,0.0778,0,0.1624,0.0781,2.4469,6.64E+03,84.071,11.95152,0,0,0.09,0.00E+00
36.0171,19.292,0,2.812,4.842151,48.421507,4.84E+04,1025.7359,25.7236,25.7235,30.0002,34.1828,0.052,1.4262,0.4053,0.0785,0,0.1624,0.0781,2.4469,6.64E+03,84.112,11.95409,0,0,0.08,0.00E+00
36.0143,19.2859,0,2.812,4.84118,48.411796,4.84E+04,1025.7353,25.723,25.7229,29.9997,34.1824,0.054,1.4056,0.4229,0.0792,0,0.1612,0.0794,2.4457,6.64E+03,84.111,11.95553,0,0,0.07,0.00E+00
36.0096,19.2804,0,2.812,4.840049,48.400487,4.84E+04,1025.7331,25.7209,25.7207,29.9976,34.1805,0.056,1.4056,0.4404,0.0799,0,0.1612,0.0806,2.4457,6.64E+03,84.183,11.95698,0,0,0.05,0.00E+00
36.0018,19.2759,0,2.812,4.838654,48.386543,4.84E+04,1025.7283,25.7161,25.716,29.993,34.176,0.057,1.4056,0.4404,0.0806,0,0.1612,0.0806,2.4457,6.64E+03,84.273,11.95848,0,0,0.01,0.00E+00
35.9874,19.2715,0,2.81,4.836461,48.364611,4.84E+04,1025.7184,25.7062,25.7061,29.9833,34.1664,0.059,1.4262,0.4229,0.0813,0,0.1624,0.0794,2.4457,6.64E+03,84.379,11.96048,0,0,0.06,0.00E+00
35.9703,19.267,0,2.812,4.833957,48.339569,4.83E+04,1025.7066,25.6944,25.6942,29.9716,34.1549,0.061,1.4056,0.458,0.0819,0,0.1612,0.0818,2.4457,6.64E+03,84.497,11.9627,0,0,0.03,0.00E+00
35.9499,19.2623,0,2.812,4.83103,48.310301,4.83E+04,1025.6922,25.6799,25.6798,29.9574,34.1408,0.062,1.4056,0.4404,0.0826,0,0.1612,0.0806,2.4457,6.64E+03,84.63,11.9652,0,0,0.03,0.00E+00
35.9181,19.2581,0,2.812,4.826787,48.26787,4.83E+04,1025.669,25.6567,25.6566,29.9344,34.1182,0.061,1.4262,0.4404,0.0833,0,0.1624,0.0806,2.4457,6.64E+03,84.769,11.96849,0,0,-0.02,0.00E+00
35.8607,19.2537,0,2.801,4.819463,48.194627,4.82E+04,1025.6262,25.614,25.6139,29.8921,34.0763,0.062,1.4262,0.458,0.084,0,0.1624,0.0818,2.4444,6.64E+03,84.861,11.9738,0,0,0.02,0.00E+00
35.765,19.2504,0,2.812,4.807677,48.076773,4.81E+04,1025.554,25.5417,25.5416,29.8205,34.0053,0.061,1.4262,0.458,0.0847,0,0.1624,0.0818,2.4432,6.64E+03,84.959,11.98182,0,0,0,0.00E+00
35.6175,19.2477,0,2.801,4.789733,47.897327,4.79E+04,1025.4419,25.4297,25.4296,29.7095,33.8952,0.06,1.4262,0.4404,0.0854,0,0.1624,0.0806,2.4432,6.64E+03,85.122,11.99375,0,0,-0.03,0.00E+00
35.3872,19.2459,0,2.791,4.761946,47.619456,4.76E+04,1025.2663,25.2541,25.254,29.5353,33.7225,0.056,1.4262,0.4229,0.0861,0,0.1624,0.0794,2.4432,6.64E+03,85.29,12.01189,0,0,-0.09,0.00E+00
34.9981,19.245,0,2.801,4.715174,47.15174,4.72E+04,1024.9693,24.9571,24.957,29.2407,33.4303,0.057,1.4262,0.4229,0.0868,0,0.1624,0.0794,2.442,6.64E+03,85.405,12.04217,0,0,0.01,0.00E+00
34.2359,19.2452,0,2.779,4.62348,46.234798,4.62E+04,1024.3869,24.3748,24.3747,28.6632,32.8574,0.053,1.4469,0.4053,0.0875,0,0.1636,0.0781,2.4408,6.64E+03,85.522,12.10134,0,0,-0.09,0.00E+00
32.6653,19.2461,0,2.801,4.433607,44.336066,4.43E+04,1023.1879,23.1756,23.1755,27.4739,31.6777,0.051,1.4469,0.4229,0.0882,0,0.1636,0.0794,2.4396,6.64E+03,85.643,12.22406,0,0,-0.04,0.00E+00
30.8601,19.2473,0,2.782,4.213674,42.136743,4.21E+04,1021.8107,21.7985,21.7984,26.1082,30.323,0.048,1.4262,0.4053,0.0889,0,0.1624,0.0781,2.4383,6.64E+03,85.761,12.36661,0,0,-0.08,0.00E+00
30.172,19.2489,0,2.782,4.129458,41.294584,4.13E+04,1021.2859,21.2737,21.2735,25.5877,29.8067,0.045,1.4056,0.4053,0.0896,0,0.1612,0.0781,2.4371,6.64E+03,85.881,12.42114,0,0,-0.08,0.00E+00
29.5006,19.2506,0,2.782,4.047017,40.470175,4.05E+04,1020.7738,20.7616,20.7615,25.0799,29.303,0.041,1.4056,0.4053,0.0903,0,0.1612,0.0781,2.4359,6.64E+03,85.998,12.47454,0,0,-0.1,0.00E+00
28.9851,19.2518,0,2.77,3.983527,39.835274,3.98E+04,1020.3808,20.3686,20.3685,24.6902,28.9164,0.037,1.4056,0.4053,0.091,0,0.1612,0.0781,2.4335,6.64E+03,86.053,12.51573,0,0,-0.09,0.00E+00
28.1802,19.2531,0,2.749,3.884027,38.840274,3.88E+04,1019.7675,19.7554,19.7553,24.082,28.3132,0.03,1.4056,0.3877,0.0917,0,0.1612,0.0769,2.4335,6.64E+03,86.223,12.58042,0,0,-0.19,0.00E+00
26.832,19.2546,0,2.77,3.716411,37.164114,3.72E+04,1018.7411,18.7289,18.7288,23.0641,27.3036,0.027,1.4056,0.3877,0.0924,0,0.1612,0.0769,2.431,6.64E+03,86.27,12.68969,0,0,-0.06,0.00E+00
25.6259,19.2564,0,2.758,3.565527,35.655265,3.57E+04,1017.823,17.8109,17.8108,22.1538,26.4008,0.022,1.4056,0.4053,0.0931,0,0.1612,0.0781,2.4298,6.64E+03,86.373,12.78813,0,0,-0.11,0.00E+00
24.8526,19.2586,0,2.74,3.468368,34.68368,3.47E+04,1017.2345,17.2224,17.2222,21.5703,25.822,0.016,1.4056,0.4053,0.0938,0,0.1612,0.0781,2.4286,6.64E+03,86.471,12.85143,0,0,-0.14,0.00E+00
24.35,19.2609,0,2.74,3.405077,34.050765,3.41E+04,1016.8519,16.8398,16.8396,21.1909,25.4457,0.011,1.4262,0.4229,0.0944,0,0.1624,0.0794,2.4261,6.64E+03,86.5,12.89253,0,0,-0.14,0.00E+00
23.9724,19.2635,0,2.74,3.357472,33.574718,3.36E+04,1016.5642,16.5521,16.552,20.9056,25.1628,0.005,1.4056,0.4229,0.0951,0,0.1612,0.0794,2.4249,6.64E+03,86.586,12.9233,0,0,-0.13,0.00E+00
23.7007,19.2656,0,2.74,3.323167,33.231671,3.32E+04,1016.3573,16.3451,16.345,20.7003,24.9592,0,1.4056,0.4053,0.0958,0,0.1612,0.0781,2.4237,6.64E+03,86.664,12.94545,0,0,-0.13,0.00E+00
23.506,19.2673,0,2.709,3.298575,32.98575,3.30E+04,1016.2088,16.1968,16.1967,20.5532,24.8133,-0.007,1.4056,0.4229,0.0965,0,0.1612,0.0794,2.4225,6.64E+03,86.734,12.96128,0,0,-0.17,0.00E+00
23.2848,19.2688,0,2.719,3.270562,32.705615,3.27E+04,1016.0404,16.0283,16.0282,20.3862,24.6476,-0.013,1.4056,0.4404,0.0972,0,0.1612,0.0806,2.4212,6.64E+03,86.797,12.9794,0,0,-0.14,0.00E+00
23.054,19.2698,0,2.709,3.241253,32.412533,3.24E+04,1015.8648,15.8528,15.8527,20.2121,24.4749,-0.019,1.4262,0.4404,0.0979,0,0.1624,0.0806,2.42,6.64E+03,86.85,12.99848,0,0,-0.15,0.00E+00
22.8402,19.2694,0,2.696,3.213984,32.139842,3.21E+04,1015.7024,15.6904,15.6903,20.0511,24.3153,-0.026,1.4262,0.4053,0.0986,0,0.1624,0.0781,2.42,6.64E+03,86.956,13.01645,0,0,-0.15,0.00E+00
22.6433,19.2676,0,2.688,3.188745,31.887453,3.19E+04,1015.5532,15.5412,15.5411,19.9033,24.1687,-0.032,1.4056,0.4229,0.0993,0,0.1612,0.0794,2.42,6.64E+03,87.061,13.03334,0,0,-0.16,0.00E+00
22.4646,19.2644,0,2.678,3.165716,31.657161,3.17E+04,1015.4182,15.4063,15.4062,19.7696,24.0362,-0.039,1.4056,0.4053,0.1,0,0.1612,0.0781,2.42,6.64E+03,87.16,13.04906,0,0,-0.17,0.00E+00
22.2995,19.2605,0,2.678,3.144342,31.443424,3.14E+04,1015.2937,15.2818,15.2817,19.6462,23.9139,-0.046,1.4056,0.4229,0.1007,0,0.1612,0.0794,2.4212,6.64E+03,87.314,13.06382,0,0,-0.16,0.00E+00
22.1376,19.257,0,2.657,3.123399,31.233994,3.12E+04,1015.1715,15.1597,15.1596,19.5252,23.794,-0.054,1.4056,0.4053,0.1014,0,0.1612,0.0781,2.4225,6.64E+03,87.469,13.07823,0,0,-0.19,0.00E+00
21.975,19.2533,0,2.657,3.102341,31.023407,3.10E+04,1015.0489,15.0371,15.037,19.4037,23.6736,-0.06,1.385,0.4229,0.1021,0,0.16,0.0794,2.4237,6.64E+03,87.616,13.09275,0,0,-0.15,0.00E+00
21.852,19.2507,0,2.647,3.086405,30.864055,3.09E+04,1014.956,14.9443,14.9442,19.3117,23.5824,-0.068,1.4056,0.4053,0.1028,0,0.1612,0.0781,2.4249,6.64E+03,87.763,13.10371,0,0,-0.17,0.00E+00
21.9459,19.2494,0,2.636,3.098352,30.983518,3.10E+04,1015.0276,15.0159,15.0158,19.3828,23.6529,-0.075,1.4056,0.4053,0.1035,0,0.1612,0.0781,2.4274,6.64E+03,87.96,13.09609,0,0,-0.17,0.00E+00
21.9739,19.2494,0,2.633,3.101941,31.019407,3.10E+04,1015.0489,15.0372,15.0371,19.4039,23.6739,-0.081,1.4262,0.4229,0.1042,0,0.1624,0.0794,2.4298,6.64E+03,88.16,13.09373,0,0,-0.16,0.00E+00
21.8354,19.2507,0,2.615,3.08429,30.842905,3.08E+04,1014.9433,14.9317,14.9316,19.2993,23.5701,-0.088,1.4262,0.4229,0.1049,0,0.1624,0.0794,2.4322,6.64E+03,88.361,13.10509,0,0,-0.16,0.00E+00
21.6135,19.2533,0,2.615,3.055996,30.559959,3.06E+04,1014.7742,14.7625,14.7624,19.1315,23.4037,-0.095,1.4262,0.4053,0.1056,0,0.1624,0.0781,2.4359,6.64E+03,88.624,13.12324,0,0,-0.15,0.00E+00
21.6182,19.2564,0,2.605,3.056813,30.568131,3.06E+04,1014.777,14.7654,14.7653,19.1343,23.4063,-0.101,1.4262,0.4053,0.1063,0,0.1624,0.0781,2.4396,6.64E+03,88.891,13.12212,0,0,-0.16,0.00E+00
21.9079,19.2604,0,2.584,3.094225,30.942254,3.09E+04,1014.996,14.9845,14.9844,19.3514,23.6216,-0.109,1.4262,0.4053,0.1069,0,0.1624,0.0781,2.4432,6.64E+03,89.159,13.09679,0,0,-0.18,0.00E+00
22.3209,19.2646,0,2.596,3.147353,31.473529,3.15E+04,1015.3086,15.2971,15.297,19.6613,23.9288,-0.115,1.4262,0.4053,0.1076,0,0.1624,0.0781,2.4469,6.64E+03,89.434,13.0611,0,0,-0.15,0.00E+00
22.3338,19.2691,0,2.563,3.14931,31.493104,3.15E+04,1015.3172,15.3058,15.3057,19.6699,23.9372,-0.121,1.4262,0.4053,0.1083,0,0.1624,0.0781,2.453,6.64E+03,89.837,13.05899,0,0,-0.15,0.00E+00
21.5966,19.2727,0,2.572,3.055111,30.551107,3.06E+04,1014.7566,14.7451,14.745,19.1139,23.3858,-0.127,1.4262,0.4229,0.109,0,0.1624,0.0794,2.4579,6.64E+03,90.196,13.12025,0,0,-0.14,0.00E+00
20.9609,19.2747,0,2.554,2.973497,29.734969,2.97E+04,1014.2734,14.2621,14.262,18.6349,22.9108,-0.134,1.4262,0.4053,0.1097,0,0.1624,0.0781,2.4628,6.64E+03,90.566,13.17353,0,0,-0.16,0.00E+00
20.5872,19.2761,0,2.554,2.925378,29.253783,2.93E+04,1013.9893,13.978,13.9779,18.3532,22.6315,-0.139,1.4056,0.4229,0.1104,0,0.1612,0.0794,2.4689,6.64E+03,91.013,13.20492,0,0,-0.12,0.00E+00
19.2392,19.277,0,2.544,2.7507,27.507002,2.75E+04,1012.9662,12.9548,12.9547,17.3389,21.6256,-0.144,1.4056,0.4404,0.1111,0,0.1612,0.0806,2.475,6.64E+03,91.475,13.31971,0,0,-0.14,0.00E+00
16.6301,19.2777,0,2.533,2.408442,24.084421,2.41E+04,1010.9871,10.9757,10.9757,15.3769,19.6802,-0.15,1.4056,0.4404,0.1118,0,0.1612,0.0806,2.4811,6.64E+03,91.955,13.54497,0,0,-0.12,0.00E+00
15.5815,19.2796,0,2.523,2.26934,22.693401,2.27E+04,1010.1916,10.1803,10.1802,14.5883,18.8983,-0.155,1.4262,0.4229,0.1125,0,0.1624,0.0794,2.4884,6.64E+03,92.514,13.63618,0,0,-0.12,0.00E+00
13.6847,19.2829,0,2.533,2.015101,20.151014,2.02E+04,1008.7533,8.7419,8.7418,13.1624,17.4844,-0.158,1.4262,0.458,0.1132,0,0.1624,0.0818,2.4945,6.64E+03,93.027,13.80276,0,0,-0.09,0.00E+00
11.6925,19.2887,0,2.499,1.744192,17.441923,1.74E+04,1007.2421,7.2309,7.2308,11.6645,15.9992,-0.163,1.4262,0.4229,0.1139,0,0.1624,0.0794,2.5018,6.64E+03,93.616,13.97932,0,0,-0.12,0.00E+00
10.4397,19.2967,0,2.512,1.571653,15.716531,1.57E+04,1006.2912,6.2798,6.2797,10.7217,15.0643,-0.167,1.4056,0.4229,0.1146,0,0.1612,0.0794,2.5104,6.64E+03,94.286,14.0904,0,0,-0.08,0.00E+00
9.7884,19.3069,0,2.502,1.481345,14.813446,1.48E+04,1005.7954,5.784,5.784,10.23,14.5767,-0.17,1.4056,0.4229,0.1153,0,0.1612,0.0794,2.5177,6.64E+03,94.914,14.14696,0,0,-0.08,0.00E+00
9.4542,19.3176,0,2.492,1.434954,14.349537,1.44E+04,1005.5398,5.5285,5.5284,9.9765,14.3252,-0.173,1.4056,0.4229,0.116,0,0.1612,0.0794,2.525,6.64E+03,95.558,14.17467,0,0,-0.07,0.00E+00
9.2015,19.327,0,2.481,1.399795,13.997952,1.40E+04,1005.3462,5.335,5.3349,9.7846,14.1347,-0.176,1.385,0.4053,0.1167,0,0.16,0.0781,2.5336,6.64E+03,96.278,14.19533,0,0,-0.07,0.00E+00
8.7769,19.3349,0,2.481,1.340245,13.402453,1.34E+04,1005.0228,5.0115,5.0114,9.4638,13.8165,-0.178,1.385,0.4053,0.1174,0,0.16,0.0781,2.5421,6.64E+03,97.016,14.23212,0,0,-0.05,0.00E+00
8.2075,19.3394,0,2.471,1.259765,12.597645,1.26E+04,1004.5902,4.579,4.5789,9.035,13.3913,-0.181,1.385,0.4053,0.1181,0,0.16,0.0781,2.5519,6.64E+03,97.827,14.28317,0,0,-0.06,0.00E+00
8.3171,19.339,0,2.468,1.275307,12.753067,1.28E+04,1004.6733,4.6621,4.662,9.1174,13.473,-0.182,1.4056,0.4053,0.1187,0,0.1612,0.0781,2.5592,6.64E+03,98.531,14.2732,0,0,-0.03,0.00E+00
8.1869,19.3351,0,2.471,1.256721,12.56721,1.26E+04,1004.5755,4.5643,4.5642,9.0205,13.377,-0.183,1.4056,0.4053,0.1194,0,0.1612,0.0781,2.569,6.64E+03,99.367,14.28616,0,0,-0.02,0.00E+00
7.7256,19.3297,0,2.461,1.190904,11.909044,1.19E+04,1004.227,4.2158,4.2157,8.6752,13.0348,-0.185,1.385,0.4229,0.1201,0,0.16,0.0794,2.5775,6.64E+03,100.158,14.32997,0,0,-0.03,0.00E+00
7.239,19.3255,0,2.461,1.121142,11.211419,1.12E+04,1003.859,3.8478,3.8477,8.3105,12.6734,-0.185,1.385,0.4053,0.1208,0,0.16,0.0781,2.5873,6.64E+03,101.017,14.37597,0,0,0,0.00E+00
6.8375,19.3207,0,2.45,1.063239,10.63239,1.06E+04,1003.5555,3.5444,3.5443,8.0099,12.3754,-0.186,1.4056,0.3877,0.1215,0,0.1612,0.0769,2.5958,6.64E+03,101.823,14.4144,0,0,-0.03,0.00E+00
6.5062,19.3153,0,2.461,1.015231,10.152314,1.02E+04,1003.3055,3.2943,3.2942,7.7621,12.1299,-0.184,1.4056,0.4053,0.1222,0,0.1612,0.0781,2.6056,6.64E+03,102.695,14.44653,0,0,0.04,0.00E+00
6.2317,19.31,0,2.447,0.975267,9.752673,9.75E+03,1003.0983,3.0872,3.0871,7.557,11.9266,-0.183,1.4056,0.3877,0.1229,0,0.1612,0.0769,2.6154,6.64E+03,103.572,14.47346,0,0,0.01,0.00E+00
6.0047,19.305,0,2.461,0.942115,9.421154,9.42E+03,1002.9273,2.9161,2.916,7.3875,11.7587,-0.181,1.4262,0.3877,0.1236,0,0.1624,0.0769,2.6239,6.64E+03,104.393,14.49591,0,0,0.05,0.00E+00
5.8327,19.3009,0,2.45,0.916919,9.169188,9.17E+03,1002.7976,2.7865,2.7864,7.2591,11.6315,-0.179,1.4056,0.4053,0.1243,0,0.1612,0.0781,2.6337,6.64E+03,105.272,14.51302,0,0,0.06,0.00E+00
5.6457,19.2977,0,2.45,0.889484,8.894837,8.89E+03,1002.6564,2.6453,2.6452,7.1192,11.4929,-0.176,1.4056,0.3877,0.125,0,0.1612,0.0769,2.6422,6.64E+03,106.087,14.53132,0,0,0.06,0.00E+00
5.3489,19.2948,0,2.45,0.845822,8.458225,8.46E+03,1002.4318,2.4206,2.4206,6.8967,11.2723,-0.175,1.385,0.3877,0.1257,0,0.16,0.0769,2.652,6.64E+03,106.962,14.55987,0,0,0.05,0.00E+00
5.0772,19.2912,0,2.461,0.805674,8.056737,8.06E+03,1002.2264,2.2152,2.2151,6.6931,11.0706,-0.17,1.385,0.4053,0.1264,0,0.16,0.0781,2.6618,6.64E+03,107.831,14.58626,0,0,0.11,0.00E+00
4.9278,19.2868,0,2.447,0.783481,7.834808,7.83E+03,1002.1138,2.1027,2.1026,6.5817,10.9602,-0.166,1.4056,0.3877,0.1271,0,0.1612,0.0769,2.6703,6.64E+03,108.635,14.60146,0,0,0.09,0.00E+00
4.8307,19.283,0,2.471,0.769004,7.690044,7.69E+03,1002.041,2.0297,2.0297,6.5095,10.8887,-0.161,1.4056,0.4053,0.1278,0,0.1612,0.0781,2.6789,6.64E+03,109.429,14.6116,0,0,0.12,0.00E+00
4.74,19.2792,0,2.471,0.755474,7.554739,7.55E+03,1001.973,1.9617,1.9616,6.4421,10.822,-0.156,1.4056,0.3877,0.1285,0,0.1612,0.0769,2.6886,6.64E+03,110.267,14.62112,0,0,0.13,0.00E+00
4.6723,19.2739,0,2.471,0.745322,7.453216,7.45E+03,1001.9227,1.9114,1.9114,6.3924,10.7728,-0.15,1.4056,0.3877,0.1292,0,0.1612,0.0769,2.6984,6.64E+03,111.098,14.62891,0,0,0.15,0.00E+00
4.6337,19.2673,0,2.481,0.739468,7.39468,7.39E+03,1001.8948,1.8835,1.8834,6.3648,10.7456,-0.142,1.4056,0.3877,0.1299,0,0.1612,0.0769,2.707,6.64E+03,111.858,14.63427,0,0,0.18,0.00E+00
4.578,19.2634,0,2.481,0.731108,7.311083,7.31E+03,1001.8533,1.842,1.8419,6.3238,10.705,-0.136,1.385,0.4053,0.1306,0,0.16,0.0781,2.7143,6.64E+03,112.538,14.64058,0,0,0.15,0.00E+00
4.5102,19.2595,0,2.492,0.720929,7.209291,7.21E+03,1001.8026,1.7913,1.7912,6.2736,10.6553,-0.128,1.385,0.3877,0.1313,0,0.16,0.0769,2.7228,6.64E+03,113.258,14.64799,0,0,0.19,0.00E+00
4.4832,19.2552,0,2.499,0.716827,7.168272,7.17E+03,1001.7831,1.7717,1.7716,6.2542,10.6362,-0.12,1.385,0.4053,0.1319,0,0.16,0.0781,2.7314,6.64E+03,113.958,14.6517,0,0,0.2,0.00E+00
4.5264,19.2507,0,2.502,0.72321,7.232099,7.23E+03,1001.8168,1.8054,1.8053,6.2878,10.6696,-0.112,1.4056,0.3877,0.1326,0,0.1612,0.0769,2.7387,6.64E+03,114.581,14.6488,0,0,0.2,0.00E+00
4.6448,19.2475,0,2.523,0.740793,7.40793,7.41E+03,1001.9075,1.896,1.8959,6.3776,10.7587,-0.102,1.4056,0.4053,0.1333,0,0.1612,0.0781,2.7473,6.64E+03,115.244,14.63851,0,0,0.23,0.00E+00
4.8672,19.2445,0,2.523,0.773773,7.737726,7.74E+03,1002.077,2.0655,2.0654,6.5457,10.9254,-0.093,1.4056,0.4053,0.134,0,0.1612,0.0781,2.7534,6.64E+03,115.764,14.61837,0,0,0.22,0.00E+00
5.1194,19.2421,0,2.533,0.81103,8.1103,8.11E+03,1002.269,2.2574,2.2573,6.736,11.1141,-0.083,1.4056,0.3877,0.1347,0,0.1612,0.0769,2.7619,6.64E+03,116.383,14.5953,0,0,0.24,0.00E+00
5.2786,19.2406,0,2.544,0.834467,8.34467,8.34E+03,1002.3902,2.3786,2.3785,6.8561,11.2332,-0.073,1.4056,0.3877,0.1354,0,0.1612,0.0769,2.768,6.64E+03,116.863,14.58077,0,0,0.24,0.00E+00
5.4437,19.2399,0,2.554,0.858735,8.587351,8.59E+03,1002.5157,2.5041,2.504,6.9804,11.3565,-0.062,1.4056,0.4053,0.1361,0,0.1612,0.0781,2.7741,6.64E+03,117.317,14.56547,0,0,0.26,0.00E+00
5.7203,19.2397,0,2.572,0.899251,8.992515,8.99E+03,1002.7256,2.7139,2.7139,7.1885,11.5627,-0.051,1.4056,0.3877,0.1368,0,0.1612,0.0769,2.7814,6.64E+03,117.806,14.53962,0,0,0.28,0.00E+00
6.1908,19.2392,0,2.575,0.967811,9.678114,9.68E+03,1003.0827,3.071,3.071,7.5424,11.9136,-0.039,1.4056,0.4053,0.1375,0,0.1612,0.0781,2.7875,6.64E+03,118.214,14.49581,0,0,0.27,0.00E+00
6.4483,19.2385,0,2.596,1.005126,10.051261,1.01E+04,1003.2783,3.2665,3.2664,7.7361,12.1057,-0.027,1.4056,0.4053,0.1382,0,0.1612,0.0781,2.7937,6.64E+03,118.6,14.472,0,0,0.3,0.00E+00
6.4834,19.2394,0,2.605,1.010231,10.102308,1.01E+04,1003.3048,3.293,3.2929,7.7624,12.1317,-0.015,1.4056,0.4053,0.1389,0,0.1612,0.0781,2.7998,6.64E+03,118.961,14.4685,0,0,0.29,0.00E+00
6.468,19.2404,0,2.615,1.008026,10.080261,1.01E+04,1003.293,3.2811,3.281,7.7506,12.1199,-0.002,1.4262,0.4053,0.1396,0,0.1624,0.0781,2.8046,6.64E+03,119.24,14.46966,0,0,0.3,0.00E+00
6.5577,19.2402,0,2.626,1.021,10.209999,1.02E+04,1003.3611,3.3492,3.3491,7.8181,12.1868,0.01,1.4262,0.3877,0.1403,0,0.1624,0.0769,2.8107,6.64E+03,119.558,14.46136,0,0,0.3,0.00E+00
6.5825,19.2404,0,2.647,1.024583,10.245829,1.02E+04,1003.38,3.3679,3.3678,7.8366,12.2053,0.023,1.4262,0.3877,0.141,0,0.1624,0.0769,2.8168,6.64E+03,119.855,14.45901,0,0,0.3,0.00E+00
6.9456,19.2407,0,2.654,1.076931,10.769305,1.08E+04,1003.6553,3.6432,3.6432,8.1095,12.4758,0.036,1.4056,0.3701,0.1417,0,0.1612,0.0757,2.8217,6.64E+03,120.069,14.42518,0,0,0.32,0.00E+00
7.5761,19.2416,0,2.688,1.167279,11.672792,1.17E+04,1004.1334,4.1212,4.1211,8.5832,12.9453,0.049,1.4056,0.3701,0.1424,0,0.1612,0.0757,2.8266,6.64E+03,120.267,14.36656,0,0,0.32,0.00E+00
7.7012,19.2423,0,2.678,1.185145,11.85145,1.19E+04,1004.2281,4.2159,4.2158,8.6771,13.0384,0.062,1.4056,0.3877,0.1431,0,0.1612,0.0769,2.8315,6.64E+03,120.444,14.35482,0,0,0.31,0.00E+00
7.538,19.2447,0,2.709,1.161922,11.619216,1.16E+04,1004.1039,4.0916,4.0916,8.5539,12.9162,0.076,1.4056,0.4053,0.1437,0,0.1612,0.0781,2.8364,6.64E+03,120.601,14.36928,0,0,0.32,0.00E+00
