Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\ctddata\SAV-17-04\002.hdr,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6060,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 21,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 3,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit = 1,,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Mar 30 2017 21:29:55,,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
" Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," PAR/Irradiance, Biospherical/Licor"," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2], flag
37.8007,19.2749,0,2.839,5.052923,50.529233,5.05E+04,1027.1044,27.0921,27.092,31.3578,35.5299,0.147,1.4469,0.3701,1.0056,0,0.1636,0.0757,2.1783,6.64E+03,79.709,11.82111,0,0,0.08,0.00E+00
37.7992,19.2743,0,2.858,5.05267,50.526704,5.05E+04,1027.1035,27.0911,27.0909,31.3568,35.5289,0.152,1.4469,0.3877,1.0063,0,0.1636,0.0769,2.177,6.64E+03,79.562,11.82135,0,0,0.11,0.00E+00
37.7983,19.2725,0,2.86,5.052369,50.523686,5.05E+04,1027.1032,27.0908,27.0907,31.3566,35.5287,0.155,1.4469,0.3877,1.0069,0,0.1636,0.0769,2.177,6.64E+03,79.476,11.82177,0,0,0.08,0.00E+00
37.798,19.2703,0,2.881,5.052099,50.520995,5.05E+04,1027.1037,27.0912,27.0911,31.357,35.5292,0.16,1.4469,0.3877,1.0076,0,0.1636,0.0769,2.1758,6.64E+03,79.333,11.82222,0,0,0.12,0.00E+00
37.7971,19.2685,0,2.881,5.051806,50.518059,5.05E+04,1027.1035,27.091,27.0908,31.3568,35.529,0.163,1.4469,0.3877,1.0083,0,0.1636,0.0769,2.1758,6.64E+03,79.243,11.82263,0,0,0.08,0.00E+00
37.7951,19.2676,0,2.901,5.051467,50.514674,5.05E+04,1027.1022,27.0896,27.0895,31.3555,35.5278,0.168,1.4675,0.3877,1.009,0,0.1648,0.0769,2.1746,6.64E+03,79.091,11.82296,0,0,0.12,0.00E+00
37.7929,19.2671,0,2.912,5.051157,50.511575,5.05E+04,1027.1008,27.0881,27.088,31.354,35.5263,0.172,1.4675,0.3701,1.0097,0,0.1648,0.0757,2.1746,6.64E+03,78.998,11.82323,0,0,0.09,0.00E+00
37.7904,19.267,0,2.922,5.050848,50.508475,5.05E+04,1027.0989,27.0863,27.0861,31.3522,35.5245,0.177,1.4675,0.3877,1.0104,0,0.1648,0.0769,2.1746,6.64E+03,78.906,11.82344,0,0,0.11,0.00E+00
37.7881,19.2673,0,2.922,5.050607,50.506069,5.05E+04,1027.0971,27.0844,27.0843,31.3503,35.5226,0.18,1.4675,0.3701,1.0111,0,0.1648,0.0757,2.1734,6.64E+03,78.755,11.82356,0,0,0.09,0.00E+00
37.7866,19.2678,0,2.943,5.050485,50.504846,5.05E+04,1027.0959,27.0831,27.083,31.349,35.5213,0.184,1.4675,0.3701,1.0118,0,0.1648,0.0757,2.1734,6.64E+03,78.667,11.82357,0,0,0.1,0.00E+00
37.785,19.2684,0,2.953,5.050358,50.503582,5.05E+04,1027.0946,27.0818,27.0816,31.3477,35.52,0.188,1.4881,0.3701,1.0125,0,0.1661,0.0757,2.1722,6.64E+03,78.517,11.82358,0,0,0.1,0.00E+00
37.7843,19.269,0,2.961,5.050342,50.503419,5.05E+04,1027.0939,27.0811,27.0809,31.347,35.5193,0.193,1.4881,0.3701,1.0132,0,0.1661,0.0757,2.1722,6.64E+03,78.427,11.82351,0,0,0.1,0.00E+00
37.7829,19.2694,0,2.974,5.050215,50.502155,5.05E+04,1027.0928,27.0799,27.0797,31.3458,35.5181,0.196,1.4881,0.3701,1.0139,0,0.1661,0.0757,2.1697,6.64E+03,78.217,11.82354,0,0,0.09,0.00E+00
37.7815,19.2704,0,2.983,5.050162,50.501624,5.05E+04,1027.0915,27.0785,27.0784,31.3444,35.5167,0.201,1.4881,0.3701,1.0146,0,0.1661,0.0757,2.1685,6.64E+03,78.065,11.82345,0,0,0.11,0.00E+00
37.7803,19.271,0,2.974,5.050073,50.500727,5.05E+04,1027.0904,27.0775,27.0773,31.3434,35.5157,0.203,1.4881,0.3877,1.0153,0,0.1661,0.0769,2.1673,6.64E+03,77.913,11.82344,0,0,0.06,0.00E+00
37.779,19.2716,0,3.004,5.049995,50.499952,5.05E+04,1027.0893,27.0763,27.0762,31.3422,35.5145,0.208,1.4675,0.4053,1.016,0,0.1648,0.0781,2.1673,6.64E+03,77.824,11.8234,0,0,0.11,0.00E+00
37.7782,19.271,0,3.004,5.049828,50.498281,5.05E+04,1027.0889,27.0759,27.0757,31.3418,35.5141,0.211,1.4881,0.3877,1.0167,0,0.1661,0.0769,2.1661,6.64E+03,77.674,11.8236,0,0,0.07,0.00E+00
37.7765,19.2706,0,3.004,5.049588,50.495875,5.05E+04,1027.0877,27.0747,27.0745,31.3406,35.5129,0.214,1.4881,0.3877,1.0174,0,0.1661,0.0769,2.1636,6.64E+03,77.465,11.82379,0,0,0.07,0.00E+00
37.7756,19.2696,0,3.016,5.049371,50.493714,5.05E+04,1027.0873,27.0743,27.0741,31.3402,35.5125,0.216,1.4881,0.4053,1.0181,0,0.1661,0.0781,2.1624,6.64E+03,77.311,11.82406,0,0,0.05,0.00E+00
37.774,19.2689,0,3.016,5.049102,50.491023,5.05E+04,1027.0863,27.0732,27.073,31.3391,35.5115,0.217,1.4675,0.4053,1.0188,0,0.1648,0.0781,2.1612,6.64E+03,77.155,11.82432,0,0,0.04,0.00E+00
37.7726,19.2678,0,3.025,5.048821,50.48821,5.05E+04,1027.0855,27.0724,27.0722,31.3384,35.5108,0.219,1.4469,0.4053,1.0194,0,0.1636,0.0781,2.16,6.64E+03,76.998,11.82464,0,0,0.05,0.00E+00
37.7706,19.2668,0,3.003,5.048474,50.484745,5.05E+04,1027.0842,27.0712,27.071,31.3372,35.5096,0.219,1.4469,0.4053,1.0201,0,0.1636,0.0781,2.1587,6.64E+03,76.844,11.82499,0,0,-0.01,0.00E+00
37.7716,19.2625,0,3.056,5.048144,50.481443,5.05E+04,1027.0863,27.0731,27.0729,31.3392,35.5116,0.221,1.4469,0.4053,1.0208,0,0.1636,0.0781,2.1575,6.64E+03,76.691,11.82575,0,0,0.04,0.00E+00
37.7734,19.2575,0,3.035,5.047806,50.47806,5.05E+04,1027.0889,27.0758,27.0756,31.3419,35.5144,0.222,1.4469,0.4053,1.0215,0,0.1636,0.0781,2.1551,6.64E+03,76.475,11.82661,0,0,0.02,0.00E+00
37.7745,19.253,0,3.025,5.047451,50.474514,5.05E+04,1027.0909,27.0778,27.0776,31.344,35.5166,0.22,1.4469,0.4053,1.0222,0,0.1636,0.0781,2.1538,6.64E+03,76.317,11.82741,0,0,-0.03,0.00E+00
37.775,19.2489,0,3.035,5.04706,50.470601,5.05E+04,1027.0924,27.0792,27.0791,31.3455,35.5181,0.218,1.4469,0.4053,1.0229,0,0.1636,0.0781,2.1514,6.64E+03,76.103,11.82819,0,0,-0.06,0.00E+00
37.7754,19.2445,0,3.035,5.046644,50.466444,5.05E+04,1027.0939,27.0807,27.0805,31.347,35.5198,0.218,1.4469,0.4053,1.0236,0,0.1636,0.0781,2.1502,6.64E+03,75.948,11.82901,0,0,0,0.00E+00
37.7762,19.2402,0,3.035,5.046269,50.462695,5.05E+04,1027.0955,27.0824,27.0822,31.3488,35.5216,0.216,1.4469,0.3877,1.0243,0,0.1636,0.0769,2.149,6.64E+03,75.79,11.82979,0,0,-0.04,0.00E+00
37.7758,19.2366,0,3.035,5.045825,50.458252,5.05E+04,1027.0962,27.083,27.0829,31.3495,35.5223,0.213,1.4469,0.3877,1.025,0,0.1636,0.0769,2.1465,6.64E+03,75.577,11.83054,0,0,-0.06,0.00E+00
37.7745,19.2342,0,3.035,5.045418,50.454177,5.05E+04,1027.0959,27.0827,27.0825,31.3492,35.5221,0.209,1.4469,0.3877,1.0257,0,0.1636,0.0769,2.1453,6.64E+03,75.42,11.83111,0,0,-0.09,0.00E+00
37.7721,19.2327,0,3.035,5.044969,50.449693,5.05E+04,1027.0944,27.0812,27.0811,31.3478,35.5207,0.206,1.4469,0.3701,1.0264,0,0.1636,0.0757,2.1429,6.64E+03,75.205,11.83159,0,0,-0.08,0.00E+00
37.7699,19.2318,0,3.035,5.044607,50.446066,5.04E+04,1027.0929,27.0798,27.0796,31.3463,35.5193,0.202,1.4675,0.3877,1.0271,0,0.1648,0.0769,2.1404,6.64E+03,74.989,11.83194,0,0,-0.11,0.00E+00
37.7667,19.2313,0,3.025,5.044179,50.441787,5.04E+04,1027.0906,27.0775,27.0774,31.3441,35.5171,0.197,1.4675,0.3877,1.0278,0,0.1648,0.0769,2.1392,6.64E+03,74.834,11.83228,0,0,-0.12,0.00E+00
37.763,19.2311,0,3.023,5.043722,50.437223,5.04E+04,1027.0878,27.0747,27.0746,31.3413,35.5143,0.191,1.4881,0.3701,1.0285,0,0.1661,0.0757,2.1368,6.64E+03,74.622,11.83259,0,0,-0.14,0.00E+00
37.7597,19.2313,0,3.025,5.043347,50.433474,5.04E+04,1027.0853,27.0721,27.072,31.3388,35.5118,0.185,1.4881,0.3701,1.0292,0,0.1661,0.0757,2.1355,6.64E+03,74.468,11.83281,0,0,-0.14,0.00E+00
37.7558,19.2316,0,3.016,5.042924,50.429235,5.04E+04,1027.0822,27.0691,27.0689,31.3357,35.5088,0.177,1.4881,0.3877,1.0299,0,0.1661,0.0769,2.1331,6.64E+03,74.258,11.83304,0,0,-0.17,0.00E+00
37.753,19.2318,0,3.016,5.042614,50.426139,5.04E+04,1027.08,27.0669,27.0667,31.3335,35.5066,0.17,1.4881,0.4053,1.0306,0,0.1661,0.0781,2.1319,6.64E+03,74.111,11.83321,0,0,-0.18,0.00E+00
37.7497,19.2325,0,3.004,5.042288,50.422879,5.04E+04,1027.0772,27.0642,27.064,31.3308,35.5039,0.161,1.4881,0.4229,1.0313,0,0.1661,0.0794,2.1294,6.64E+03,73.909,11.83334,0,0,-0.21,0.00E+00
37.7468,19.2328,0,3.004,5.041978,50.419782,5.04E+04,1027.0749,27.0618,27.0617,31.3285,35.5016,0.153,1.4675,0.4229,1.0319,0,0.1648,0.0794,2.127,6.64E+03,73.704,11.83349,0,0,-0.2,0.00E+00
37.7444,19.2331,0,2.995,5.041734,50.417337,5.04E+04,1027.0729,27.0599,27.0598,31.3266,35.4997,0.143,1.4675,0.4404,1.0326,0,0.1648,0.0806,2.1258,6.64E+03,73.559,11.83361,0,0,-0.23,0.00E+00
37.7412,19.2342,0,2.983,5.041469,50.414688,5.04E+04,1027.0702,27.0572,27.0571,31.3239,35.497,0.133,1.4675,0.4053,1.0333,0,0.1648,0.0781,2.1233,6.64E+03,73.361,11.83364,0,0,-0.24,0.00E+00
37.7378,19.2361,0,2.974,5.041265,50.412651,5.04E+04,1027.067,27.0541,27.0539,31.3208,35.4939,0.122,1.4881,0.4229,1.034,0,0.1661,0.0794,2.1221,6.64E+03,73.222,11.83353,0,0,-0.26,0.00E+00
37.7337,19.239,0,2.974,5.041102,50.411021,5.04E+04,1027.0631,27.0502,27.0501,31.3169,35.49,0.112,1.4469,0.4053,1.0347,0,0.1636,0.0781,2.1197,6.64E+03,73.031,11.83326,0,0,-0.25,0.00E+00
37.7288,19.2423,0,2.953,5.040866,50.408657,5.04E+04,1027.0584,27.0456,27.0454,31.3122,35.4853,0.1,1.4469,0.4053,1.0354,0,0.1636,0.0781,2.1184,6.64E+03,72.9,11.83299,0,0,-0.28,0.00E+00
37.7257,19.244,0,2.961,5.040686,50.406864,5.04E+04,1027.0556,27.0428,27.0426,31.3094,35.4825,0.089,1.4469,0.4053,1.0361,0,0.1636,0.0781,2.116,6.64E+03,72.713,11.83289,0,0,-0.26,0.00E+00
37.7233,19.2457,0,2.943,5.040589,50.405886,5.04E+04,1027.0533,27.0405,27.0404,31.3071,35.4802,0.077,1.4262,0.4229,1.0368,0,0.1624,0.0794,2.1136,6.64E+03,72.53,11.83273,0,0,-0.29,0.00E+00
37.7212,19.2473,0,2.933,5.040511,50.405112,5.04E+04,1027.0512,27.0385,27.0384,31.3051,35.4781,0.064,1.4469,0.4229,1.0375,0,0.1636,0.0794,2.1123,6.64E+03,72.409,11.83258,0,0,-0.31,0.00E+00
37.7199,19.2489,0,2.922,5.040523,50.405234,5.04E+04,1027.0498,27.0371,27.037,31.3037,35.4767,0.052,1.4469,0.4404,1.0382,0,0.1636,0.0806,2.1111,6.64E+03,72.294,11.83238,0,0,-0.3,0.00E+00
37.7187,19.2501,0,2.912,5.040503,50.40503,5.04E+04,1027.0484,27.0358,27.0357,31.3024,35.4754,0.039,1.4675,0.4404,1.0389,0,0.1648,0.0806,2.1087,6.64E+03,72.123,11.83224,0,0,-0.3,0.00E+00
37.718,19.2517,0,2.912,5.040605,50.406048,5.04E+04,1027.0475,27.0349,27.0347,31.3014,35.4744,0.027,1.4675,0.4053,1.0396,0,0.1648,0.0781,2.1062,6.64E+03,71.958,11.83196,0,0,-0.29,0.00E+00
37.7175,19.2525,0,2.891,5.040617,50.40617,5.04E+04,1027.0468,27.0343,27.0341,31.3008,35.4738,0.014,1.4881,0.4404,1.0403,0,0.1661,0.0806,2.1062,6.64E+03,71.913,11.83185,0,0,-0.3,0.00E+00
37.7178,19.2528,0,2.881,5.040694,50.406944,5.04E+04,1027.0469,27.0344,27.0343,31.301,35.4739,0.001,1.4675,0.4229,1.041,0,0.1648,0.0794,2.1038,6.64E+03,71.757,11.83176,0,0,-0.31,0.00E+00
37.7187,19.2521,0,2.881,5.040723,50.407229,5.04E+04,1027.0478,27.0353,27.0351,31.3018,35.4748,-0.01,1.4675,0.4404,1.0417,0,0.1648,0.0806,2.1026,6.64E+03,71.659,11.83183,0,0,-0.28,0.00E+00
37.7192,19.2521,0,2.858,5.04078,50.407799,5.04E+04,1027.0481,27.0357,27.0355,31.3022,35.4752,-0.024,1.4675,0.458,1.0424,0,0.1648,0.0818,2.1013,6.64E+03,71.567,11.8318,0,0,-0.32,0.00E+00
37.7197,19.2523,0,2.86,5.040857,50.408573,5.04E+04,1027.0484,27.036,27.0358,31.3025,35.4755,-0.036,1.4675,0.4404,1.0431,0,0.1648,0.0806,2.1001,6.64E+03,71.479,11.83172,0,0,-0.28,0.00E+00
37.7191,19.2533,0,2.849,5.040902,50.409021,5.04E+04,1027.0476,27.0353,27.0351,31.3018,35.4748,-0.047,1.4675,0.4756,1.0438,0,0.1648,0.083,2.0977,6.64E+03,71.335,11.83156,0,0,-0.28,0.00E+00
37.7192,19.2542,0,2.839,5.041,50.409999,5.04E+04,1027.0474,27.0351,27.035,31.3016,35.4745,-0.059,1.4675,0.4932,1.0444,0,0.1648,0.0842,2.0965,6.64E+03,71.256,11.83139,0,0,-0.28,0.00E+00
37.7169,19.2567,0,2.83,5.041,50.409999,5.04E+04,1027.0449,27.0327,27.0325,31.2992,35.4721,-0.071,1.4675,0.5459,1.0451,0,0.1648,0.0879,2.0952,6.64E+03,71.18,11.83107,0,0,-0.28,0.00E+00
37.7143,19.2599,0,2.818,5.041041,50.410405,5.04E+04,1027.0421,27.0299,27.0298,31.2964,35.4692,-0.082,1.4675,0.5459,1.0458,0,0.1648,0.0879,2.0952,6.64E+03,71.174,11.83063,0,0,-0.26,0.00E+00
37.7122,19.2627,0,2.809,5.041093,50.410935,5.04E+04,1027.0398,27.0276,27.0274,31.294,35.4668,-0.092,1.4675,0.5811,1.0465,0,0.1648,0.0904,2.0928,6.64E+03,71.051,11.83024,0,0,-0.26,0.00E+00
37.7103,19.2651,0,2.797,5.04113,50.411301,5.04E+04,1027.0376,27.0255,27.0253,31.2919,35.4647,-0.103,1.4675,0.5811,1.0472,0,0.1648,0.0904,2.0916,6.64E+03,70.993,11.82991,0,0,-0.25,0.00E+00
37.7095,19.267,0,2.797,5.041228,50.412278,5.04E+04,1027.0365,27.0243,27.0242,31.2907,35.4635,-0.112,1.4675,0.5811,1.0479,0,0.1648,0.0904,2.0916,6.64E+03,70.995,11.82961,0,0,-0.22,0.00E+00
37.7082,19.2688,0,2.785,5.041281,50.412808,5.04E+04,1027.035,27.0229,27.0227,31.2892,35.462,-0.121,1.4675,0.5459,1.0486,0,0.1648,0.0879,2.0916,6.64E+03,71.004,11.82934,0,0,-0.22,0.00E+00
37.7076,19.2704,0,2.778,5.041379,50.413785,5.04E+04,1027.034,27.022,27.0219,31.2883,35.4611,-0.131,1.4469,0.5284,1.0493,0,0.1636,0.0867,2.0904,6.64E+03,70.958,11.82907,0,0,-0.23,0.00E+00
37.7078,19.2715,0,2.778,5.041521,50.415211,5.04E+04,1027.034,27.0219,27.0218,31.2883,35.461,-0.138,1.4469,0.5284,1.05,0,0.1636,0.0867,2.0891,6.64E+03,70.92,11.82885,0,0,-0.17,0.00E+00
37.7078,19.2722,0,2.767,5.041586,50.415863,5.04E+04,1027.0337,27.0217,27.0216,31.288,35.4607,-0.145,1.4469,0.4932,1.0507,0,0.1636,0.0842,2.0891,6.64E+03,70.947,11.82872,0,0,-0.17,0.00E+00
37.7081,19.2729,0,2.757,5.041708,50.417085,5.04E+04,1027.0337,27.0218,27.0216,31.2881,35.4608,-0.152,1.4469,0.4932,1.0514,0,0.1636,0.0842,2.0879,6.64E+03,70.914,11.82855,0,0,-0.17,0.00E+00
37.7086,19.2735,0,2.757,5.041831,50.418307,5.04E+04,1027.0339,27.0219,27.0218,31.2882,35.4609,-0.158,1.4469,0.458,1.0521,0,0.1636,0.0818,2.0879,6.64E+03,70.945,11.82839,0,0,-0.14,0.00E+00
37.7096,19.2735,0,2.746,5.041949,50.419489,5.04E+04,1027.0346,27.0227,27.0226,31.289,35.4617,-0.164,1.4469,0.458,1.0528,0,0.1636,0.0818,2.0879,6.64E+03,70.982,11.82831,0,0,-0.14,0.00E+00
37.7096,19.2741,0,2.746,5.042006,50.420059,5.04E+04,1027.0345,27.0225,27.0224,31.2888,35.4615,-0.169,1.4469,0.4404,1.0535,0,0.1636,0.0806,2.0867,6.64E+03,70.965,11.8282,0,0,-0.11,0.00E+00
37.7103,19.2742,0,2.757,5.042104,50.421037,5.04E+04,1027.035,27.023,27.0229,31.2893,35.462,-0.174,1.4675,0.458,1.0542,0,0.1648,0.0818,2.0867,6.64E+03,71.011,11.82812,0,0,-0.11,0.00E+00
37.7102,19.2746,0,2.733,5.042132,50.421322,5.04E+04,1027.0348,27.0229,27.0228,31.2892,35.4618,-0.176,1.4675,0.4229,1.0549,0,0.1648,0.0794,2.0867,6.64E+03,71.064,11.82806,0,0,-0.05,0.00E+00
37.7107,19.2749,0,2.736,5.042238,50.422381,5.04E+04,1027.0351,27.0232,27.0231,31.2895,35.4621,-0.178,1.4675,0.4404,1.0556,0,0.1648,0.0806,2.0867,6.64E+03,71.118,11.82794,0,0,-0.06,0.00E+00
37.7118,19.2752,0,2.736,5.042393,50.42393,5.04E+04,1027.0358,27.0239,27.0238,31.2902,35.4628,-0.181,1.4675,0.4229,1.0562,0,0.1648,0.0794,2.0867,6.64E+03,71.178,11.82781,0,0,-0.06,0.00E+00
37.7122,19.2759,0,2.736,5.042519,50.425193,5.04E+04,1027.036,27.0241,27.024,31.2903,35.463,-0.182,1.4881,0.4053,1.0569,0,0.1661,0.0781,2.0867,6.64E+03,71.239,11.82764,0,0,-0.03,0.00E+00
37.7136,19.2763,0,2.726,5.042719,50.427189,5.04E+04,1027.0368,27.025,27.0249,31.2912,35.4638,-0.183,1.4881,0.4053,1.0576,0,0.1661,0.0781,2.0867,6.64E+03,71.305,11.82746,0,0,-0.02,0.00E+00
37.7141,19.277,0,2.726,5.042862,50.428615,5.04E+04,1027.0371,27.0253,27.0251,31.2915,35.4641,-0.183,1.4881,0.4053,1.0583,0,0.1661,0.0781,2.0855,6.64E+03,71.314,11.82728,0,0,-0.01,0.00E+00
37.7146,19.2775,0,2.715,5.042976,50.429756,5.04E+04,1027.0373,27.0255,27.0254,31.2917,35.4643,-0.183,1.4881,0.4053,1.059,0,0.1661,0.0781,2.0855,6.64E+03,71.381,11.82714,0,0,0,0.00E+00
37.7155,19.278,0,2.715,5.043139,50.431386,5.04E+04,1027.0379,27.0261,27.0259,31.2923,35.4648,-0.183,1.4675,0.4053,1.0597,0,0.1648,0.0781,2.0855,6.64E+03,71.453,11.82697,0,0,0.02,0.00E+00
37.7171,19.2784,0,2.723,5.043363,50.433627,5.04E+04,1027.039,27.0272,27.0271,31.2934,35.4659,-0.181,1.4675,0.4404,1.0604,0,0.1648,0.0806,2.0842,6.64E+03,71.463,11.82678,0,0,0.05,0.00E+00
37.7188,19.2787,0,2.715,5.043595,50.43595,5.04E+04,1027.0401,27.0284,27.0282,31.2945,35.4671,-0.179,1.4675,0.4404,1.0611,0,0.1648,0.0806,2.0842,6.64E+03,71.529,11.82659,0,0,0.05,0.00E+00
37.7198,19.2791,0,2.705,5.043762,50.437621,5.04E+04,1027.0408,27.0291,27.029,31.2952,35.4678,-0.177,1.4881,0.458,1.0618,0,0.1661,0.0818,2.0842,6.64E+03,71.6,11.82644,0,0,0.04,0.00E+00
37.7212,19.2794,0,2.705,5.043962,50.439618,5.04E+04,1027.0418,27.0301,27.0299,31.2962,35.4687,-0.174,1.4675,0.4756,1.0625,0,0.1648,0.083,2.0842,6.64E+03,71.669,11.82627,0,0,0.06,0.00E+00
37.7226,19.2796,0,2.705,5.044141,50.441411,5.04E+04,1027.0428,27.0311,27.0309,31.2972,35.4697,-0.171,1.4469,0.4932,1.0632,0,0.1636,0.0842,2.0842,6.64E+03,71.742,11.82613,0,0,0.08,0.00E+00
37.7244,19.2796,0,2.705,5.044353,50.44353,5.04E+04,1027.0442,27.0324,27.0323,31.2985,35.471,-0.167,1.4469,0.5284,1.0639,0,0.1636,0.0867,2.0842,6.64E+03,71.814,11.826,0,0,0.09,0.00E+00
37.7256,19.2797,0,2.695,5.044524,50.445242,5.04E+04,1027.0451,27.0334,27.0332,31.2995,35.4719,-0.164,1.4469,0.4932,1.0646,0,0.1636,0.0842,2.0855,6.64E+03,71.949,11.82587,0,0,0.09,0.00E+00
37.7269,19.2799,0,2.695,5.044695,50.446953,5.04E+04,1027.046,27.0343,27.0342,31.3004,35.4729,-0.16,1.4469,0.5108,1.0653,0,0.1636,0.0855,2.0842,6.64E+03,71.964,11.82573,0,0,0.09,0.00E+00
37.7281,19.2799,0,2.681,5.044834,50.448339,5.04E+04,1027.0468,27.0352,27.0351,31.3013,35.4737,-0.156,1.4469,0.5108,1.066,0,0.1636,0.0855,2.0842,6.64E+03,72.034,11.82564,0,0,0.09,0.00E+00
37.7294,19.2801,0,2.674,5.045009,50.450092,5.05E+04,1027.0478,27.0362,27.036,31.3022,35.4747,-0.152,1.4469,0.5108,1.0667,0,0.1636,0.0855,2.0842,6.64E+03,72.105,11.82551,0,0,0.09,0.00E+00
37.7303,19.2801,0,2.684,5.045115,50.451151,5.05E+04,1027.0485,27.0368,27.0367,31.3029,35.4754,-0.148,1.4469,0.4932,1.0674,0,0.1636,0.0842,2.083,6.64E+03,72.112,11.82544,0,0,0.1,0.00E+00
37.7313,19.2804,0,2.663,5.045266,50.452659,5.05E+04,1027.049,27.0375,27.0374,31.3035,35.476,-0.145,1.4469,0.4756,1.0681,0,0.1636,0.083,2.083,6.64E+03,72.177,11.8253,0,0,0.08,0.00E+00
37.7321,19.2806,0,2.663,5.045376,50.45376,5.05E+04,1027.0496,27.038,27.0379,31.3041,35.4765,-0.141,1.4469,0.458,1.0688,0,0.1636,0.0818,2.083,6.64E+03,72.239,11.82521,0,0,0.09,0.00E+00
37.7326,19.2808,0,2.663,5.045457,50.454575,5.05E+04,1027.05,27.0384,27.0383,31.3044,35.4769,-0.138,1.4469,0.458,1.0694,0,0.1636,0.0818,2.083,6.64E+03,72.302,11.82514,0,0,0.08,0.00E+00
37.7335,19.2811,0,2.653,5.045608,50.456083,5.05E+04,1027.0506,27.039,27.0389,31.3051,35.4775,-0.134,1.4675,0.4404,1.0701,0,0.1648,0.0806,2.083,6.64E+03,72.361,11.82499,0,0,0.1,0.00E+00
37.734,19.2811,0,2.641,5.045661,50.456613,5.05E+04,1027.0508,27.0394,27.0393,31.3054,35.4778,-0.131,1.4675,0.458,1.0708,0,0.1648,0.0818,2.0818,6.64E+03,72.354,11.82496,0,0,0.07,0.00E+00
37.7346,19.2813,0,2.644,5.045751,50.457509,5.05E+04,1027.0513,27.0398,27.0397,31.3058,35.4782,-0.127,1.4675,0.4404,1.0715,0,0.1648,0.0806,2.083,6.64E+03,72.466,11.82488,0,0,0.08,0.00E+00
37.7346,19.2815,0,2.632,5.045767,50.457672,5.05E+04,1027.0512,27.0397,27.0396,31.3058,35.4782,-0.125,1.4469,0.4229,1.0722,0,0.1636,0.0794,2.0818,6.64E+03,72.46,11.82485,0,0,0.06,0.00E+00
37.7351,19.2818,0,2.611,5.045861,50.45861,5.05E+04,1027.0514,27.04,27.0399,31.306,35.4784,-0.123,1.4469,0.4404,1.0729,0,0.1636,0.0806,2.0818,6.64E+03,72.505,11.82474,0,0,0.04,0.00E+00
37.7362,19.2816,0,2.611,5.045979,50.459792,5.05E+04,1027.0523,27.041,27.0408,31.3069,35.4794,-0.121,1.4675,0.4229,1.0736,0,0.1648,0.0794,2.0818,6.64E+03,72.545,11.82469,0,0,0.05,0.00E+00
37.7361,19.2818,0,2.602,5.045979,50.459792,5.05E+04,1027.0521,27.0408,27.0407,31.3068,35.4792,-0.12,1.4675,0.4229,1.0743,0,0.1648,0.0794,2.0818,6.64E+03,72.589,11.82467,0,0,0.03,0.00E+00
37.7361,19.2821,0,2.592,5.046016,50.460158,5.05E+04,1027.0519,27.0407,27.0406,31.3067,35.4791,-0.119,1.4675,0.4053,1.075,0,0.1648,0.0781,2.0818,6.64E+03,72.627,11.8246,0,0,0.01,0.00E+00
37.737,19.2821,0,2.581,5.04613,50.4613,5.05E+04,1027.0526,27.0414,27.0413,31.3074,35.4798,-0.119,1.4469,0.4053,1.0757,0,0.1636,0.0781,2.0818,6.64E+03,72.664,11.82453,0,0,0.02,0.00E+00
37.7375,19.2821,0,2.578,5.046187,50.46187,5.05E+04,1027.053,27.0418,27.0417,31.3078,35.4802,-0.119,1.4469,0.4229,1.0764,0,0.1636,0.0794,2.0806,6.64E+03,72.639,11.82449,0,0,-0.01,0.00E+00
37.7377,19.2825,0,2.56,5.046244,50.462441,5.05E+04,1027.053,27.0418,27.0417,31.3078,35.4802,-0.119,1.4469,0.4053,1.0771,0,0.1636,0.0781,2.0806,6.64E+03,72.668,11.82441,0,0,-0.01,0.00E+00
