Latitude [deg],Longitude [deg],"Salinity, Practical [PSU]","Temperature [ITS-90, deg C]",Voltage 0,"Depth [salt water, m]",Conductivity [uS/cm],Conductivity [mS/cm],Conductivity [S/m],"Density [density, kg/m^3]","Density [sigma-theta, kg/m^3]","Density [sigma-t, kg/m^3 ]","Density [sigma-1, kg/m^3 ]","Density [sigma-4, kg/m^3 ]","Depth [salt water, m]",Descent Rate [m/s],"Fluorescence, WET Labs WETstar [mg/m^3]","Fluorescence, WET Labs WETstar, 2 [mg/m^3]","Fluorescence, WET Labs WETstar, Diff, 2 - 1 [mg/m^3]","Time, Elapsed [minutes]",Voltage 1,Voltage 2,Voltage 3,Voltage 4,"PAR/Irradiance, Biospherical/Licor","Oxygen, SBE 43 [% saturation]",Nitrogen Saturation [mg/l],Bottles Fired,Bottle Position in Carousel,Acceleration [m/s^2],flag:  0.000e+00
31.37364,-80.32286,36.0445,19.4401,0.1111,1.374,4.86E+04,48.607421,4.860742,1025.712,25.706,25.706,29.9801,42.2506,1.374,-0.014,0.8911,1.9885,1.0974,0.125,0.1795,0.1844,1.8278,1.0317,2.96E+02,73.332,11.92251,0,0,-0.11,0.00E+00
31.37364,-80.32286,36.0437,19.4401,0.1087,1.374,4.86E+04,48.606386,4.860639,1025.7114,25.7054,25.7053,29.9794,42.2499,1.374,-0.042,0.8572,2.0111,1.1539,0.1292,0.1807,0.1807,1.8278,1.0647,2.69E+02,73.699,11.92257,0,0,-0.11,0.00E+00
31.37364,-80.32286,36.0452,19.4405,0.1074,1.374,4.86E+04,48.608604,4.86086,1025.7124,25.7064,25.7064,29.9805,42.2509,1.374,-0.069,0.8402,1.9885,1.1483,0.1333,0.1795,0.1856,1.8352,1.0781,2.58E+02,74.614,11.92238,0,0,-0.11,0.00E+00
31.37364,-80.32286,36.0465,19.4407,0.1074,1.374,4.86E+04,48.610378,4.861038,1025.7134,25.7074,25.7073,29.9814,42.2518,1.374,-0.063,0.8402,1.9885,1.1483,0.1375,0.1795,0.1856,1.8376,0.9817,3.44E+02,75.232,11.92224,0,0,0.03,0.00E+00
31.37364,-80.32286,36.0476,19.4403,0.1074,1.374,4.86E+04,48.611339,4.861134,1025.7143,25.7084,25.7083,29.9824,42.2528,1.374,-0.049,0.8402,1.9207,1.0805,0.1417,0.1758,0.1856,1.8388,1.0024,3.23E+02,75.631,11.92223,0,0,0.06,0.00E+00
31.37364,-80.32286,36.0475,19.4395,0.1136,1.374,4.86E+04,48.610378,4.861038,1025.7144,25.7084,25.7084,29.9824,42.2529,1.374,-0.028,0.9251,1.9207,0.9957,0.1458,0.1758,0.1893,1.8376,1.033,2.95E+02,75.708,11.92239,0,0,0.08,0.00E+00
31.37364,-80.32286,36.0488,19.4385,0.1099,1.374,4.86E+04,48.610895,4.86109,1025.7157,25.7097,25.7096,29.9837,42.2542,1.374,0,0.8742,1.9885,1.1143,0.15,0.1795,0.1893,1.8376,1.0708,2.64E+02,75.696,11.92249,0,0,0.11,0.00E+00
31.37364,-80.32286,36.0512,19.4383,0.1087,1.374,4.86E+04,48.61363,4.861363,1025.7176,25.7116,25.7115,29.9856,42.2561,1.374,0,0.8572,1.9885,1.1313,0.1542,0.1795,0.1893,1.8352,1.0989,2.42E+02,75.409,11.92234,0,0,0,0.00E+00
31.37364,-80.32286,36.0577,19.4378,0.1087,1.374,4.86E+04,48.620801,4.86208,1025.7226,25.7167,25.7166,29.9907,42.261,1.374,0,0.8572,2.0337,1.1765,0.1583,0.1819,0.1905,1.8327,1.0317,2.96E+02,75.05,11.92196,0,0,0,0.00E+00
31.37364,-80.32286,36.061,19.4378,0.1099,1.478,4.86E+04,48.624793,4.862479,1025.7256,25.7192,25.7191,29.9932,42.2635,1.478,0.028,0.8742,2.0337,1.1595,0.1625,0.1819,0.1844,1.8315,0.9683,3.58E+02,74.76,11.92171,0,0,0.11,0.00E+00
31.37364,-80.32286,36.0617,19.4378,0.1074,1.478,4.86E+04,48.625681,4.862568,1025.7262,25.7197,25.7197,29.9937,42.264,1.478,0.049,0.8402,2.0111,1.1709,0.1667,0.1807,0.1832,1.8291,0.9988,3.27E+02,74.334,11.92165,0,0,0.08,0.00E+00
31.37364,-80.32286,36.052,19.4378,0.1099,1.374,4.86E+04,48.614,4.8614,1025.7183,25.7123,25.7123,29.9864,42.2568,1.374,0.035,0.8742,2.0111,1.1369,0.1708,0.1807,0.1832,1.8291,0.9927,3.33E+02,74.219,11.92239,0,0,-0.06,0.00E+00
31.37364,-80.32286,36.0249,19.438,0.1087,1.478,4.86E+04,48.581628,4.858163,1025.698,25.6916,25.6915,29.9658,42.2367,1.478,0.049,0.8572,2.0111,1.1539,0.175,0.1807,0.1832,1.8242,1.0818,2.55E+02,73.827,11.92444,0,0,0.06,0.00E+00
31.37364,-80.32286,36.0093,19.4374,0.1074,1.374,4.86E+04,48.562341,4.856234,1025.6858,25.6798,25.6797,29.9541,42.2253,1.374,0.028,0.8402,2.0111,1.1709,0.1792,0.1807,0.1844,1.8291,1.0269,3.01E+02,74.171,11.92574,0,0,-0.08,0.00E+00
31.37364,-80.32286,36.0045,19.4373,0.1087,1.271,4.86E+04,48.55643,4.855643,1025.6817,25.6762,25.6761,29.9505,42.2218,1.271,-0.021,0.8572,2.0111,1.1539,0.1833,0.1807,0.1832,1.8278,1.0415,2.88E+02,74.168,11.92613,0,0,-0.19,0.00E+00
31.37364,-80.32286,36.0044,19.4375,0.1087,1.167,4.86E+04,48.556429,4.855643,1025.6811,25.6761,25.676,29.9504,42.2217,1.167,-0.09,0.8572,2.0111,1.1539,0.1875,0.1807,0.1844,1.8266,1.0073,3.19E+02,74.189,11.92611,0,0,-0.28,0.00E+00
31.37364,-80.32286,36.0078,19.4378,0.1087,1.271,4.86E+04,48.560937,4.856094,1025.6841,25.6786,25.6785,29.9529,42.2241,1.271,-0.118,0.8572,2.0111,1.1539,0.1917,0.1807,0.1893,1.8205,0.9988,3.27E+02,73.813,11.92577,0,0,-0.11,0.00E+00
31.37364,-80.32286,36.0294,19.4374,0.1209,1.167,4.86E+04,48.586356,4.858636,1025.7002,25.6951,25.6951,29.9693,42.2402,1.167,-0.167,1.0269,2.0563,1.0294,0.1958,0.1832,0.1893,1.8144,1.0232,3.04E+02,73.327,11.9242,0,0,-0.19,0.00E+00
