Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\ctddata\SAV-17-06\0,01.hdr,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6060,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 30,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 4,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit =,1,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Apr 20 2017 16:48:06,,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," PAR/Irradiance, Biospherical/Licor"," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2],flag
3.887,21.716,0,2.245,0.66176,6.617598,6.62E+03,1000.7921,0.7819,0.7818,5.2241,9.5665,-4.36E-15,2.4655,1.0207,0,0,0.1233,0.1209,2.7717,6.64E+03,105.455,14.07686,0,0,-1.05E-13,0.00E+00
3.8934,21.7003,0,2.242,0.662554,6.62554,6.63E+03,1000.8005,0.7904,0.7903,5.2328,9.5754,0,2.4655,1.0031,0.0007,0,0.1233,0.1197,2.7717,6.64E+03,105.455,14.08016,0,0,0,0.00E+00
3.8831,21.684,0,2.234,0.660688,6.606883,6.61E+03,1000.7964,0.7863,0.7862,5.2291,9.5721,-0.001,2.4655,1.0207,0.0014,0,0.1233,0.1209,2.7717,6.64E+03,105.454,14.08506,0,0,-0.02,0.00E+00
3.845,21.6691,0,2.224,0.654427,6.544269,6.54E+03,1000.7711,0.761,0.7609,5.2043,9.5478,-0.002,2.399,1.0031,0.0021,0,0.1221,0.1197,2.7729,6.64E+03,105.514,14.09212,0,0,-0.03,0.00E+00
3.7983,21.6667,0,2.213,0.646955,6.46955,6.47E+03,1000.7362,0.7262,0.7262,5.1698,9.5137,-0.004,2.399,1.0207,0.0028,0,0.1221,0.1209,2.7729,6.64E+03,105.518,14.09687,0,0,-0.04,0.00E+00
3.7403,21.6638,0,2.203,0.637673,6.376734,6.38E+03,1000.6931,0.6831,0.683,5.1271,9.4714,-0.006,2.399,1.0207,0.0035,0,0.1221,0.1209,2.7729,6.64E+03,105.521,14.10277,0,0,-0.06,0.00E+00
3.6661,21.6575,0,2.203,0.625739,6.257387,6.26E+03,1000.6384,0.6284,0.6283,5.073,9.4179,-0.008,2.3326,1.0207,0.0042,0,0.1209,0.1209,2.7729,6.64E+03,105.524,14.11093,0,0,-0.05,0.00E+00
3.5946,21.6504,0,2.179,0.614216,6.142162,6.14E+03,1000.5859,0.576,0.5759,5.0212,9.3666,-0.012,2.399,1.0031,0.0049,0,0.1221,0.1197,2.7741,6.64E+03,105.588,14.11909,0,0,-0.08,0.00E+00
3.4858,21.6442,0,2.172,0.596717,5.967172,5.97E+03,1000.505,0.4952,0.4951,4.9412,9.2874,-0.016,2.3326,1.0031,0.0056,0,0.1209,0.1197,2.7729,6.64E+03,105.534,14.13033,0,0,-0.09,0.00E+00
3.3265,21.6446,0,2.162,0.571151,5.711506,5.71E+03,1000.3845,0.3747,0.3746,4.8218,9.1689,-0.02,2.3326,1.0382,0.0063,0,0.1209,0.1221,2.7729,6.64E+03,105.536,14.14447,0,0,-0.1,0.00E+00
3.1014,21.6419,0,2.151,0.534818,5.348184,5.35E+03,1000.2148,0.2051,0.205,4.6537,9.0023,-0.024,2.3326,1.0207,0.0069,0,0.1209,0.1209,2.7741,6.64E+03,105.6,14.16528,0,0,-0.11,0.00E+00
2.5323,21.6375,0,2.141,0.442062,4.420625,4.42E+03,999.7853,-0.2244,-0.2245,4.228,8.5803,-0.029,2.3326,1.0207,0.0076,0,0.1209,0.1209,2.7741,6.64E+03,105.606,14.21747,0,0,-0.12,0.00E+00
2.0716,21.633,0,2.138,0.365852,3.658522,3.66E+03,999.4375,-0.5722,-0.5723,3.8832,8.2385,-0.034,2.3326,1.0207,0.0083,0,0.1209,0.1209,2.7741,6.64E+03,105.612,14.26008,0,0,-0.12,0.00E+00
1.9594,21.6277,0,2.12,0.347084,3.47084,3.47E+03,999.3536,-0.656,-0.6561,3.8003,8.1563,-0.04,2.399,1.0382,0.009,0,0.1221,0.1221,2.7741,6.64E+03,105.617,14.27153,0,0,-0.14,0.00E+00
1.9168,21.6272,0,2.11,0.339963,3.399627,3.40E+03,999.3214,-0.6881,-0.6882,3.7684,8.1248,-0.046,2.399,1.0207,0.0097,0,0.1221,0.1209,2.7741,6.64E+03,105.622,14.27552,0,0,-0.14,0.00E+00
1.8004,21.6326,0,2.11,0.320465,3.204648,3.20E+03,999.232,-0.7776,-0.7777,3.6797,8.0366,-0.052,2.399,1.0207,0.0104,0,0.1221,0.1209,2.7741,6.64E+03,105.627,14.28466,0,0,-0.14,0.00E+00
1.671,21.6364,0,2.09,0.298675,2.98675,2.99E+03,999.133,-0.8765,-0.8766,3.5815,7.9393,-0.058,2.399,1.0382,0.0111,0,0.1221,0.1221,2.7741,6.64E+03,105.632,14.2954,0,0,-0.16,0.00E+00
1.5841,21.6333,0,2.078,0.283944,2.839436,2.84E+03,999.0678,-0.9416,-0.9417,3.517,7.8753,-0.065,2.399,1.0207,0.0118,0,0.1221,0.1209,2.7741,6.64E+03,105.636,14.30403,0,0,-0.16,0.00E+00
1.5093,21.6317,0,2.066,0.271215,2.712151,2.71E+03,999.0113,-0.998,-0.9981,3.4611,7.82,-0.072,2.399,1.0207,0.0125,0,0.1221,0.1209,2.7741,6.64E+03,105.64,14.31121,0,0,-0.17,0.00E+00
1.469,21.6328,0,2.069,0.264354,2.643545,2.64E+03,998.9806,-1.0288,-1.0289,3.4306,7.7896,-0.079,2.399,1.0031,0.0132,0,0.1221,0.1197,2.7753,6.64E+03,105.704,14.31459,0,0,-0.16,0.00E+00
1.4451,21.634,0,2.048,0.26029,2.602896,2.60E+03,998.9621,-1.0472,-1.0473,3.4124,7.7715,-0.086,2.399,1.0207,0.0139,0,0.1221,0.1209,2.7753,6.64E+03,105.711,14.31646,0,0,-0.18,0.00E+00
1.4286,21.6333,0,2.038,0.257476,2.574762,2.57E+03,998.9497,-1.0595,-1.0596,3.4001,7.7594,-0.093,2.3326,1.0207,0.0146,0,0.1209,0.1209,2.7741,6.64E+03,105.657,14.31811,0,0,-0.18,0.00E+00
1.418,21.6288,0,2.027,0.255628,2.556281,2.56E+03,998.9426,-1.0666,-1.0667,3.3932,7.7527,-0.101,2.2662,1.0207,0.0153,0,0.1197,0.1209,2.7753,6.64E+03,105.72,14.32022,0,0,-0.18,0.00E+00
1.4113,21.6209,0,2.014,0.25444,2.544399,2.54E+03,998.9392,-1.0699,-1.07,3.3901,7.7497,-0.109,2.2662,1.0031,0.016,0,0.1197,0.1197,2.7766,6.64E+03,105.786,14.32282,0,0,-0.19,0.00E+00
1.4067,21.6157,0,2.017,0.253633,2.536334,2.54E+03,998.937,-1.0722,-1.0722,3.388,7.7477,-0.116,2.2662,1.0207,0.0167,0,0.1197,0.1209,2.7766,6.64E+03,105.795,14.32455,0,0,-0.17,0.00E+00
1.4007,21.6139,0,1.996,0.252592,2.525919,2.53E+03,998.9327,-1.0763,-1.0764,3.3838,7.7436,-0.124,2.2662,1.0558,0.0174,0,0.1197,0.1233,2.7766,6.64E+03,105.804,14.32553,0,0,-0.19,0.00E+00
1.391,21.6214,0,1.986,0.250976,2.509763,2.51E+03,998.9236,-1.0854,-1.0855,3.3747,7.7345,-0.131,2.2662,1.0382,0.0181,0,0.1197,0.1221,2.779,6.64E+03,105.934,14.32452,0,0,-0.19,0.00E+00
1.3797,21.627,0,1.975,0.249069,2.490693,2.49E+03,998.9137,-1.0952,-1.0953,3.3649,7.7246,-0.139,2.2662,1.0382,0.0187,0,0.1197,0.1221,2.779,6.64E+03,105.949,14.32413,0,0,-0.19,0.00E+00
1.3683,21.6335,0,1.962,0.247155,2.471555,2.47E+03,998.9036,-1.1053,-1.1054,3.3547,7.7144,-0.147,2.2662,1.0382,0.0194,0,0.1197,0.1221,2.7802,6.64E+03,106.024,14.32354,0,0,-0.19,0.00E+00
0,21.6495,0,1.965,-0.260836,-2.60835,7 -2.608e+03,997.8598,-2.1492,-2.1492,2.3195,6.6875,-0.154,2.1998,1.0382,0.0201,0,0.1184,0.1221,2.78,2 6.6422e+03,106.041,14.44396,0,0,-0.17,0.00E+00
0,21.6606,0,1.944,-0.301073,-3.01073,0 -3.011e+03,997.8572,-2.1516,-2.1517,2.3168,6.6846,-0.161,2.1998,1.0558,0.0208,0,0.1184,0.1233,2.779,0 6.6422e+03,105.996,14.44112,0,0,-0.18,0.00E+00
1.719,21.6582,0,1.934,0.306927,3.069268,3.07E+03,999.1637,-0.845,-0.8451,3.6123,7.9693,-0.169,2.1998,1.0382,0.0215,0,0.1184,0.1221,2.779,6.64E+03,106.006,14.28559,0,0,-0.18,0.00E+00
3.7793,21.6461,0,1.925,0.643639,6.436394,6.44E+03,1000.7253,0.7166,0.7165,5.1607,9.505,-0.176,2.1998,1.0382,0.0222,0,0.1184,0.1221,2.7778,6.64E+03,105.954,14.10365,0,0,-0.17,0.00E+00
3.9085,21.636,0,1.92,0.664053,6.640525,6.64E+03,1000.8253,0.8166,0.8165,5.26,9.6037,-0.182,2.1998,1.0382,0.0229,0,0.1184,0.1221,2.7753,6.64E+03,105.836,14.09463,0,0,-0.16,0.00E+00
3.9054,21.628,0,1.913,0.663443,6.634431,6.63E+03,1000.8247,0.8161,0.816,5.2596,9.6034,-0.189,2.1334,1.0207,0.0236,0,0.1172,0.1209,2.7741,6.64E+03,105.771,14.09686,0,0,-0.15,0.00E+00
3.8567,21.6209,0,1.892,0.655609,6.556089,6.56E+03,1000.7895,0.7809,0.7808,5.2249,9.5692,-0.195,2.1334,1.0207,0.0243,0,0.1172,0.1209,2.7729,6.64E+03,105.701,14.10296,0,0,-0.16,0.00E+00
3.8097,21.6169,0,1.892,0.648085,6.48085,6.48E+03,1000.7549,0.7463,0.7462,5.1907,9.5353,-0.201,2.1334,1.0207,0.025,0,0.1172,0.1209,2.7692,6.64E+03,105.505,14.10814,0,0,-0.14,0.00E+00
3.7646,21.6136,0,1.873,0.640858,6.408579,6.41E+03,1000.7215,0.713,0.7129,5.1577,9.5027,-0.207,2.1334,1.0207,0.0257,0,0.1172,0.1209,2.7668,6.64E+03,105.358,14.11299,0,0,-0.15,0.00E+00
3.714,21.6134,0,1.88,0.63279,6.327901,6.33E+03,1000.6833,0.6748,0.6747,5.1198,9.4651,-0.212,2.1334,1.0382,0.0264,0,0.1172,0.1221,2.7643,6.64E+03,105.205,14.11756,0,0,-0.11,0.00E+00
3.642,21.6145,0,1.862,0.621315,6.21315,6.21E+03,1000.6285,0.6201,0.62,5.0656,9.4113,-0.217,2.1334,1.0207,0.0271,0,0.1172,0.1209,2.7607,6.64E+03,104.983,14.12372,0,0,-0.12,0.00E+00
3.5049,21.6081,0,1.852,0.599325,5.993249,5.99E+03,1000.5263,0.5179,0.5179,4.9645,9.3111,-0.221,2.1334,1.0207,0.0278,0,0.1172,0.1209,2.7582,6.64E+03,104.811,14.13754,0,0,-0.11,0.00E+00
3.1483,21.6031,0,1.841,0.541936,5.41936,5.42E+03,1000.2577,0.2494,0.2493,4.6983,9.0473,-0.226,2.1334,1.0382,0.0285,0,0.1172,0.1221,2.7546,6.64E+03,104.572,14.17072,0,0,-0.1,0.00E+00
2.6074,21.6004,0,1.841,0.454013,4.540135,4.54E+03,999.8492,-0.1592,-0.1592,4.2934,8.6458,-0.229,2.1334,1.0207,0.0292,0,0.1172,0.1209,2.7497,6.64E+03,104.263,14.21996,0,0,-0.08,0.00E+00
2.3024,21.599,0,1.828,0.403856,4.038565,4.04E+03,999.6186,-0.3897,-0.3898,4.0648,8.4192,-0.232,2.1334,1.0207,0.0299,0,0.1172,0.1209,2.746,6.64E+03,104.001,14.24777,0,0,-0.07,0.00E+00
2.1607,21.5967,0,1.821,0.380371,3.803712,3.80E+03,999.5117,-0.4965,-0.4966,3.959,8.3143,-0.234,2.1334,1.0382,0.0306,0,0.1172,0.1221,2.7424,6.64E+03,103.731,14.26113,0,0,-0.06,0.00E+00
2.0776,21.5951,0,1.821,0.366546,3.665458,3.67E+03,999.4491,-0.5591,-0.5592,3.897,8.2528,-0.236,2.1334,1.0382,0.0313,0,0.1172,0.1221,2.7387,6.64E+03,103.453,14.26904,0,0,-0.03,0.00E+00
2.0263,21.5936,0,1.8,0.357992,3.579919,3.58E+03,999.4105,-0.5976,-0.5977,3.8588,8.215,-0.237,2.1334,1.0382,0.0319,0,0.1172,0.1221,2.7338,6.64E+03,103.106,14.27406,0,0,-0.04,0.00E+00
1.9783,21.5925,0,1.797,0.349983,3.499825,3.50E+03,999.3744,-0.6337,-0.6338,3.823,8.1796,-0.238,2.1334,1.0207,0.0326,0,0.1172,0.1209,2.7277,6.64E+03,102.688,14.27865,0,0,-0.01,0.00E+00
1.9485,21.5918,0,1.789,0.345001,3.450014,3.45E+03,999.352,-0.6561,-0.6562,3.8009,8.1576,-0.238,2.0669,1.0031,0.0333,0,0.116,0.1197,2.7228,6.64E+03,102.316,14.28153,0,0,0,0.00E+00
1.9212,21.5908,0,1.779,0.340432,3.404319,3.40E+03,999.3315,-0.6766,-0.6767,3.7806,8.1375,-0.237,2.0669,0.9855,0.034,0,0.116,0.1184,2.7179,6.64E+03,101.935,14.28425,0,0,0.01,0.00E+00
1.8976,21.5898,0,1.779,0.336472,3.364719,3.36E+03,999.3138,-0.6942,-0.6943,3.7631,8.1202,-0.236,2.0669,1.0207,0.0347,0,0.116,0.1209,2.7118,6.64E+03,101.484,14.28664,0,0,0.04,0.00E+00
1.8759,21.5891,0,1.769,0.332839,3.328388,3.33E+03,999.2975,-0.7105,-0.7106,3.747,8.1043,-0.234,2.0669,1.0207,0.0354,0,0.116,0.1209,2.707,6.64E+03,101.082,14.28878,0,0,0.04,0.00E+00
1.9254,21.5887,0,1.765,0.341118,3.411182,3.41E+03,999.3351,-0.6729,-0.673,3.7843,8.1412,-0.233,2.0669,1.0558,0.0361,0,0.116,0.1233,2.7009,6.64E+03,100.617,14.2844,0,0,0.04,0.00E+00
2.0936,21.5878,0,1.758,0.36915,3.691504,3.69E+03,999.4626,-0.5454,-0.5454,3.9108,8.2667,-0.231,2.0005,1.0734,0.0368,0,0.1148,0.1245,2.6935,6.64E+03,100.08,14.26943,0,0,0.04,0.00E+00
2.3124,21.5868,0,1.748,0.4054,4.054004,4.05E+03,999.6286,-0.3794,-0.3794,4.0753,8.4299,-0.229,2.0005,1.0558,0.0375,0,0.1148,0.1233,2.6874,6.64E+03,99.59,14.24994,0,0,0.04,0.00E+00
2.7182,21.5861,0,1.748,0.471967,4.719666,4.72E+03,999.9358,-0.0721,-0.0722,4.38,8.732,-0.226,2.0005,1.0207,0.0382,0,0.1148,0.1209,2.6813,6.64E+03,99.093,14.21358,0,0,0.07,0.00E+00
3.2981,21.5859,0,1.746,0.565862,5.658621,5.66E+03,1000.3745,0.3666,0.3665,4.8149,9.1632,-0.223,2.0005,1.0382,0.0389,0,0.1148,0.1221,2.674,6.64E+03,98.531,14.16157,0,0,0.06,0.00E+00
3.9457,21.5866,0,1.739,0.669249,6.69249,6.69E+03,1000.8639,0.856,0.8559,5.3,9.6443,-0.221,2.0005,1.0031,0.0396,0,0.1148,0.1197,2.6691,6.64E+03,98.076,14.10348,0,0,0.06,0.00E+00
4.7182,21.5862,0,1.727,0.790808,7.908079,7.91E+03,1001.4475,1.4397,1.4396,5.8787,10.2181,-0.218,2.0669,1.0207,0.0403,0,0.116,0.1209,2.663,6.64E+03,97.559,14.03481,0,0,0.06,0.00E+00
5.607,21.584,0,1.727,0.92864,9.2864,9.29E+03,1002.1191,2.1113,2.1113,6.5446,10.8784,-0.216,2.0669,1.0031,0.041,0,0.116,0.1197,2.6557,6.64E+03,96.979,13.95665,0,0,0.07,0.00E+00
6.4727,21.5815,0,1.739,1.0611,10.611001,1.06E+04,1002.7731,2.7653,2.7653,7.1929,11.5214,-0.212,2.0669,1.0031,0.0417,0,0.116,0.1197,2.6496,6.64E+03,96.453,13.88099,0,0,0.09,0.00E+00
7.1706,21.5789,0,1.713,1.166716,11.667159,1.17E+04,1003.3002,3.2925,3.2924,7.7156,12.0397,-0.208,2.0669,1.0031,0.0424,0,0.116,0.1197,2.6435,6.64E+03,95.923,13.82047,0,0,0.08,0.00E+00
7.7564,21.577,0,1.727,1.254675,12.546747,1.25E+04,1003.7426,3.7348,3.7348,8.1542,12.4747,-0.204,2.0669,1.0031,0.0431,0,0.116,0.1197,2.6361,6.64E+03,95.33,13.76979,0,0,0.1,0.00E+00
8.2692,21.5753,0,1.718,1.331175,13.311751,1.33E+04,1004.1297,4.122,4.122,8.5381,12.8554,-0.201,2.0669,1.0031,0.0437,0,0.116,0.1197,2.6288,6.64E+03,94.732,13.72559,0,0,0.09,0.00E+00
8.6827,21.5745,0,1.718,1.392546,13.925455,1.39E+04,1004.4417,4.434,4.4339,8.8474,13.1621,-0.196,2.0669,0.9855,0.0444,0,0.116,0.1184,2.6227,6.64E+03,94.192,13.6899,0,0,0.11,0.00E+00
9.3406,21.5744,0,1.713,1.489689,14.896888,1.49E+04,1004.9379,4.9302,4.9301,9.3393,13.65,-0.192,2.0669,0.9855,0.0451,0,0.116,0.1184,2.6154,6.64E+03,93.59,13.63307,0,0,0.1,0.00E+00
10.2255,21.5745,0,1.718,1.619349,16.193488,1.62E+04,1005.6051,5.5974,5.5973,10.0008,14.3059,-0.187,2.0669,1.0031,0.0458,0,0.116,0.1197,2.6093,6.64E+03,93.048,13.55691,0,0,0.11,0.00E+00
11.1505,21.5749,0,1.718,1.753752,17.537517,1.75E+04,1006.3025,6.2948,6.2947,10.6922,14.9915,-0.182,2.0669,1.0207,0.0465,0,0.116,0.1209,2.6032,6.64E+03,92.508,13.4777,0,0,0.12,0.00E+00
11.9725,21.5751,0,1.718,1.87227,18.7227,1.87E+04,1006.9222,6.9145,6.9145,11.3066,15.6008,-0.176,2.0669,1.0207,0.0472,0,0.116,0.1209,2.5958,6.64E+03,91.915,13.40773,0,0,0.14,0.00E+00
12.6658,21.5752,0,1.713,1.971597,19.715969,1.97E+04,1007.4449,7.4372,7.4372,11.8249,16.1148,-0.171,2.0669,1.0207,0.0479,0,0.116,0.1209,2.5897,6.64E+03,91.383,13.34902,0,0,0.12,0.00E+00
13.3206,21.5756,0,1.707,2.064923,20.649228,2.06E+04,1007.9386,7.931,7.9309,12.3144,16.6002,-0.166,2.0669,1.0382,0.0486,0,0.116,0.1221,2.5824,6.64E+03,90.791,13.29374,0,0,0.12,0.00E+00
13.964,21.5756,0,1.718,2.156155,21.56155,2.16E+04,1008.4239,8.4162,8.4161,12.7955,17.0774,-0.16,2.0669,1.0382,0.0493,0,0.116,0.1221,2.5775,6.64E+03,90.328,13.23973,0,0,0.14,0.00E+00
14.5099,21.5758,0,1.727,2.233219,22.332189,2.23E+04,1008.8355,8.8278,8.8278,13.2036,17.4821,-0.154,2.0669,1.0382,0.05,0,0.116,0.1221,2.5714,6.64E+03,89.82,13.19402,0,0,0.15,0.00E+00
14.8045,21.5758,0,1.718,2.274669,22.746691,2.27E+04,1009.0577,9.05,9.0499,13.4239,17.7006,-0.148,2.0669,1.0382,0.0507,0,0.116,0.1221,2.5653,6.64E+03,89.319,13.16946,0,0,0.16,0.00E+00
14.9696,21.5754,0,1.725,2.297857,22.978567,2.30E+04,1009.1824,9.1747,9.1746,13.5475,17.8232,-0.141,2.0669,1.0558,0.0514,0,0.116,0.1233,2.5592,6.64E+03,88.826,13.15578,0,0,0.16,0.00E+00
15.0488,21.5747,0,1.727,2.308929,23.08929,2.31E+04,1009.2422,9.2346,9.2345,13.6069,17.8821,-0.134,2.0669,1.0382,0.0521,0,0.116,0.1221,2.5543,6.64E+03,88.413,13.14936,0,0,0.16,0.00E+00
15.0411,21.5742,0,1.739,2.307833,23.07833,2.31E+04,1009.2366,9.2289,9.2288,13.6013,17.8765,-0.127,2.0669,1.0558,0.0528,0,0.116,0.1233,2.5495,6.64E+03,88.015,13.1501,0,0,0.18,0.00E+00
15.0058,21.5739,0,1.727,2.302861,23.028611,2.30E+04,1009.21,9.2023,9.2023,13.575,17.8504,-0.121,2.0669,1.0382,0.0535,0,0.116,0.1221,2.5433,6.64E+03,87.575,13.15311,0,0,0.15,0.00E+00
14.9649,21.5738,0,1.734,2.297116,22.971162,2.30E+04,1009.1792,9.1715,9.1714,13.5444,17.8201,-0.113,2.0669,1.0382,0.0542,0,0.116,0.1221,2.5397,6.64E+03,87.27,13.15653,0,0,0.18,0.00E+00
14.8999,21.5738,0,1.739,2.287982,22.879815,2.29E+04,1009.1302,9.1225,9.1224,13.4958,17.7719,-0.106,2.1334,1.0558,0.0549,0,0.1172,0.1233,2.5348,6.64E+03,86.921,13.16195,0,0,0.17,0.00E+00
14.8828,21.5738,0,1.748,2.285582,22.855824,2.29E+04,1009.1174,9.1096,9.1095,13.483,17.7592,-0.098,2.1334,1.0382,0.0556,0,0.1172,0.1221,2.5299,6.64E+03,86.589,13.16337,0,0,0.18,0.00E+00
14.8433,21.5735,0,1.758,2.280018,22.800179,2.28E+04,1009.0877,9.0799,9.0798,13.4535,17.73,-0.09,2.1334,1.0382,0.0563,0,0.1172,0.1221,2.525,6.64E+03,86.271,13.16673,0,0,0.19,0.00E+00
14.7482,21.5729,0,1.758,2.266626,22.666265,2.27E+04,1009.0161,9.0083,9.0082,13.3826,17.6596,-0.082,2.1334,1.0382,0.0569,0,0.1172,0.1221,2.5201,6.64E+03,85.963,13.17478,0,0,0.2,0.00E+00
14.7609,21.5726,0,1.755,2.268391,22.68391,2.27E+04,1009.0257,9.0179,9.0178,13.3921,17.6691,-0.074,2.1334,1.0207,0.0576,0,0.1172,0.1209,2.5165,6.64E+03,85.731,13.1738,0,0,0.19,0.00E+00
14.9144,21.5728,0,1.769,2.289969,22.899693,2.29E+04,1009.1415,9.1337,9.1336,13.5069,17.7829,-0.066,2.1334,1.0207,0.0583,0,0.1172,0.1209,2.5128,6.64E+03,85.519,13.16097,0,0,0.19,0.00E+00
15.0392,21.5729,0,1.779,2.307505,23.075048,2.31E+04,1009.2357,9.2278,9.2277,13.6002,17.8755,-0.057,2.1334,1.0207,0.059,0,0.1172,0.1209,2.5092,6.64E+03,85.317,13.15054,0,0,0.21,0.00E+00
15.1108,21.5734,0,1.789,2.317571,23.175706,2.32E+04,1009.2896,9.2817,9.2816,13.6537,17.9285,-0.049,2.1334,1.0207,0.0597,0,0.1172,0.1209,2.5043,6.64E+03,85.07,13.14449,0,0,0.2,0.00E+00
15.158,21.5738,0,1.786,2.324216,23.242163,2.32E+04,1009.3251,9.3172,9.3171,13.6889,17.9634,-0.04,2.1334,1.0207,0.0604,0,0.1172,0.1209,2.5006,6.64E+03,84.895,13.14046,0,0,0.21,0.00E+00
15.1608,21.574,0,1.8,2.324617,23.246171,2.32E+04,1009.3273,9.3193,9.3192,13.6909,17.9654,-0.031,2.1334,1.0382,0.0611,0,0.1172,0.1221,2.4957,6.64E+03,84.671,13.14019,0,0,0.21,0.00E+00
15.0948,21.5742,0,1.821,2.315367,23.153668,2.32E+04,1009.2775,9.2694,9.2693,13.6415,17.9164,-0.021,2.1334,1.0207,0.0618,0,0.1172,0.1209,2.4933,6.64E+03,84.581,13.14564,0,0,0.23,0.00E+00
14.9925,21.5742,0,1.81,2.301008,23.010081,2.30E+04,1009.2003,9.1922,9.1922,13.5649,17.8405,-0.013,2.1334,1.0207,0.0625,0,0.1172,0.1209,2.4896,6.64E+03,84.445,13.15415,0,0,0.2,0.00E+00
14.9496,21.5742,0,1.821,2.294995,22.949947,2.30E+04,1009.168,9.1599,9.1598,13.5329,17.8087,-0.004,2.1334,1.0207,0.0632,0,0.1172,0.1209,2.4847,6.64E+03,84.256,13.15771,0,0,0.22,0.00E+00
14.9368,21.5749,0,1.828,2.293227,22.93227,2.29E+04,1009.1582,9.1501,9.15,13.5231,17.799,0.005,2.1334,1.0207,0.0639,0,0.1172,0.1209,2.4811,6.64E+03,84.136,13.15863,0,0,0.21,0.00E+00
14.9019,21.5751,0,1.852,2.288337,22.88337,2.29E+04,1009.132,9.1237,9.1236,13.497,17.7731,0.015,2.1334,1.0031,0.0646,0,0.1172,0.1197,2.4774,6.64E+03,84.027,13.1615,0,0,0.24,0.00E+00
14.9149,21.5752,0,1.852,2.290163,22.901627,2.29E+04,1009.1417,9.1334,9.1334,13.5066,17.7826,0.025,2.1334,1.0031,0.0653,0,0.1172,0.1197,2.4737,6.64E+03,83.93,13.16038,0,0,0.23,0.00E+00
14.9544,21.5758,0,1.862,2.295746,22.957464,2.30E+04,1009.1714,9.1631,9.1631,13.5361,17.8118,0.034,2.1334,1.0207,0.066,0,0.1172,0.1209,2.4701,6.64E+03,83.841,13.15696,0,0,0.21,0.00E+00
14.9616,21.5766,0,1.88,2.296789,22.967886,2.30E+04,1009.1767,9.1683,9.1682,13.5412,17.8169,0.043,2.1334,1.0382,0.0667,0,0.1172,0.1221,2.4664,6.64E+03,83.755,13.15618,0,0,0.23,0.00E+00
14.9577,21.5773,0,1.883,2.296279,22.962789,2.30E+04,1009.1736,9.1652,9.1651,13.5381,17.8138,0.052,2.1334,1.0031,0.0674,0,0.1172,0.1197,2.4628,6.64E+03,83.677,13.15634,0,0,0.22,0.00E+00
14.9601,21.5775,0,1.904,2.296623,22.966235,2.30E+04,1009.1755,9.167,9.1669,13.5399,17.8155,0.062,2.1334,1.0207,0.0681,0,0.1172,0.1209,2.4579,6.64E+03,83.543,13.15611,0,0,0.23,0.00E+00
14.9787,21.5778,0,1.904,2.299256,22.992555,2.30E+04,1009.1894,9.181,9.1809,13.5537,17.8292,0.071,2.1334,1.0207,0.0688,0,0.1172,0.1209,2.4542,6.64E+03,83.47,13.15448,0,0,0.22,0.00E+00
15.0081,21.5776,0,1.925,2.303371,23.033715,2.30E+04,1009.2118,9.2032,9.2031,13.5758,17.8511,0.081,2.1334,1.0031,0.0694,0,0.1172,0.1197,2.4505,6.64E+03,83.403,13.1521,0,0,0.23,0.00E+00
15.0045,21.5775,0,1.932,2.302853,23.028525,2.30E+04,1009.209,9.2004,9.2004,13.573,17.8484,0.09,2.1334,1.0031,0.0701,0,0.1172,0.1197,2.4469,6.64E+03,83.338,13.15241,0,0,0.22,0.00E+00
14.9846,21.578,0,1.944,2.300093,23.000933,2.30E+04,1009.194,9.1854,9.1853,13.5581,17.8336,0.099,2.0669,1.0207,0.0708,0,0.116,0.1209,2.4432,6.64E+03,83.271,13.15395,0,0,0.22,0.00E+00
15.0099,21.5812,0,1.955,2.303791,23.037906,2.30E+04,1009.2123,9.2036,9.2035,13.5761,17.8514,0.108,2.0669,1.0207,0.0715,0,0.116,0.1209,2.4396,6.64E+03,83.206,13.15114,0,0,0.21,0.00E+00
