Sea-Bird SBE 9 Data File:,,,,,,,,,,,,,,,,,,,,,,,,,,
FileName = C:\Users\CTD\ctddata\SAV-17-06\0,01.hdr,,,,,,,,,,,,,,,,,,,,,,,,,
Software Version Seasave V 7.26.1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature SN = 6060,,,,,,,,,,,,,,,,,,,,,,,,,,
Conductivity SN = 1909,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Bytes Per Scan = 30,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Voltage Words = 4,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Scans Averaged by the Deck Unit =,1,,,,,,,,,,,,,,,,,,,,,,,,,
System UpLoad Time = Apr 20 2017 16:48:06,,,,,,,,,,,,,,,,,,,,,,,,,,
SBE 11plus V 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salinity, Practical [PSU]"," Temperature [ITS-90, deg C]", Voltage 0," Depth [salt water, m], lat0", Conductivity [S/m], Conductivity [mS/cm], Conductivity [uS/cm]," Density [density, kg/m^3]"," Density [sigma-theta,kg/m^3]"," Density [sigma-t, kg/m^3 ]"," Density [sigma-1, kg/m^3 ]"," Density [sigma-2, kg/m^3 ]", Descent Rate [m/s]," Fluorescence, WET LabsCDOM [mg/m^3]"," Fluorescence, WET LabsWETstar [mg/m^3]"," Time, Elapsed [minutes]", Voltage 1, Voltage 2, Voltage 3, Voltage 4," PAR/Irradiance, Biospherical/Licor"," Oxygen, SBE 43 [% saturation]", Nitrogen Saturation [mg/l], Bottles Fired, Bottle Position in Carousel, Acceleration [m/s^2],flag
35.8298,21.597,0,1.896,5.059311,50.593107,5.06E+04,1024.9695,24.9614,24.9613,29.204,33.3538,-0.163,1.602,0.8448,2.9715,0,0.1074,0.1087,2.7179,6.64E+03,102.926,11.52498,0,0,-0.12,0.00E+00
35.8301,21.5952,0,1.888,5.059143,50.591434,5.06E+04,1024.9702,24.962,24.9619,29.2047,33.3545,-0.168,1.602,0.8624,2.9722,0,0.1074,0.1099,2.7179,6.64E+03,102.925,11.52531,0,0,-0.12,0.00E+00
35.8302,21.5934,0,1.869,5.058972,50.58972,5.06E+04,1024.9707,24.9626,24.9625,29.2053,33.3552,-0.173,1.6684,0.8624,2.9729,0,0.1087,0.1099,2.7179,6.64E+03,102.925,11.52563,0,0,-0.13,0.00E+00
35.8311,21.5913,0,1.869,5.058866,50.588659,5.06E+04,1024.972,24.9639,24.9638,29.2066,33.3565,-0.177,1.6684,0.8624,2.9736,0,0.1087,0.1099,2.7179,6.64E+03,102.925,11.52595,0,0,-0.11,0.00E+00
35.8324,21.5896,0,1.848,5.05885,50.588496,5.06E+04,1024.9734,24.9654,24.9653,29.2082,33.358,-0.183,1.602,0.8976,2.9743,0,0.1074,0.1123,2.7179,6.64E+03,102.925,11.52618,0,0,-0.13,0.00E+00
35.8327,21.5892,0,1.834,5.05885,50.588496,5.06E+04,1024.9736,24.9657,24.9656,29.2085,33.3583,-0.188,1.6684,0.8976,2.975,0,0.1087,0.1123,2.7179,6.64E+03,102.924,11.52622,0,0,-0.13,0.00E+00
35.8323,21.5901,0,1.827,5.058882,50.588822,5.06E+04,1024.973,24.9651,24.965,29.2079,33.3578,-0.193,1.6684,0.88,2.9757,0,0.1087,0.1111,2.7179,6.64E+03,102.924,11.52609,0,0,-0.12,0.00E+00
35.8326,21.5905,0,1.806,5.058972,50.58972,5.06E+04,1024.9731,24.9653,24.9652,29.2081,33.3579,-0.198,1.6684,0.8976,2.9764,0,0.1087,0.1123,2.7179,6.64E+03,102.928,11.52599,0,0,-0.14,0.00E+00
35.8319,21.5908,0,1.796,5.058915,50.589149,5.06E+04,1024.9724,24.9647,24.9646,29.2074,33.3573,-0.204,1.6684,0.88,2.9771,0,0.1087,0.1111,2.7179,6.64E+03,102.928,11.52598,0,0,-0.14,0.00E+00
35.8296,21.5917,0,1.751,5.058715,50.587148,5.06E+04,1024.9702,24.9627,24.9626,29.2054,33.3553,-0.211,1.602,0.88,2.9778,0,0.1074,0.1111,2.7179,6.64E+03,102.928,11.52599,0,0,-0.17,0.00E+00
35.8252,21.5925,0,1.796,5.058254,50.582537,5.06E+04,1024.9668,24.9591,24.959,29.2019,33.3517,-0.215,1.602,0.8976,2.9785,0,0.1074,0.1123,2.7167,6.64E+03,102.868,11.52615,0,0,-0.09,0.00E+00
35.8209,21.5927,0,1.765,5.057727,50.577273,5.06E+04,1024.9633,24.9557,24.9556,29.1985,33.3484,-0.22,1.602,0.9152,2.9792,0,0.1074,0.1136,2.7179,6.64E+03,102.929,11.52643,0,0,-0.12,0.00E+00
35.8185,21.592,0,1.744,5.05736,50.5736,5.06E+04,1024.9617,24.9542,24.9541,29.197,33.3469,-0.225,1.602,0.8976,2.9799,0,0.1074,0.1123,2.7179,6.64E+03,102.929,11.52673,0,0,-0.12,0.00E+00
35.8182,21.5906,0,1.734,5.057172,50.571724,5.06E+04,1024.9618,24.9543,24.9542,29.1971,33.3471,-0.23,1.602,0.8624,2.9806,0,0.1074,0.1099,2.7179,6.64E+03,102.929,11.52702,0,0,-0.12,0.00E+00
35.8189,21.5899,0,1.73,5.057189,50.571887,5.06E+04,1024.9625,24.955,24.9549,29.1979,33.3478,-0.235,1.6684,0.8448,2.9813,0,0.1087,0.1087,2.7167,6.64E+03,102.869,11.52709,0,0,-0.11,0.00E+00
35.8186,21.5908,0,1.702,5.057238,50.572376,5.06E+04,1024.9619,24.9545,24.9544,29.1973,33.3473,-0.24,1.6684,0.8448,2.9819,0,0.1087,0.1087,2.7167,6.64E+03,102.865,11.52695,0,0,-0.13,0.00E+00
35.8168,21.5936,0,1.702,5.057311,50.57311,5.06E+04,1024.9598,24.9524,24.9523,29.1952,33.3451,-0.244,1.6684,0.8448,2.9826,0,0.1087,0.1087,2.7179,6.64E+03,102.923,11.52657,0,0,-0.1,0.00E+00
35.8155,21.5967,0,1.692,5.057466,50.57466,5.06E+04,1024.9578,24.9505,24.9504,29.1933,33.3432,-0.248,1.6684,0.8624,2.9833,0,0.1087,0.1099,2.7167,6.64E+03,102.863,11.52609,0,0,-0.1,0.00E+00
35.8134,21.6008,0,1.678,5.057625,50.576251,5.06E+04,1024.955,24.9478,24.9477,29.1905,33.3403,-0.252,1.6684,0.8448,2.984,0,0.1087,0.1087,2.7167,6.64E+03,102.86,11.52549,0,0,-0.09,0.00E+00
35.8113,21.605,0,1.662,5.057809,50.578086,5.06E+04,1024.9522,24.9451,24.945,29.1877,33.3375,-0.256,1.6684,0.8976,2.9847,0,0.1087,0.1123,2.7167,6.64E+03,102.857,11.52486,0,0,-0.1,0.00E+00
35.8096,21.6084,0,1.662,5.057947,50.579473,5.06E+04,1024.95,24.9428,24.9427,29.1854,33.3352,-0.259,1.602,0.88,2.9854,0,0.1074,0.1111,2.7167,6.64E+03,102.854,11.52436,0,0,-0.07,0.00E+00
35.8079,21.6118,0,1.65,5.058086,50.58086,5.06E+04,1024.9476,24.9405,24.9404,29.1831,33.3328,-0.262,1.6684,0.8976,2.9861,0,0.1087,0.1123,2.7167,6.64E+03,102.852,11.52385,0,0,-0.07,0.00E+00
35.8047,21.6157,0,1.641,5.058094,50.580941,5.06E+04,1024.9441,24.937,24.937,29.1796,33.3293,-0.264,1.602,0.88,2.9868,0,0.1074,0.1111,2.7167,6.64E+03,102.85,11.52336,0,0,-0.06,0.00E+00
35.8028,21.6181,0,1.638,5.05811,50.581104,5.06E+04,1024.942,24.9349,24.9348,29.1774,33.3271,-0.266,1.602,0.8976,2.9875,0,0.1074,0.1123,2.7167,6.64E+03,102.848,11.52305,0,0,-0.05,0.00E+00
35.8005,21.6204,0,1.631,5.058065,50.580655,5.06E+04,1024.9396,24.9326,24.9325,29.1751,33.3247,-0.268,1.6684,0.88,2.9882,0,0.1087,0.1111,2.7167,6.64E+03,102.846,11.52279,0,0,-0.04,0.00E+00
35.7997,21.6216,0,1.62,5.058082,50.580818,5.06E+04,1024.9386,24.9316,24.9315,29.1741,33.3237,-0.269,1.6684,0.8976,2.9889,0,0.1087,0.1123,2.7167,6.64E+03,102.844,11.52263,0,0,-0.01,0.00E+00
35.801,21.6209,0,1.62,5.058172,50.581715,5.06E+04,1024.9397,24.9328,24.9327,29.1752,33.3249,-0.269,1.602,0.8976,2.9896,0,0.1074,0.1123,2.7167,6.64E+03,102.842,11.52267,0,0,-0.01,0.00E+00
35.8047,21.6192,0,1.617,5.058457,50.584572,5.06E+04,1024.943,24.9361,24.936,29.1786,33.3282,-0.269,1.602,0.88,2.9903,0,0.1074,0.1111,2.7155,6.64E+03,102.779,11.52272,0,0,0.01,0.00E+00
35.809,21.6187,0,1.599,5.058943,50.589429,5.06E+04,1024.9464,24.9395,24.9394,29.182,33.3315,-0.269,1.602,0.88,2.991,0,0.1074,0.1111,2.7167,6.64E+03,102.835,11.5225,0,0,0,0.00E+00
35.8149,21.6183,0,1.61,5.059649,50.596489,5.06E+04,1024.951,24.9441,24.944,29.1865,33.3361,-0.268,1.6684,0.8448,2.9917,0,0.1087,0.1087,2.7167,6.64E+03,102.834,11.52213,0,0,0.03,0.00E+00
35.8212,21.6188,0,1.61,5.060498,50.604979,5.06E+04,1024.9557,24.9487,24.9486,29.1911,33.3407,-0.265,1.6684,0.88,2.9924,0,0.1087,0.1111,2.7167,6.64E+03,102.833,11.52157,0,0,0.06,0.00E+00
35.8267,21.6195,0,1.596,5.061257,50.612571,5.06E+04,1024.9596,24.9527,24.9526,29.1951,33.3445,-0.264,1.6684,0.88,2.9931,0,0.1087,0.1111,2.7167,6.64E+03,102.832,11.52105,0,0,0.04,0.00E+00
35.83,21.6209,0,1.61,5.061812,50.618122,5.06E+04,1024.9617,24.9548,24.9547,29.1971,33.3466,-0.259,1.6684,0.9152,2.9937,0,0.1087,0.1136,2.7167,6.64E+03,102.828,11.52055,0,0,0.1,0.00E+00
35.8308,21.6207,0,1.61,5.061906,50.619061,5.06E+04,1024.9625,24.9555,24.9554,29.1978,33.3473,-0.256,1.6684,0.9152,2.9944,0,0.1087,0.1136,2.7167,6.64E+03,102.827,11.52052,0,0,0.08,0.00E+00
35.829,21.6183,0,1.61,5.06142,50.614204,5.06E+04,1024.9618,24.9548,24.9547,29.1972,33.3467,-0.25,1.602,0.8976,2.9951,0,0.1074,0.1123,2.7155,6.64E+03,102.766,11.52111,0,0,0.14,0.00E+00
35.8268,21.6146,0,1.607,5.060763,50.607633,5.06E+04,1024.9611,24.9542,24.9541,29.1966,33.3461,-0.245,1.602,0.8976,2.9958,0,0.1074,0.1123,2.7167,6.64E+03,102.823,11.52194,0,0,0.12,0.00E+00
35.8244,21.6118,0,1.62,5.060167,50.601674,5.06E+04,1024.9601,24.9531,24.953,29.1956,33.3452,-0.239,1.5356,0.9152,2.9965,0,0.1062,0.1136,2.7155,6.64E+03,102.762,11.52264,0,0,0.15,0.00E+00
35.8243,21.6095,0,1.62,5.059914,50.599144,5.06E+04,1024.9607,24.9537,24.9536,29.1962,33.3458,-0.232,1.5356,0.88,2.9972,0,0.1062,0.1111,2.7167,6.64E+03,102.815,11.52307,0,0,0.17,0.00E+00
35.8285,21.6057,0,1.631,5.060049,50.600491,5.06E+04,1024.965,24.9579,24.9578,29.2005,33.3501,-0.224,1.602,0.8976,2.9979,0,0.1074,0.1123,2.7167,6.64E+03,102.816,11.52346,0,0,0.19,0.00E+00
35.8327,21.6018,0,1.638,5.060163,50.601635,5.06E+04,1024.9693,24.9622,24.9621,29.2048,33.3545,-0.215,1.602,0.8976,2.9986,0,0.1074,0.1123,2.7167,6.64E+03,102.816,11.52388,0,0,0.21,0.00E+00
35.8331,21.5996,0,1.662,5.05998,50.599799,5.06E+04,1024.9703,24.9632,24.9631,29.2058,33.3555,-0.205,1.6684,0.8976,2.9993,0,0.1087,0.1123,2.7155,6.64E+03,102.756,11.52427,0,0,0.25,0.00E+00
35.8347,21.5957,0,1.662,5.059772,50.597718,5.06E+04,1024.9726,24.9655,24.9654,29.2081,33.3579,-0.194,1.602,0.8976,3,0,0.1074,0.1123,2.7155,6.64E+03,102.753,11.52488,0,0,0.26,0.00E+00
35.8353,21.5924,0,1.671,5.059502,50.595025,5.06E+04,1024.974,24.9668,24.9667,29.2095,33.3593,-0.182,1.6684,0.8976,3.0007,0,0.1087,0.1123,2.7167,6.64E+03,102.812,11.52544,0,0,0.28,0.00E+00
35.8358,21.591,0,1.659,5.059421,50.594209,5.06E+04,1024.9748,24.9676,24.9675,29.2103,33.3602,-0.172,1.6684,0.9152,3.0014,0,0.1087,0.1136,2.7167,6.64E+03,102.813,11.52566,0,0,0.25,0.00E+00
35.8342,21.5915,0,1.734,5.059274,50.59274,5.06E+04,1024.9737,24.9662,24.9661,29.2089,33.3588,-0.157,1.602,0.88,3.0021,0,0.1074,0.1111,2.7167,6.64E+03,102.816,11.52568,0,0,0.37,0.00E+00
35.8311,21.5929,0,1.702,5.059029,50.59029,5.06E+04,1024.9708,24.9635,24.9634,29.2062,33.356,-0.143,1.6684,0.8624,3.0028,0,0.1087,0.1099,2.7167,6.64E+03,102.818,11.52566,0,0,0.32,0.00E+00
35.828,21.5927,0,1.734,5.058617,50.586169,5.06E+04,1024.9686,24.9611,24.961,29.2039,33.3537,-0.128,1.6684,0.8448,3.0035,0,0.1087,0.1087,2.7167,6.64E+03,102.82,11.52592,0,0,0.37,0.00E+00
35.8267,21.591,0,1.744,5.058274,50.582741,5.06E+04,1024.9682,24.9606,24.9605,29.2034,33.3533,-0.113,1.7348,0.88,3.0042,0,0.1099,0.1111,2.7167,6.64E+03,102.823,11.52633,0,0,0.37,0.00E+00
35.8241,21.5896,0,1.751,5.057805,50.578049,5.06E+04,1024.9666,24.9591,24.959,29.2019,33.3518,-0.097,1.6684,0.88,3.0049,0,0.1087,0.1111,2.7167,6.64E+03,102.825,11.52678,0,0,0.37,0.00E+00
35.8211,21.588,0,1.785,5.057266,50.572663,5.06E+04,1024.9649,24.9572,24.9571,29.2001,33.35,-0.08,1.6684,0.88,3.0056,0,0.1087,0.1111,2.7167,6.64E+03,102.828,11.52729,0,0,0.41,0.00E+00
35.8185,21.5876,0,1.796,5.056903,50.569031,5.06E+04,1024.9631,24.9553,24.9553,29.1982,33.3482,-0.063,1.6684,0.88,3.0063,0,0.1087,0.1111,2.7167,6.64E+03,102.831,11.52754,0,0,0.42,0.00E+00
35.8189,21.5887,0,1.817,5.057058,50.570582,5.06E+04,1024.9632,24.9553,24.9552,29.1982,33.3482,-0.045,1.602,0.88,3.0069,0,0.1074,0.1111,2.7179,6.64E+03,102.895,11.52732,0,0,0.42,0.00E+00
35.8227,21.5896,0,1.813,5.057625,50.576253,5.06E+04,1024.9658,24.958,24.9579,29.2008,33.3507,-0.028,1.6684,0.8624,3.0076,0,0.1087,0.1099,2.7179,6.64E+03,102.903,11.52689,0,0,0.42,0.00E+00
35.8258,21.5911,0,1.868,5.058184,50.581844,5.06E+04,1024.968,24.9599,24.9598,29.2027,33.3526,-0.008,1.602,0.88,3.0083,0,0.1074,0.1111,2.7167,6.64E+03,102.849,11.52637,0,0,0.47,0.00E+00
35.8258,21.5915,0,1.878,5.058229,50.582293,5.06E+04,1024.9679,24.9598,24.9597,29.2026,33.3525,0.011,1.602,0.8976,3.009,0,0.1074,0.1123,2.7167,6.64E+03,102.853,11.52629,0,0,0.46,0.00E+00
35.8249,21.5876,0,1.888,5.057711,50.577111,5.06E+04,1024.9684,24.9602,24.9601,29.2031,33.353,0.031,1.602,0.88,3.0097,0,0.1074,0.1111,2.7167,6.64E+03,102.856,11.52708,0,0,0.47,0.00E+00
35.8248,21.5847,0,1.92,5.057381,50.573806,5.06E+04,1024.9692,24.9609,24.9608,29.2038,33.3538,0.051,1.6684,0.8624,3.0104,0,0.1087,0.1099,2.7167,6.64E+03,102.86,11.52764,0,0,0.48,0.00E+00
35.8247,21.5831,0,1.927,5.057213,50.572134,5.06E+04,1024.9696,24.9613,24.9612,29.2042,33.3542,0.07,1.6684,0.8448,3.0111,0,0.1087,0.1087,2.7167,6.64E+03,102.863,11.52793,0,0,0.47,0.00E+00
35.8259,21.5815,0,1.961,5.057201,50.572012,5.06E+04,1024.9711,24.9627,24.9626,29.2056,33.3556,0.088,1.6684,0.8624,3.0118,0,0.1087,0.1099,2.7167,6.64E+03,102.868,11.52813,0,0,0.44,0.00E+00
35.8288,21.5808,0,1.97,5.057495,50.57495,5.06E+04,1024.9736,24.9651,24.965,29.208,33.358,0.109,1.6684,0.88,3.0125,0,0.1087,0.1111,2.7167,6.64E+03,102.867,11.52805,0,0,0.51,0.00E+00
35.8315,21.581,0,2.003,5.05785,50.5785,5.06E+04,1024.9757,24.9671,24.967,29.21,33.36,0.13,1.6684,0.8976,3.0132,0,0.1087,0.1123,2.7167,6.64E+03,102.872,11.52783,0,0,0.5,0.00E+00
35.8384,21.5752,0,2.022,5.058107,50.581072,5.06E+04,1024.9826,24.9739,24.9738,29.2169,33.3669,0.15,1.6684,0.8976,3.0139,0,0.1087,0.1123,2.7167,6.64E+03,102.876,11.52839,0,0,0.48,0.00E+00
35.847,21.5654,0,2.052,5.058165,50.581645,5.06E+04,1024.9921,24.9832,24.9831,29.2262,33.3764,0.17,1.6684,0.8976,3.0146,0,0.1087,0.1123,2.7167,6.64E+03,102.88,11.52958,0,0,0.49,0.00E+00
35.8495,21.5621,0,2.054,5.058132,50.581319,5.06E+04,1024.9949,24.986,24.9859,29.2291,33.3793,0.19,1.602,0.88,3.0153,0,0.1074,0.1111,2.7167,6.64E+03,102.881,11.53001,0,0,0.47,0.00E+00
35.849,21.5621,0,2.085,5.058067,50.580666,5.06E+04,1024.9947,24.9857,24.9856,29.2287,33.3789,0.209,1.602,0.88,3.016,0,0.1074,0.1111,2.7167,6.64E+03,102.881,11.53006,0,0,0.45,0.00E+00
35.8499,21.5595,0,2.095,5.057903,50.579035,5.06E+04,1024.9961,24.987,24.9869,29.2301,33.3803,0.227,1.602,0.8624,3.0167,0,0.1074,0.1099,2.7167,6.64E+03,102.886,11.53047,0,0,0.44,0.00E+00
35.8468,21.5597,0,2.116,5.05754,50.575403,5.06E+04,1024.9938,24.9847,24.9846,29.2278,33.378,0.245,1.602,0.8624,3.0174,0,0.1074,0.1099,2.7167,6.64E+03,102.887,11.53067,0,0,0.44,0.00E+00
35.8378,21.5654,0,2.147,5.05701,50.570098,5.06E+04,1024.9854,24.9762,24.9761,29.2193,33.3695,0.263,1.602,0.88,3.0181,0,0.1074,0.1111,2.7167,6.64E+03,102.888,11.53026,0,0,0.43,0.00E+00
35.8321,21.566,0,2.144,5.056353,50.563528,5.06E+04,1024.981,24.9717,24.9716,29.2148,33.365,0.279,1.6684,0.88,3.0187,0,0.1087,0.1111,2.7167,6.64E+03,102.888,11.53057,0,0,0.38,0.00E+00
35.8437,21.5476,0,2.177,5.055896,50.558962,5.06E+04,1024.9951,24.9857,24.9856,29.229,33.3794,0.296,1.6684,0.88,3.0194,0,0.1087,0.1111,2.7167,6.64E+03,102.888,11.53312,0,0,0.4,0.00E+00
35.8507,21.5353,0,2.189,5.055488,50.554884,5.06E+04,1025.0038,24.9944,24.9943,29.2379,33.3884,0.311,1.6684,0.88,3.0201,0,0.1087,0.1111,2.7167,6.64E+03,102.888,11.53489,0,0,0.36,0.00E+00
35.8476,21.5364,0,2.208,5.055211,50.55211,5.06E+04,1025.0013,24.9917,24.9916,29.2352,33.3857,0.325,1.6684,0.8976,3.0208,0,0.1087,0.1123,2.7167,6.64E+03,102.889,11.53491,0,0,0.35,0.00E+00
35.8471,21.5351,0,2.219,5.055011,50.550111,5.06E+04,1025.0013,24.9917,24.9916,29.2352,33.3858,0.339,1.6684,0.8624,3.0215,0,0.1087,0.1099,2.7167,6.64E+03,102.89,11.5352,0,0,0.32,0.00E+00
35.8545,21.5223,0,2.24,5.054591,50.545911,5.05E+04,1025.0106,25.0009,25.0008,29.2445,33.3952,0.352,1.6684,0.88,3.0222,0,0.1087,0.1111,2.7167,6.64E+03,102.89,11.53704,0,0,0.31,0.00E+00
35.8621,21.509,0,2.247,5.054155,50.541549,5.05E+04,1025.02,25.0103,25.0102,29.2541,33.405,0.363,1.6684,0.8976,3.0229,0,0.1087,0.1123,2.7167,6.64E+03,102.89,11.53895,0,0,0.27,0.00E+00
35.8608,21.506,0,2.26,5.053682,50.536817,5.05E+04,1025.02,25.0102,25.0101,29.2541,33.405,0.373,1.6684,0.8624,3.0236,0,0.1087,0.1099,2.7167,6.64E+03,102.891,11.5396,0,0,0.25,0.00E+00
35.8588,21.505,0,2.271,5.053323,50.533228,5.05E+04,1025.0188,25.009,25.0088,29.2528,33.4037,0.382,1.6684,0.88,3.0243,0,0.1087,0.1111,2.7167,6.64E+03,102.887,11.53994,0,0,0.22,0.00E+00
35.8582,21.5044,0,2.281,5.053192,50.531923,5.05E+04,1025.0185,25.0087,25.0085,29.2525,33.4035,0.39,1.6684,0.88,3.025,0,0.1087,0.1111,2.7167,6.64E+03,102.887,11.54008,0,0,0.17,0.00E+00
35.8568,21.5057,0,2.292,5.053143,50.531433,5.05E+04,1025.0171,25.0072,25.0071,29.2511,33.402,0.396,1.6684,0.8624,3.0257,0,0.1087,0.1099,2.7167,6.64E+03,102.888,11.53995,0,0,0.16,0.00E+00
35.8566,21.506,0,2.312,5.053164,50.531637,5.05E+04,1025.017,25.007,25.0069,29.2509,33.4018,0.403,1.6684,0.8976,3.0264,0,0.1087,0.1123,2.7167,6.64E+03,102.889,11.5399,0,0,0.15,0.00E+00
35.8605,21.5053,0,2.299,5.053576,50.535757,5.05E+04,1025.0201,25.0102,25.0101,29.254,33.4049,0.405,1.7348,0.88,3.0271,0,0.1099,0.1111,2.7167,6.64E+03,102.889,11.53975,0,0,0.07,0.00E+00
35.8645,21.5092,0,2.323,5.054481,50.544813,5.05E+04,1025.0222,25.0122,25.012,29.2559,33.4067,0.409,1.6684,0.8448,3.0278,0,0.1087,0.1087,2.7167,6.64E+03,102.89,11.53874,0,0,0.08,0.00E+00
35.8662,21.5142,0,2.333,5.05522,50.552196,5.06E+04,1025.0221,25.012,25.0119,29.2557,33.4064,0.411,1.6684,0.88,3.0285,0,0.1087,0.1111,2.7167,6.64E+03,102.89,11.53768,0,0,0.05,0.00E+00
35.8632,21.5188,0,2.323,5.055326,50.553256,5.06E+04,1025.0185,25.0085,25.0084,29.2521,33.4028,0.411,1.6684,0.88,3.0292,0,0.1087,0.1111,2.7167,6.64E+03,102.886,11.53705,0,0,0,0.00E+00
35.859,21.5214,0,2.344,5.055077,50.550767,5.06E+04,1025.0147,25.0046,25.0045,29.2482,33.3989,0.41,1.602,0.8976,3.0299,0,0.1074,0.1123,2.7167,6.64E+03,102.887,11.53687,0,0,-0.02,0.00E+00
35.8579,21.5231,0,2.344,5.055113,50.551134,5.06E+04,1025.0134,25.0032,25.0031,29.2468,33.3975,0.408,1.602,0.9152,3.0306,0,0.1074,0.1136,2.7167,6.64E+03,102.883,11.53663,0,0,-0.04,0.00E+00
35.8577,21.5265,0,2.341,5.05544,50.554397,5.06E+04,1025.0123,25.0022,25.0021,29.2457,33.3963,0.405,1.602,0.8976,3.0313,0,0.1074,0.1123,2.7167,6.64E+03,102.883,11.53603,0,0,-0.09,0.00E+00
35.8505,21.538,0,2.353,5.055737,50.557373,5.06E+04,1025.0036,24.9935,24.9934,29.2369,33.3874,0.4,1.602,0.8976,3.0319,0,0.1074,0.1123,2.7167,6.64E+03,102.884,11.53442,0,0,-0.1,0.00E+00
35.841,21.5502,0,2.353,5.055831,50.558309,5.06E+04,1024.993,24.9829,24.9827,29.2262,33.3765,0.395,1.602,0.8976,3.0326,0,0.1074,0.1123,2.7167,6.64E+03,102.884,11.53284,0,0,-0.13,0.00E+00
35.8345,21.5567,0,2.344,5.055696,50.556962,5.06E+04,1024.9863,24.9762,24.976,29.2194,33.3697,0.389,1.6684,0.88,3.0333,0,0.1087,0.1111,2.7167,6.64E+03,102.88,11.53212,0,0,-0.15,0.00E+00
35.8317,21.5602,0,2.353,5.055704,50.557043,5.06E+04,1024.9832,24.973,24.9729,29.2162,33.3665,0.381,1.6684,0.88,3.034,0,0.1087,0.1111,2.7167,6.64E+03,102.876,11.53167,0,0,-0.18,0.00E+00
35.8319,21.5647,0,2.363,5.056214,50.562142,5.06E+04,1024.9822,24.972,24.9718,29.2151,33.3653,0.373,1.602,0.8624,3.0347,0,0.1074,0.1099,2.7167,6.64E+03,102.876,11.53081,0,0,-0.19,0.00E+00
35.834,21.5679,0,2.344,5.056802,50.568017,5.06E+04,1024.9828,24.9726,24.9725,29.2157,33.3659,0.362,1.602,0.8273,3.0354,0,0.1074,0.1074,2.7167,6.64E+03,102.876,11.53008,0,0,-0.28,0.00E+00
35.8309,21.571,0,2.351,5.056745,50.567445,5.06E+04,1024.9796,24.9694,24.9693,29.2125,33.3626,0.353,1.602,0.8624,3.0361,0,0.1074,0.1099,2.7155,6.64E+03,102.815,11.52972,0,0,-0.2,0.00E+00
35.8225,21.5748,0,2.353,5.056075,50.560753,5.06E+04,1024.9721,24.962,24.9618,29.205,33.3551,0.342,1.602,0.8448,3.0368,0,0.1074,0.1087,2.7167,6.64E+03,102.872,11.52964,0,0,-0.28,0.00E+00
35.8153,21.5777,0,2.344,5.055476,50.554755,5.06E+04,1024.9658,24.9557,24.9555,29.1987,33.3488,0.33,1.602,0.8624,3.0375,0,0.1074,0.1099,2.7167,6.64E+03,102.872,11.52963,0,0,-0.28,0.00E+00
35.8118,21.5787,0,2.344,5.055145,50.551451,5.06E+04,1024.9628,24.9527,24.9526,29.1958,33.3459,0.317,1.602,0.88,3.0382,0,0.1074,0.1111,2.7167,6.64E+03,102.871,11.52969,0,0,-0.3,0.00E+00
35.8108,21.5789,0,2.332,5.055047,50.550472,5.06E+04,1024.962,24.952,24.9518,29.195,33.3452,0.303,1.602,0.8976,3.0389,0,0.1074,0.1123,2.7167,6.64E+03,102.871,11.52973,0,0,-0.35,0.00E+00
35.8121,21.5789,0,2.332,5.05521,50.552103,5.06E+04,1024.963,24.953,24.9528,29.196,33.3461,0.289,1.602,0.88,3.0396,0,0.1074,0.1111,2.7167,6.64E+03,102.871,11.52963,0,0,-0.33,0.00E+00
35.817,21.5782,0,2.32,5.055753,50.55753,5.06E+04,1024.9669,24.9569,24.9567,29.1999,33.35,0.274,1.602,0.8976,3.0403,0,0.1074,0.1123,2.7167,6.64E+03,102.871,11.5294,0,0,-0.36,0.00E+00
35.8185,21.5789,0,2.323,5.056002,50.560018,5.06E+04,1024.9678,24.9578,24.9576,29.2008,33.3509,0.259,1.5356,0.8624,3.041,0,0.1062,0.1099,2.7167,6.64E+03,102.875,11.52917,0,0,-0.36,0.00E+00
35.8173,21.5803,0,2.312,5.056002,50.560018,5.06E+04,1024.9665,24.9565,24.9564,29.1995,33.3496,0.242,1.5356,0.8624,3.0417,0,0.1062,0.1099,2.7167,6.64E+03,102.879,11.529,0,0,-0.41,0.00E+00
35.8187,21.5815,0,2.302,5.056308,50.563078,5.06E+04,1024.9671,24.9572,24.9571,29.2002,33.3502,0.226,1.5356,0.8624,3.0424,0,0.1062,0.1099,2.7167,6.64E+03,102.879,11.52866,0,0,-0.37,0.00E+00
35.8241,21.5817,0,2.292,5.05701,50.570096,5.06E+04,1024.9712,24.9613,24.9612,29.2042,33.3543,0.21,1.5356,0.88,3.0431,0,0.1062,0.1111,2.7167,6.64E+03,102.879,11.52823,0,0,-0.4,0.00E+00
35.8319,21.5808,0,2.281,5.057895,50.57895,5.06E+04,1024.9773,24.9675,24.9673,29.2104,33.3604,0.192,1.5356,0.88,3.0438,0,0.1062,0.1111,2.7167,6.64E+03,102.879,11.52783,0,0,-0.42,0.00E+00
