cruise_name,Profile_ID,Canister,Station,Latitude,Longitude,depth,date_local,In_water_time_local,In_water_DateTime_UTC,particles_per_L,bin_0_0_to_0_5,bin_gt_0_5_to_1_0,bin_gt_1_0_to_1_5,bin_gt_1_5_to_2_0,bin_gt_2_0_to_2_5,bin_gt_2_5_to_3_0,bin_gt_3_0_to_3_5,bin_gt_3_5_to_4_0,bin_gt_4_0_to_4_5,bin_gt_4_5
IVARS 4-2,2005-01-30,,Xip,-77.668,180,575.63,2005-01-30,,,0.37,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-30,,Xip,-77.668,180,560.88,2005-01-30,,,0.74,0.0,0.0,0.0,0.37,0.0,0.0,0.37,0.0,0.0,0.0
IVARS 4-2,2005-01-30,,Xip,-77.668,180,546.07,2005-01-30,,,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-30,,Xip,-77.668,180,82.54,2005-01-30,,,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-30,,Xip,-77.668,180,72.54,2005-01-30,,,2.21,0.0,0.37,0.0,1.11,0.0,0.74,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-30,,Xip,-77.668,180,67.31,2005-01-30,,,2.21,0.0,0.0,0.0,1.47,0.37,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-30,,Xip,-77.668,180,62.97,2005-01-30,,,2.58,0.0,0.0,0.74,0.37,0.74,0.37,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,70.36,2005-01-29,07:22:00,2005-01-28T18:22Z,17.7,0.0,0.0,2.95,5.9,4.06,2.21,0.74,1.47,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,72.18,2005-01-29,07:22:00,2005-01-28T18:22Z,20.65,0.0,0.0,3.32,5.9,7.01,2.58,1.11,0.37,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,74.67,2005-01-29,07:22:00,2005-01-28T18:22Z,30.97,0.0,0.37,9.59,8.48,6.27,3.69,2.21,0.0,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,75.69,2005-01-29,07:22:00,2005-01-28T18:22Z,43.88,0.0,0.74,7.01,13.64,8.11,9.59,1.84,2.21,0.37,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,77.24,2005-01-29,07:22:00,2005-01-28T18:22Z,29.13,0.0,1.11,5.16,7.37,6.64,6.64,2.21,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,79.51,2005-01-29,07:22:00,2005-01-28T18:22Z,27.66,0.0,1.11,5.53,8.48,5.9,4.06,1.47,0.37,0.74,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,80.98,2005-01-29,07:22:00,2005-01-28T18:22Z,27.29,0.0,1.47,7.01,7.74,5.53,3.69,1.11,0.37,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,82.77,2005-01-29,07:22:00,2005-01-28T18:22Z,32.45,0.0,0.37,3.69,8.11,9.96,5.53,2.21,1.47,1.11,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,84.45,2005-01-29,07:22:00,2005-01-28T18:22Z,21.39,0.0,0.74,8.11,4.06,2.95,3.32,1.47,0.0,0.37,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,86.33,2005-01-29,07:22:00,2005-01-28T18:22Z,12.91,0.0,0.37,1.84,2.21,4.42,1.47,1.11,1.11,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,87.82,2005-01-29,07:22:00,2005-01-28T18:22Z,10.32,0.0,0.37,2.58,2.21,2.58,1.11,1.11,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,89.45,2005-01-29,07:22:00,2005-01-28T18:22Z,11.43,0.0,0.0,2.95,1.84,1.84,2.95,1.84,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,91.53,2005-01-29,07:22:00,2005-01-28T18:22Z,21.76,0.0,0.37,2.95,6.27,3.69,3.32,2.21,2.58,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,93.56,2005-01-29,07:22:00,2005-01-28T18:22Z,21.76,0.0,0.0,5.53,4.06,5.16,3.69,1.11,1.47,0.0,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,95.28,2005-01-29,07:22:00,2005-01-28T18:22Z,24.34,0.0,0.0,2.58,5.53,4.79,3.69,2.21,2.95,1.11,1.47
IVARS 4-2,2005-01-29,,Cal,-77,172.8,96.71,2005-01-29,07:22:00,2005-01-28T18:22Z,16.96,0.0,0.0,2.58,0.37,2.95,4.06,2.58,1.84,1.47,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,98.62,2005-01-29,07:22:00,2005-01-28T18:22Z,20.65,0.0,0.0,2.58,2.95,3.69,3.69,2.95,2.58,1.11,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,100.43,2005-01-29,07:22:00,2005-01-28T18:22Z,13.27,0.0,0.0,1.11,3.32,2.21,1.11,2.58,1.84,0.0,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,101.78,2005-01-29,07:22:00,2005-01-28T18:22Z,13.27,0.0,0.37,0.74,1.84,2.21,2.95,2.58,0.74,1.47,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,103.77,2005-01-29,07:22:00,2005-01-28T18:22Z,12.17,0.0,0.37,2.95,3.32,1.11,2.58,0.0,1.47,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,105.29,2005-01-29,07:22:00,2005-01-28T18:22Z,10.69,0.0,0.0,0.74,0.37,2.58,1.11,1.84,1.11,1.47,1.47
IVARS 4-2,2005-01-29,,Cal,-77,172.8,107.21,2005-01-29,07:22:00,2005-01-28T18:22Z,14.75,0.0,0.0,2.21,0.74,2.95,1.11,4.06,1.11,0.74,1.84
IVARS 4-2,2005-01-29,,Cal,-77,172.8,109.01,2005-01-29,07:22:00,2005-01-28T18:22Z,16.96,0.0,0.37,0.37,1.47,2.21,2.21,3.32,2.21,2.95,1.84
IVARS 4-2,2005-01-29,,Cal,-77,172.8,110.44,2005-01-29,07:22:00,2005-01-28T18:22Z,11.43,0.0,0.0,2.21,1.11,1.11,0.74,3.32,1.47,0.74,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,112.53,2005-01-29,07:22:00,2005-01-28T18:22Z,17.33,0.0,0.0,2.58,2.21,1.47,2.21,4.79,2.58,0.74,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,113.67,2005-01-29,07:22:00,2005-01-28T18:22Z,11.06,0.0,0.0,0.37,2.95,2.21,1.47,2.21,1.11,0.37,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,115.72,2005-01-29,07:22:00,2005-01-28T18:22Z,12.54,0.0,0.37,0.74,0.37,1.84,3.32,1.84,2.95,0.37,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,117.19,2005-01-29,07:22:00,2005-01-28T18:22Z,9.59,0.0,0.37,1.84,1.84,1.11,0.74,1.11,0.37,0.37,1.84
IVARS 4-2,2005-01-29,,Cal,-77,172.8,118.94,2005-01-29,07:22:00,2005-01-28T18:22Z,7.01,0.0,0.0,0.74,1.47,0.74,2.95,0.37,0.0,0.74,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,120.92,2005-01-29,07:22:00,2005-01-28T18:22Z,10.32,0.0,0.0,1.11,0.74,0.74,2.21,0.37,2.21,1.11,1.84
IVARS 4-2,2005-01-29,,Cal,-77,172.8,122.19,2005-01-29,07:22:00,2005-01-28T18:22Z,7.01,0.0,0.0,0.74,0.37,0.0,0.0,2.58,1.84,0.74,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,123.86,2005-01-29,07:22:00,2005-01-28T18:22Z,8.11,0.0,0.0,0.0,0.37,1.11,0.37,1.47,0.37,2.95,1.47
IVARS 4-2,2005-01-29,,Cal,-77,172.8,125.45,2005-01-29,07:22:00,2005-01-28T18:22Z,11.06,0.0,0.0,2.21,0.74,0.74,2.21,1.11,1.11,1.84,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,127.33,2005-01-29,07:22:00,2005-01-28T18:22Z,7.74,0.0,0.37,1.47,0.74,1.11,1.11,0.0,1.11,1.47,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,128.82,2005-01-29,07:22:00,2005-01-28T18:22Z,15.86,0.0,0.37,1.11,1.84,0.74,3.69,3.69,1.11,0.74,2.58
IVARS 4-2,2005-01-29,,Cal,-77,172.8,130.96,2005-01-29,07:22:00,2005-01-28T18:22Z,12.91,0.0,0.37,0.74,1.47,2.21,1.84,2.21,1.84,1.47,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,132.24,2005-01-29,07:22:00,2005-01-28T18:22Z,11.43,0.0,0.0,0.74,0.74,1.47,1.84,3.32,0.37,2.58,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,134.49,2005-01-29,07:22:00,2005-01-28T18:22Z,7.37,0.0,0.0,0.74,0.37,0.0,1.84,2.21,0.37,0.74,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,135.75,2005-01-29,07:22:00,2005-01-28T18:22Z,5.9,0.0,0.0,0.37,0.0,0.74,1.84,0.37,1.11,0.74,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,137.42,2005-01-29,07:22:00,2005-01-28T18:22Z,5.53,0.0,0.0,0.37,1.47,0.37,0.74,0.37,0.74,1.11,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,139.09,2005-01-29,07:22:00,2005-01-28T18:22Z,5.53,0.0,0.0,0.74,1.47,0.37,0.74,0.37,1.47,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,140.71,2005-01-29,07:22:00,2005-01-28T18:22Z,4.79,0.0,0.0,0.0,0.0,0.74,1.11,0.74,1.47,0.0,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,142.66,2005-01-29,07:22:00,2005-01-28T18:22Z,4.79,0.0,0.0,0.0,0.74,0.37,0.74,0.0,1.11,0.74,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,144.11,2005-01-29,07:22:00,2005-01-28T18:22Z,4.79,0.0,0.0,0.0,0.37,0.74,0.74,0.0,0.74,0.37,1.84
IVARS 4-2,2005-01-29,,Cal,-77,172.8,145.77,2005-01-29,07:22:00,2005-01-28T18:22Z,4.42,0.0,0.37,0.0,0.37,0.37,0.37,0.37,0.74,0.74,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,147.15,2005-01-29,07:22:00,2005-01-28T18:22Z,4.42,0.0,0.0,0.37,0.37,0.37,0.0,0.74,0.37,0.74,1.47
IVARS 4-2,2005-01-29,,Cal,-77,172.8,149.14,2005-01-29,07:22:00,2005-01-28T18:22Z,3.69,0.0,0.0,0.0,0.37,0.37,0.74,0.74,0.37,0.74,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,151.0,2005-01-29,07:22:00,2005-01-28T18:22Z,1.11,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,152.58,2005-01-29,07:22:00,2005-01-28T18:22Z,1.47,0.0,0.0,0.37,0.37,0.0,0.74,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,154.12,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,155.93,2005-01-29,07:22:00,2005-01-28T18:22Z,2.95,0.0,0.37,0.0,0.0,0.0,0.0,1.11,0.37,0.0,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,159.32,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,161.0,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,162.77,2005-01-29,07:22:00,2005-01-28T18:22Z,1.11,0.0,0.0,0.0,0.37,0.0,0.0,0.74,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,165.8,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,168.59,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,174.14,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,175.73,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,179.07,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,180.72,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,182.13,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,187.49,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,193.78,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,205.52,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,260.93,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,262.77,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,290.89,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,311.92,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,336.75,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,386.97,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,434.07,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,464.42,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,513.36,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,527.26,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,530.48,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,545.86,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,561.02,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,569.84,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,570.88,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,572.89,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,575.84,2005-01-29,07:22:00,2005-01-28T18:22Z,1.47,0.0,0.0,0.74,0.37,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,577.69,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.37,0.0,0.37,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,585.96,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,589.34,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,596.04,2005-01-29,07:22:00,2005-01-28T18:22Z,1.11,0.0,0.0,0.0,0.0,0.37,0.74,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,597.59,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,604.09,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,603.66,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,597.45,2005-01-29,07:22:00,2005-01-28T18:22Z,1.11,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,588.47,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,583.84,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,574.15,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,565.56,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,556.71,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,538.15,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,527.26,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,462.32,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,452.29,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,245.6,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,191.03,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,173.24,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,168.76,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,163.58,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,159.03,2005-01-29,07:22:00,2005-01-28T18:22Z,1.11,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.37,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,154.33,2005-01-29,07:22:00,2005-01-28T18:22Z,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,149.75,2005-01-29,07:22:00,2005-01-28T18:22Z,0.74,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,145.34,2005-01-29,07:22:00,2005-01-28T18:22Z,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.74,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,140.66,2005-01-29,07:22:00,2005-01-28T18:22Z,4.06,0.0,0.0,0.37,0.0,0.37,0.74,0.74,0.74,0.37,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,136.13,2005-01-29,07:22:00,2005-01-28T18:22Z,7.01,0.0,0.74,1.11,0.74,1.47,0.37,1.47,0.37,0.37,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,131.48,2005-01-29,07:22:00,2005-01-28T18:22Z,8.48,0.0,0.74,0.37,1.11,1.11,0.37,1.47,1.11,1.11,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,127.59,2005-01-29,07:22:00,2005-01-28T18:22Z,6.64,0.0,0.0,0.74,1.11,0.37,1.11,1.47,0.74,0.37,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,122.82,2005-01-29,07:22:00,2005-01-28T18:22Z,3.69,0.0,0.0,0.0,0.0,0.37,1.47,0.74,0.37,0.74,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,117.94,2005-01-29,07:22:00,2005-01-28T18:22Z,7.74,0.0,0.0,0.0,0.37,1.84,2.58,1.47,0.37,0.37,0.74
IVARS 4-2,2005-01-29,,Cal,-77,172.8,113.07,2005-01-29,07:22:00,2005-01-28T18:22Z,8.48,0.0,0.0,0.0,0.37,0.37,1.84,1.84,1.47,1.47,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,108.48,2005-01-29,07:22:00,2005-01-28T18:22Z,8.85,0.0,0.0,1.11,0.74,0.74,2.21,0.74,1.84,0.37,1.11
IVARS 4-2,2005-01-29,,Cal,-77,172.8,103.91,2005-01-29,07:22:00,2005-01-28T18:22Z,7.37,0.0,0.0,2.21,1.11,0.37,1.84,1.11,0.74,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,99.09,2005-01-29,07:22:00,2005-01-28T18:22Z,10.69,0.0,0.0,0.37,1.11,1.84,2.21,2.21,0.74,0.74,1.47
IVARS 4-2,2005-01-29,,Cal,-77,172.8,94.49,2005-01-29,07:22:00,2005-01-28T18:22Z,14.01,0.0,0.37,1.11,2.95,3.32,1.84,2.21,1.11,0.74,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,89.68,2005-01-29,07:22:00,2005-01-28T18:22Z,8.11,0.0,0.0,0.74,3.69,0.74,1.47,0.74,0.37,0.37,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,84.86,2005-01-29,07:22:00,2005-01-28T18:22Z,8.85,0.0,0.37,2.21,2.95,1.47,0.74,0.0,0.74,0.0,0.37
IVARS 4-2,2005-01-29,,Cal,-77,172.8,80.23,2005-01-29,07:22:00,2005-01-28T18:22Z,18.44,0.0,0.0,1.84,4.06,4.06,3.69,3.32,0.74,0.74,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,75.75,2005-01-29,07:22:00,2005-01-28T18:22Z,7.74,0.0,0.0,0.37,1.11,1.84,2.58,1.47,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,71.02,2005-01-29,07:22:00,2005-01-28T18:22Z,10.32,0.0,0.0,4.79,1.84,2.21,1.47,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,65.83,2005-01-29,07:22:00,2005-01-28T18:22Z,9.96,0.0,0.0,1.47,2.58,4.06,1.11,0.37,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,61.45,2005-01-29,07:22:00,2005-01-28T18:22Z,7.37,0.0,0.0,1.47,3.69,1.84,0.37,0.0,0.0,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,56.97,2005-01-29,07:22:00,2005-01-28T18:22Z,6.27,0.0,0.37,2.58,1.47,0.74,0.74,0.0,0.37,0.0,0.0
IVARS 4-2,2005-01-29,,Cal,-77,172.8,51.88,2005-01-29,07:22:00,2005-01-28T18:22Z,8.11,0.0,0.0,1.11,3.32,1.84,1.84,0.0,0.0,0.0,0.0
IVARS 4-2,2005-02-01,,53,-76.41,171.784,60.32,2005-02-01,20:58:00,2005-02-01T07:58Z,35.03,0.0,1.11,9.59,9.96,8.48,2.58,1.84,1.11,0.37,0.0
IVARS 4-2,2005-02-01,,53,-76.41,171.784,61.81,2005-02-01,20:58:00,2005-02-01T07:58Z,43.51,0.0,0.37,7.74,10.32,12.17,6.27,1.47,2.58,1.84,0.74
