Date,Time,conductivity,temperature,pressure,dissolvedosaturation,chlorophylla,salinity,scan
4/16/18,9:52:07,42.14276033,15.86173113,0.99474304,98.52999618,5.065121811,33.54968036,1115
4/16/18,9:52:07,42.14403921,15.86238196,0.996167934,98.53906509,5.128795019,33.55026526,1116
4/16/18,9:52:08,42.14511384,15.86313251,1.011605911,98.55565898,5.193538755,33.5505785,1117
4/16/18,9:52:08,42.14676315,15.86288058,1.025626321,98.54612053,5.181297488,33.55225382,1118
4/16/18,9:52:08,42.14770803,15.86670158,1.035630106,98.60557172,5.14471332,33.54984919,1119
4/16/18,9:52:08,42.14928275,15.86608749,1.067955089,98.55091401,5.148948892,33.5517582,1120
4/16/18,9:52:08,42.15159906,15.86563086,1.093397841,98.60302682,5.109804764,33.55419592,1121
4/16/18,9:52:08,42.15367438,15.86721069,1.115992944,98.59033484,5.113155985,33.55469283,1122
4/16/18,9:52:09,42.15478633,15.86734715,1.122860328,98.61641199,5.142898076,33.55556338,1123
4/16/18,9:52:09,42.15187564,15.86822892,1.14602801,98.58025791,5.140058846,33.55221782,1124
4/16/18,9:52:09,42.15092977,15.86906345,1.166914219,98.55604681,5.157559669,33.55066074,1125
4/16/18,9:52:09,42.15280135,15.86988748,1.184929374,98.6594299,5.176829193,33.55161933,1126
4/16/18,9:52:09,42.15372744,15.87453247,1.203224081,98.61412452,5.18916355,33.54849628,1127
4/16/18,9:52:09,42.15374558,15.8795606,1.209804613,98.63763732,5.216112956,33.54424616,1128
4/16/18,9:52:10,42.15202138,15.88111942,1.222670062,98.66442219,5.223932472,33.54138665,1129
4/16/18,9:52:10,42.15064976,15.88107218,1.222968518,98.6374325,5.18092513,33.54020712,1130
4/16/18,9:52:10,42.15305914,15.88006446,1.233540659,98.66520649,5.127910668,33.54319954,1131
4/16/18,9:52:10,42.15489461,15.88022191,1.214975143,98.71377354,5.074104946,33.54470505,1132
4/16/18,9:52:10,42.1568967,15.88106168,1.203249612,98.67710298,5.115902125,33.54577753,1133
4/16/18,9:52:10,42.15945489,15.87913546,1.194959441,98.70062758,5.204244046,33.54968858,1134
4/16/18,9:52:11,42.15932545,15.880815,1.179529658,98.72399003,5.298590239,33.54815516,1135
4/16/18,9:52:11,42.15852843,15.88041086,1.180103398,98.7540667,5.207641812,33.54778902,1136
4/16/18,9:52:11,42.15884406,15.87887829,1.162093442,98.77185449,5.13205315,33.54937618,1137
4/16/18,9:52:11,42.15888106,15.87684709,1.168682003,98.82282738,5.139081407,33.55112913,1138
4/16/18,9:52:11,42.15880686,15.87776034,1.169247708,98.85251077,5.107105168,33.55028843,1139
4/16/18,9:52:11,42.15856654,15.87723549,1.144948121,98.90482632,5.085508408,33.55052918,1140
4/16/18,9:52:12,42.1579363,15.87491562,1.150674414,98.94289985,5.073872222,33.55193409,1141
4/16/18,9:52:12,42.15991985,15.87265348,1.144380526,98.95494168,5.102497239,33.55561915,1142
4/16/18,9:52:12,42.15927128,15.87399187,1.135244881,98.9891271,5.08159865,33.55391063,1143
4/16/18,9:52:12,42.15941966,15.87506258,1.129525916,98.98161946,5.010292104,33.5531366,1144
4/16/18,9:52:12,42.15804811,15.87113664,1.134106381,99.0052653,4.956532926,33.55524526,1145
4/16/18,9:52:12,42.15715852,15.87139907,1.128962102,98.99622785,4.946479262,33.55423351,1146
4/16/18,9:52:13,42.15838218,15.87354574,1.112389822,99.16704545,4.974359563,33.55350717,1147
4/16/18,9:52:13,42.15956809,15.87599683,1.122112673,99.13077677,5.000052261,33.55247904,1148
4/16/18,9:52:13,42.15988265,15.88343402,1.129820112,99.16218679,4.993489452,33.54644886,1149
4/16/18,9:52:13,42.16095737,15.88221636,1.145279423,99.17385842,4.979200216,33.5484309,1150
4/16/18,9:52:13,42.16119846,15.87657417,1.150430559,99.19005154,4.997771568,33.55342822,1151
4/16/18,9:52:13,42.16436826,15.87654793,1.141283094,99.19132347,5.040825455,33.55627257,1152
4/16/18,9:52:14,42.16338633,15.88012744,1.116980919,99.22323515,5.051996193,33.55237278,1153
4/16/18,9:52:14,42.16416522,15.8884936,1.085814213,99.26064503,5.038963665,33.54598307,1154
4/16/18,9:52:14,42.16533392,15.88537598,1.052946162,99.25268267,5.039056755,33.54967801,1155
4/16/18,9:52:14,42.16529836,15.88337104,0.997200459,99.32735738,5.020299224,33.55136794,1156
4/16/18,9:52:14,42.16435412,15.88330806,0.9548767,99.3249834,5.112969806,33.55059811,1157
4/16/18,9:52:14,42.16461462,15.88258376,0.916572674,99.32316394,5.269267052,33.55145863,1158
4/16/18,9:52:15,42.16598587,15.88245255,0.931451062,99.37703562,5.508832842,33.55278334,1159
4/16/18,9:52:15,42.1669125,15.88417407,0.934019177,99.39387043,5.474343187,33.55214624,1160
4/16/18,9:52:15,42.16479787,15.89969387,0.968622273,99.40879918,5.41420738,33.53709658,1161
4/16/18,9:52:15,42.16987549,15.91814732,0.977770171,99.3896351,5.408389287,33.52597094,1162
4/16/18,9:52:15,42.17775237,15.91827853,1.004653604,99.39876031,5.351418522,33.53284643,1163
4/16/18,9:52:15,42.17335942,15.90828032,1.024665436,99.42031817,5.313531102,33.53740674,1164
4/16/18,9:52:16,42.16931846,15.90638039,1.03752847,99.44094125,5.35355958,33.53542118,1165
4/16/18,9:52:16,42.16968912,15.89857595,1.053845275,99.50049925,5.357003891,33.54235823,1166
4/16/18,9:52:16,42.16885493,15.89951542,1.0558432,99.47192768,5.330845746,33.54081984,1167
4/16/18,9:52:16,42.16954026,15.90839054,1.058718033,99.49887896,5.247204844,33.53390696,1168
4/16/18,9:52:16,42.17061604,15.89901682,1.047007428,99.54031665,5.160585078,33.54281095,1169
4/16/18,9:52:16,42.17137693,15.89379458,1.019836616,99.53558036,5.143410068,33.54792452,1170
4/16/18,9:52:17,42.17239702,15.89136453,0.998678018,99.54162314,5.088626906,33.5508997,1171
4/16/18,9:52:17,42.17093352,15.88924414,0.971235254,99.54995236,5.143549702,33.55140723,1172
4/16/18,9:52:17,42.16833899,15.89054576,0.951518813,99.53624491,5.137591975,33.54800482,1173
4/16/18,9:52:17,42.16906235,15.89297582,0.928364927,99.5707238,5.109385861,33.54659644,1174
4/16/18,9:52:17,42.16969252,15.89282361,0.929794308,99.58498613,5.157094222,33.54728507,1175
4/16/18,9:52:17,42.16893248,15.89101288,0.936656702,99.63482827,5.196424529,33.54814203,1176
4/16/18,9:52:18,42.16457612,15.88911817,0.96096562,99.58228753,5.22430483,33.54586669,1177
4/16/18,9:52:18,42.15623413,15.88347601,1.012721113,99.56592196,5.214716613,33.54321454,1178
4/16/18,9:52:18,42.15919911,15.8784479,1.049041732,99.575238,5.278017463,33.55010023,1179
4/16/18,9:52:18,42.16188548,15.87978104,1.096788737,99.63171357,5.248089194,33.55133987,1180
4/16/18,9:52:18,42.16409016,15.87905149,1.139119063,99.62128655,5.176736103,33.55390263,1181
4/16/18,9:52:18,42.16790777,15.87890453,1.166858041,99.63860472,5.121999486,33.55741109,1182
4/16/18,9:52:19,42.1693898,15.87952911,1.197446129,99.66041244,5.078712875,33.55818732,1183
4/16/18,9:52:19,42.17194708,15.8806418,1.219471843,99.60401395,5.094398454,33.55950882,1184
4/16/18,9:52:19,42.17051945,15.88085174,1.235198931,99.57212049,5.123488918,33.55805534,1185
4/16/18,9:52:19,42.16833235,15.88000672,1.233201708,99.54896017,5.150019421,33.55682825,1186
4/16/18,9:52:19,42.1668315,15.87740869,1.21748455,99.56109824,5.11222509,33.55770351,1187
4/16/18,9:52:19,42.1682411,15.87702554,1.182314311,99.57325731,5.040406552,33.55929544,1188
4/16/18,9:52:20,42.16420101,15.87703079,1.157446151,99.55267971,5.123209649,33.55570807,1189
4/16/18,9:52:20,42.16257096,15.87749267,1.114269601,99.57728644,5.162633046,33.55388346,1190
4/16/18,9:52:20,42.16451827,15.87909348,1.068237402,99.57926031,5.31920956,33.55427487,1191
4/16/18,9:52:20,42.16488917,15.88114041,1.056823108,99.60275804,5.43491979,33.55287297,1192
4/16/18,9:52:20,42.16457435,15.88879801,1.03165469,99.56728734,5.443344389,33.54610944,1193
4/16/18,9:52:20,42.16605752,15.88939109,1.017356125,99.54266282,5.428124258,33.54693052,1194
4/16/18,9:52:21,42.1665951,15.88922839,1.015646013,99.51599498,5.395868751,33.54754699,1195
4/16/18,9:52:21,42.16663147,15.88909718,1.043398369,99.56241294,5.346438235,33.54767993,1196
4/16/18,9:52:21,42.16666827,15.88959579,1.053395088,99.56232277,5.311902036,33.54728606,1197
4/16/18,9:52:21,42.16857673,15.89115984,1.077704095,99.52951226,5.269779044,33.54764712,1198
4/16/18,9:52:21,42.17187524,15.89221479,1.107447107,99.57316552,5.389445577,33.54967326,1199
4/16/18,9:52:21,42.17389542,15.89107586,1.116889951,99.56157263,5.415277909,33.55243106,1200
4/16/18,9:52:22,42.1749335,15.89009439,1.114597353,99.57789114,5.314834355,33.55418698,1201
4/16/18,9:52:22,42.17348747,15.89045129,1.124612048,99.63253492,5.240874759,33.55259508,1202
4/16/18,9:52:22,42.17094787,15.89178441,1.131767261,99.66185077,5.356864257,33.54920451,1203
4/16/18,9:52:22,42.16887261,15.89062449,1.106043241,99.62964291,5.370362233,33.54835314,1204
4/16/18,9:52:22,42.16583231,15.88948557,1.127205461,99.59784283,5.272059736,33.5466081,1205
4/16/18,9:52:22,42.16520278,15.89064024,1.098327763,99.61141223,5.221931048,33.54508066,1206
4/16/18,9:52:23,42.16416539,15.8907557,1.074886906,99.6066776,5.246599762,33.54406964,1207
4/16/18,9:52:23,42.16379483,15.89085018,1.068888634,99.60100897,5.325074198,33.54366247,1208
4/16/18,9:52:23,42.16483293,15.89086067,1.064033352,99.61069715,5.85456719,33.54457818,1209
4/16/18,9:52:23,42.1646664,15.89064549,1.053163262,99.67988481,6.15007976,33.54461675,1210
4/16/18,9:52:23,42.16494434,15.89064024,1.056889729,99.69163666,6.172048879,33.54486682,1211
4/16/18,9:52:23,42.15654823,15.89072421,1.038885472,99.6661449,6.05154454,33.53733949,1212
4/16/18,9:52:24,42.15326812,15.89107061,1.012000095,99.73365648,5.964273148,33.5341407,1213
4/16/18,9:52:24,42.15235999,15.88995793,1.010008074,99.63826004,5.806067568,33.53427726,1214
4/16/18,9:52:24,42.15341737,15.88930712,0.977130598,99.64136402,5.723497195,33.53578132,1215
4/16/18,9:52:24,42.15347328,15.88677733,0.969697287,99.67075291,5.574507473,33.53797809,1216
4/16/18,9:52:24,42.15269474,15.88809996,0.96941892,99.66608189,5.413788477,33.53616507,1217
4/16/18,9:52:24,42.15039612,15.8874124,0.979714776,99.72647325,5.299009142,33.53470061,1218
4/16/18,9:52:25,42.15267509,15.89325924,1.004030121,99.65954856,5.233194876,33.53176194,1219
4/16/18,9:52:25,42.1574577,15.88142908,1.007466407,99.55566922,5.281741043,33.54603988,1220
4/16/18,9:52:25,42.15666024,15.87428579,1.037771775,99.50141325,5.273269899,33.55137689,1221
4/16/18,9:52:25,42.15764254,15.86625019,1.055499797,99.52625895,5.312972565,33.55906021,1222
4/16/18,9:52:25,42.15840248,15.8599361,1.067802112,99.4700467,5.309714433,33.56508934,1223
4/16/18,9:52:25,42.15842045,15.85697061,1.095546257,99.34913234,5.349742912,33.56761157,1224
4/16/18,9:52:26,42.15604741,15.85489739,1.119274242,99.27120911,5.422911247,33.56725101,1225
4/16/18,9:52:26,42.15578732,15.85773691,1.137285629,99.24487594,5.470666153,33.56460267,1226
4/16/18,9:52:26,42.15526756,15.858393,1.166737818,99.16393496,5.504318002,33.56357217,1227
4/16/18,9:52:26,42.15547116,15.85871316,1.177334314,99.11248923,5.486305186,33.56347752,1228
4/16/18,9:52:26,42.1549326,15.86400379,1.208784944,99.08243361,5.479695833,33.55849699,1229
4/16/18,9:52:26,42.15476513,15.86442892,1.233379763,98.98445746,5.4729003,33.55797789,1230
4/16/18,9:52:27,42.15939816,15.86950958,1.257107598,99.02175933,5.493752345,33.55777896,1231
4/16/18,9:52:27,42.16401287,15.87412309,1.272562745,98.94332934,5.459216146,33.55796311,1232
4/16/18,9:52:27,42.16390098,15.87432778,1.299158858,98.9030094,5.440877518,33.55767975,1233
4/16/18,9:52:27,42.16239939,15.87667914,1.303445152,98.90859226,5.446276708,33.55434833,1234
4/16/18,9:52:27,42.16002692,15.87483164,1.304310501,98.81839584,5.438410646,33.5538054,1235
4/16/18,9:52:27,42.15657946,15.87419132,1.300298779,98.81967248,5.416720796,33.55128445,1236
4/16/18,9:52:28,42.15600517,15.87367696,1.28887568,98.80511676,5.659451629,33.55121441,1237
4/16/18,9:52:28,42.15658012,15.87357198,1.275444949,98.82454085,5.632874581,33.55181986,1238
4/16/18,9:52:28,42.1583785,15.87611229,1.253153114,98.76579481,5.599734724,33.55127304,1239
4/16/18,9:52:28,42.15826764,15.87870508,1.234284834,98.74695551,5.495288322,33.54898285,1240
4/16/18,9:52:28,42.1590653,15.87662665,1.213113788,98.75114377,5.374085812,33.55146287,1241
4/16/18,9:52:28,42.15686013,15.87413883,1.195964629,98.80302023,5.257537776,33.55161859,1242
4/16/18,9:52:29,42.15660081,15.8720289,1.192833396,98.76035916,5.149600518,33.55317879,1243
4/16/18,9:52:29,42.15665695,15.86464412,1.185397675,98.76237324,5.111759643,33.55949641,1244
4/16/18,9:52:29,42.15574848,15.86701649,1.190275669,98.7872209,5.010292104,33.55667375,1245
4/16/18,9:52:29,42.15728667,15.87684709,1.182267624,98.71823695,5.118787899,33.54970622,1246
4/16/18,9:52:29,42.15680383,15.88715523,1.199699159,98.7015724,5.278436366,33.54053021,1247
4/16/18,9:52:29,42.15748936,15.89030958,1.204858589,98.70961904,5.312600207,33.53846382,1248
4/16/18,9:52:30,42.16010152,15.91093602,1.220019988,98.73667571,5.299800403,33.52330304,1249
4/16/18,9:52:30,42.16249246,15.9172341,1.213739077,98.79245309,5.25963229,33.52009578,1250
4/16/18,9:52:30,42.17061157,15.91196471,1.200005654,98.88918577,5.215554419,33.5317766,1251
4/16/18,9:52:30,42.18258599,15.91030621,1.182575772,98.94108119,5.270803028,33.5438273,1252
4/16/18,9:52:30,42.1842179,15.90841153,1.154555308,99.07083856,5.302453453,33.54689384,1253
4/16/18,9:52:30,42.18234775,15.90490558,1.084788864,99.09310127,5.351092709,33.54823054,1254
4/16/18,9:52:31,42.18273806,15.90572434,1.041333506,99.18283635,5.429101698,33.54790001,1255
4/16/18,9:52:31,42.1787174,15.90702595,0.978437479,99.32202809,5.428822429,33.54324821,1256
4/16/18,9:52:31,42.17862624,15.90595527,0.920109012,99.35155307,5.348905106,33.54409701,1257
4/16/18,9:52:31,42.17727423,15.90036567,0.8878006,99.34356304,5.254000376,33.54764584,1258
4/16/18,9:52:31,42.17471659,15.89759973,0.882944624,99.32055125,5.214576979,33.5477194,1259
4/16/18,9:52:31,42.17718203,15.89644507,0.876377593,99.38369726,5.180366593,33.55089207,1260
4/16/18,9:52:32,42.18162996,15.90377717,0.885815188,99.39313746,5.159979996,33.5486255,1261
4/16/18,9:52:32,42.17907163,15.90758753,0.895822036,99.31512174,5.210574131,33.54311869,1262
4/16/18,9:52:32,42.17584584,15.91062637,0.914981038,99.39847171,5.242643459,33.53767006,1263
4/16/18,9:52:32,42.17361999,15.93169332,0.939574964,99.37424675,5.298357516,33.51784132,1264
4/16/18,9:52:32,42.17224839,15.92787778,0.945587629,99.45852735,5.303942885,33.51985121,1265
4/16/18,9:52:32,42.16930102,15.92902717,0.952740449,99.42879235,5.257491232,33.51625803,1266
4/16/18,9:52:33,42.16576129,15.90906759,0.96789324,99.46875008,5.238594066,33.53001063,1267
4/16/18,9:52:33,42.17043187,15.9029794,0.993069209,99.49563585,5.193771479,33.53930954,1268
4/16/18,9:52:33,42.17918011,15.90032893,1.017370889,99.47919667,5.198425953,33.54932107,1269
4/16/18,9:52:33,42.18386971,15.89977784,1.013081078,99.54840822,5.231984713,33.55395773,1270
4/16/18,9:52:33,42.18496376,15.9002607,0.993932886,99.51637608,5.253534929,33.554528,1271
4/16/18,9:52:33,42.18311036,15.90129465,0.986496966,99.51165183,5.25874794,33.55200705,1272
4/16/18,9:52:34,42.18346326,15.9026435,0.95504626,99.49727444,5.281554864,33.55118919,1273
4/16/18,9:52:34,42.18674475,15.90531496,0.922177294,99.54263432,5.332614446,33.55185313,1274
