Date,Time,conductivity,temperature,pressure,dissolvedosaturation,chlorophylla,salinity,scan
4/16/18,9:51:48,42.12701946,15.85510734,1.176922176,98.1731782,5.038824031,33.54122687,1000
4/16/18,9:51:48,42.12855858,15.85322831,1.1531886,98.18046465,5.079364502,33.54419892,1001
4/16/18,9:51:48,42.12752117,15.84938628,1.13775935,98.19044597,5.114924685,33.54654102,1002
4/16/18,9:51:49,42.12563144,15.84151322,1.11746137,98.21050558,5.126095423,33.55154727,1003
4/16/18,9:51:49,42.12611424,15.83900957,1.087446495,98.18744565,5.093793372,33.55411307,1004
4/16/18,9:51:49,42.12485425,15.83990186,1.069149531,98.18516211,5.125164529,33.55224158,1005
4/16/18,9:51:49,42.12498436,15.84209058,1.050851395,98.17286475,5.154906619,33.55050711,1006
4/16/18,9:51:49,42.12392804,15.84392763,1.039423448,98.21686119,5.162679591,33.54801283,1007
4/16/18,9:51:49,42.12274193,15.84490389,1.031129792,98.18931489,5.144294418,33.54613235,1008
4/16/18,9:51:50,42.12212988,15.84500362,1.046012903,98.22941078,5.187767207,33.54549744,1009
4/16/18,9:51:50,42.12431695,15.84550749,1.049728014,98.22342177,5.16100398,33.54701454,1010
4/16/18,9:51:50,42.1245577,15.84656248,1.056021629,98.2086325,5.138709049,33.5463313,1011
4/16/18,9:51:50,42.12596655,15.84570694,1.051458196,98.20600183,5.067123235,33.54831243,1012
4/16/18,9:51:50,42.12522527,15.84471494,1.047741668,98.22516274,5.049110419,33.54849594,1013
4/16/18,9:51:50,42.12720909,15.84521356,1.026014824,98.23706996,5.01545857,33.54984641,1014
4/16/18,9:51:51,42.12600495,15.84434228,1.001153704,98.24611548,4.993163639,33.54952378,1015
4/16/18,9:51:51,42.12213181,15.84332928,0.973126673,98.18897168,4.973894115,33.54694763,1016
4/16/18,9:51:51,42.12148377,15.84320856,0.945397862,98.18904574,4.941080072,33.54648407,1017
4/16/18,9:51:51,42.12118812,15.84272567,0.909959321,98.18666801,4.857299535,33.54664429,1018
4/16/18,9:51:51,42.12194889,15.84270993,0.877934172,98.18046968,4.858183885,33.5473469,1019
4/16/18,9:51:51,42.1204859,15.84163394,0.82790614,98.14908454,4.878244669,33.5469772,1020
4/16/18,9:51:52,42.12050542,15.83998584,0.792165029,98.1903569,4.974406107,33.54840667,1021
4/16/18,9:51:52,42.12154401,15.84006982,0.767873763,98.0933504,5.142386083,33.54926898,1022
4/16/18,9:51:52,42.12154427,15.8397339,0.758438606,98.17302084,5.256374158,33.54955787,1023
4/16/18,9:51:52,42.12093246,15.83955019,0.764156789,98.17918293,5.284301003,33.5491671,1024
4/16/18,9:51:52,42.1203203,15.83915654,0.784176926,98.18931529,5.228447312,33.54894868,1025
4/16/18,9:51:52,42.12022647,15.83916703,0.829931654,98.17705179,5.182088749,33.5488387,1026
4/16/18,9:51:53,42.11822358,15.83943997,0.871684479,98.18313276,5.20899161,33.54680869,1027
4/16/18,9:51:53,42.11855568,15.83931925,0.9325873,98.12675533,5.267312172,33.54718327,1028
4/16/18,9:51:53,42.11959291,15.83943472,0.962326303,98.20084985,5.229285118,33.54799691,1029
4/16/18,9:51:53,42.11935066,15.83907256,1.013804442,98.20246075,5.153649911,33.54806886,1030
4/16/18,9:51:53,42.12072147,15.83862117,1.046969159,98.17029066,5.122976926,33.54965904,1031
4/16/18,9:51:53,42.11895972,15.83843221,1.082143401,98.14344754,5.060513881,33.54823805,1032
4/16/18,9:51:54,42.11901497,15.83827475,1.096441941,98.16983745,5.022161013,33.54841534,1033
4/16/18,9:51:54,42.11808786,15.83796507,1.110746394,98.08984045,4.952111176,33.54784755,1034
4/16/18,9:51:54,42.11797654,15.83704654,1.116466995,98.09164338,4.904868262,33.54852569,1035
4/16/18,9:51:54,42.11849498,15.83699406,1.13848455,98.10640784,4.869214989,33.54902316,1036
4/16/18,9:51:54,42.11971858,15.83736147,1.127340134,98.09323895,4.899701796,33.54980461,1037
4/16/18,9:51:54,42.12036725,15.83691532,1.131057381,98.11407161,4.89895708,33.55075906,1038
4/16/18,9:51:55,42.12016336,15.83704129,1.130779963,98.10318316,4.883876583,33.55047082,1039
4/16/18,9:51:55,42.12021874,15.837225,1.139349411,98.13276823,4.90514753,33.55036092,1040
4/16/18,9:51:55,42.12014513,15.83736147,1.118213489,98.12912029,4.86460706,33.55018772,1041
4/16/18,9:51:55,42.12025646,15.83811729,1.112211216,98.09320658,4.943779667,33.54964773,1042
4/16/18,9:51:55,42.12075702,15.83743495,1.109066763,98.05169525,4.984925219,33.55067343,1043
4/16/18,9:51:55,42.11899662,15.83655841,1.092481298,98.03298635,4.984040869,33.54985694,1044
4/16/18,9:51:56,42.11949747,15.83670537,1.076769202,98.04011254,5.038591307,33.550184,1045
4/16/18,9:51:56,42.11968316,15.83663714,1.063334105,98.06528492,5.101659434,33.55041233,1046
4/16/18,9:51:56,42.12020257,15.83589182,1.048179221,98.06120327,5.103847036,33.55151291,1047
4/16/18,9:51:56,42.11903527,15.83492605,1.033032845,98.07672959,5.025838048,33.55129942,1048
4/16/18,9:51:56,42.11853495,15.83465836,1.027892368,98.04644979,4.915899366,33.55108329,1049
4/16/18,9:51:56,42.12007325,15.83429095,1.034184332,98.08042678,4.810010077,33.55276179,1050
4/16/18,9:51:57,42.11953575,15.83408625,1.033625239,98.09993655,4.829233055,33.55245734,1051
4/16/18,9:51:57,42.12007226,15.84104083,1.061067976,98.01282655,4.895140411,33.5470228,1052
4/16/18,9:51:57,42.12034981,15.84161819,1.078798306,98.06046212,4.880246093,33.54677312,1053
4/16/18,9:51:57,42.12392655,15.84417957,1.097970075,98.01360535,4.795162304,33.54777527,1054
4/16/18,9:51:57,42.12690972,15.859364,1.110559465,97.98757849,4.729534217,33.53754487,1055
4/16/18,9:51:57,42.1275757,15.88302464,1.117986634,97.94935519,4.685270166,33.51808009,1056
4/16/18,9:51:58,42.13070805,15.88329231,1.123134447,97.98482294,4.719806365,33.52063578,1057
4/16/18,9:51:58,42.13269227,15.86996096,1.111133675,98.03113417,4.767607816,33.53370268,1058
4/16/18,9:51:58,42.13423119,15.86046096,1.10941766,97.9902813,4.82662655,33.54312726,1059
4/16/18,9:51:58,42.1361034,15.8684966,1.08969884,97.94439206,4.858695877,33.5379858,1060
4/16/18,9:51:58,42.13669611,15.89004191,1.066554379,97.91526021,4.80582105,33.52026191,1061
4/16/18,9:51:58,42.13563971,15.88595332,1.069131943,97.95915488,4.872426576,33.52278579,1062
4/16/18,9:51:59,42.13473149,15.88220586,1.075413523,98.03665755,4.904030457,33.52515128,1063
4/16/18,9:51:59,42.1337672,15.87321508,1.110013607,98.04220016,4.984506316,33.53190044,1064
4/16/18,9:51:59,42.13458183,15.86854384,1.155199537,98.09744328,5.044874848,33.53656752,1065
4/16/18,9:51:59,42.1379173,15.86211953,1.203234608,98.12617618,5.070195188,33.54496322,1066
4/16/18,9:51:59,42.13546911,15.85955819,1.267865454,98.14186858,5.074663483,33.54493322,1067
4/16/18,9:51:59,42.13452226,15.85723304,1.333062831,98.16986761,5.110689114,33.54603813,1068
4/16/18,9:52:00,42.13314936,15.85479242,1.388247469,98.13955873,5.169195855,33.54686591,1069
4/16/18,9:52:00,42.1350759,15.85420457,1.434294376,98.17805699,5.162912315,33.54906078,1070
4/16/18,9:52:00,42.1280314,15.85421506,1.475456681,98.13593213,5.143130799,33.54276927,1071
4/16/18,9:52:00,42.12558406,15.85274544,1.504345947,98.18046436,5.146295842,33.54182753,1072
4/16/18,9:52:00,42.1268259,15.84918683,1.512362321,98.25251293,5.224630643,33.54594783,1073
4/16/18,9:52:00,42.12812408,15.84695613,1.488910154,98.24179995,5.217974745,33.54900432,1074
4/16/18,9:52:01,42.12821751,15.85137028,1.450891368,98.28785234,5.217788566,33.54535729,1075
4/16/18,9:52:01,42.1330935,15.85630403,1.395424962,98.31342179,5.159049101,33.54553125,1076
4/16/18,9:52:01,42.13500459,15.85515458,1.320805874,98.28739322,5.248647731,33.54823499,1077
4/16/18,9:52:01,42.13500808,15.85430372,1.224183769,98.2883127,5.248644094,33.54899699,1078
4/16/18,9:52:01,42.13500808,15.85430372,1.224183769,98.2883127,5.248644094,33.54899699,1079
4/16/18,9:52:01,42.13473389,15.85413109,1.03260483,98.37106622,5.212901368,33.54897306,1080
4/16/18,9:52:02,42.13514297,15.85503386,0.979428069,98.38374974,5.209736326,33.54859155,1081
4/16/18,9:52:02,42.13479232,15.85576342,0.917963874,98.34525921,5.207409089,33.54768431,1082
4/16/18,9:52:02,42.13596139,15.85545375,0.865355574,98.35946765,5.107291347,33.5490072,1083
4/16/18,9:52:02,42.13470228,15.85464021,0.815614586,98.36136894,5.079923039,33.54859633,1084
4/16/18,9:52:02,42.13192275,15.85107111,0.791024611,98.40423395,5.055440504,33.54916085,1085
4/16/18,9:52:02,42.13101444,15.85223107,0.791892991,98.39777191,5.056371399,33.54736836,1086
4/16/18,9:52:03,42.12702846,15.85728553,0.816484383,98.38258963,5.119858428,33.53952591,1087
4/16/18,9:52:03,42.12949176,15.86882201,0.871084165,98.36857983,5.123954365,33.5319142,1088
4/16/18,9:52:03,42.12467221,15.85207885,0.915422909,98.47959184,5.147319826,33.54180775,1089
4/16/18,9:52:03,42.1250053,15.84460471,0.950870009,98.53466874,5.162214144,33.54843092,1090
4/16/18,9:52:03,42.12732133,15.84677243,0.982334051,98.59269856,5.110735658,33.54864043,1091
4/16/18,9:52:03,42.12719077,15.84626331,1.015506343,98.56617803,5.049296598,33.54894348,1092
4/16/18,9:52:04,42.1261153,15.84743377,1.029801806,98.58582723,5.024767519,33.54698806,1093
4/16/18,9:52:04,42.13047076,15.84817908,1.042962084,98.61988332,4.988416075,33.5502259,1094
4/16/18,9:52:04,42.13758793,15.85097663,1.054690858,98.60364158,4.913711763,33.55418002,1095
4/16/18,9:52:04,42.14062748,15.85627779,1.055280894,98.51347844,4.863722709,33.55238612,1096
4/16/18,9:52:04,42.14033046,15.86292257,1.060994645,98.59758815,4.959604879,33.54648308,1097
4/16/18,9:52:04,42.14331468,15.86172063,1.062719636,98.57835992,5.077828525,33.55015625,1098
4/16/18,9:52:05,42.14296211,15.85957919,1.0821549,98.48940943,5.06158441,33.55165178,1099
4/16/18,9:52:05,42.13719724,15.85658746,1.101892398,98.55740924,5.056790302,33.54905403,1100
4/16/18,9:52:05,42.13764152,15.85770017,1.122196795,98.54880458,5.087044384,33.54849755,1101
4/16/18,9:52:05,42.14010647,15.85820929,1.131637023,98.46351309,5.045433385,33.55025472,1102
4/16/18,9:52:05,42.1416814,15.85776316,1.155658219,98.45683199,5.085554953,33.55202495,1103
4/16/18,9:52:05,42.14216267,15.85806758,1.180825022,98.48071534,5.143084254,33.55218514,1104
4/16/18,9:52:06,42.1422,15.85620956,1.173687305,98.46687493,5.173198703,33.55379745,1105
4/16/18,9:52:06,42.14144012,15.85543275,1.172255791,98.48900385,5.156721864,33.55378108,1106
4/16/18,9:52:06,42.14016147,15.85783139,1.15625323,98.4513958,5.09514317,33.55061478,1107
4/16/18,9:52:06,42.14201573,15.85779465,1.128225071,98.39041064,5.035845168,33.55230617,1108
4/16/18,9:52:06,42.14242421,15.85670818,1.102214944,98.43955438,5.152998285,33.5536013,1109
4/16/18,9:52:06,42.14264764,15.85843498,1.059332488,98.45190141,5.191211518,33.5523515,1110
4/16/18,9:52:07,42.14235185,15.85843498,1.028748807,98.45131032,5.170871466,33.55210011,1111
4/16/18,9:52:07,42.14135118,15.8591698,1.017604873,98.46215361,5.18730176,33.5505909,1112
4/16/18,9:52:07,42.14313126,15.86012505,0.989298926,98.45949192,5.18278692,33.55137481,1113
4/16/18,9:52:07,42.14290862,15.86063417,0.996733405,98.41584275,5.129074287,33.55074203,1114
