scan,timeY,prDM,t090C,t190C,c0S/m,c1S/m,V0,V1,V2,V3,V4,V5,sbeox0V,sbeox1V,CStarAt0,CStarTr0,flECO-AFL,turbWETntu0,par,latitude,longitude,depSM,potemp090C,potemp190C,sal00,sal11,sigma-é00,sigma-é11,sbeox0Mg/L,sbeox0Mm/L,sbeox1Mg/L,sbeox1Mm/L,oxsolMg/L,oxsatMg/L,dm,sva,T2-T190C,secS-priS,flag
70,1551416595,13.13,17.9078,17.9066,4.612163,4.612459,2.7045,4.4811,3.0427,0,0.2002,0.0806,4.4811,-2.13E-07,2.2127,57.5125,1.4877,0.1179,1.00E-12,27.01492,-111.41082,13.043,17.9056,17.9044,35.2655,35.2691,25.4988,25.5018,11.9814,374.425,-1.9915,-62.235,7.67684,7.66553,0.0001,247.805,-0.0012,0.0036,0.00E+00
71,1551416596,13.13,17.9078,17.9066,4.612163,4.612452,2.7045,4.4811,3.0562,0,0.2002,0.0806,4.4811,-2.14E-07,2.2127,57.5125,1.4877,0.1179,1.00E-12,27.01492,-111.41082,13.043,17.9056,17.9044,35.2655,35.2691,25.4988,25.5018,11.9827,374.464,-1.9915,-62.235,7.67684,7.66553,0.0001,247.805,-0.0012,0.0035,0.00E+00
72,1551416596,13.13,17.9078,17.9066,4.612178,4.612438,2.7045,4.4811,3.0684,0,0.2002,0.0806,4.4811,-2.15E-07,2.2127,57.5125,1.4877,0.1179,1.00E-12,27.01492,-111.41082,13.043,17.9056,17.9044,35.2657,35.2689,25.4989,25.5017,11.9842,374.511,-1.9915,-62.235,7.67683,7.66552,0.0001,247.796,-0.0012,0.0033,0.00E+00
73,1551416596,13.13,17.9078,17.9066,4.612178,4.612438,2.7045,4.4811,3.0818,0,0.2002,0.0806,4.4811,-2.16E-07,2.2127,57.5125,1.4877,0.1179,1.00E-12,27.01492,-111.41082,13.043,17.9056,17.9044,35.2657,35.2689,25.4989,25.5017,11.9857,374.558,-1.9915,-62.235,7.67683,7.66552,0.0001,247.796,-0.0012,0.0033,0.00E+00
74,1551416596,13.13,17.9078,17.9065,4.612185,4.612423,2.7045,4.4786,3.0855,0,0.2002,0.0806,4.4786,-2.18E-07,2.2127,57.5125,1.4877,0.1179,1.00E-12,27.01492,-111.41082,13.043,17.9056,17.9043,35.2657,35.2689,25.4989,25.5017,11.9796,374.369,-1.9915,-62.235,7.67683,7.66552,0.0001,247.791,-0.0013,0.0032,0.00E+00
75,1551416596,13.13,17.9078,17.9065,4.612185,4.612423,2.7045,4.4762,3.0867,0,0.2002,0.0806,4.4762,-2.19E-07,2.2127,57.5125,1.4877,0.1179,1.00E-12,27.01492,-111.41082,13.043,17.9056,17.9043,35.2657,35.2689,25.4989,25.5017,11.9739,374.189,-1.9915,-62.235,7.67683,7.66552,0.0001,247.791,-0.0013,0.0032,0.00E+00
76,1551416596,13.13,17.9078,17.9065,4.612178,4.612416,2.7045,4.4762,3.0867,0,0.2027,0.0794,4.4762,-2.20E-07,2.2127,57.5125,1.5145,0.1118,1.00E-12,27.01492,-111.41082,13.043,17.9056,17.9043,35.2657,35.2688,25.4989,25.5016,11.9753,374.234,-1.9915,-62.235,7.67683,7.66552,0.0001,247.796,-0.0013,0.0032,0.00E+00
77,1551416596,13.131,17.9078,17.9065,4.612178,4.612416,2.7045,4.4762,3.1001,0,0.2051,0.0781,4.4762,-2.22E-07,2.2127,57.5125,1.5414,0.1057,1.00E-12,27.01492,-111.41082,13.044,17.9056,17.9043,35.2657,35.2688,25.4989,25.5016,11.9767,374.277,-1.9915,-62.235,7.67683,7.66552,0.0001,247.796,-0.0013,0.0032,0.00E+00
78,1551416596,13.131,17.9078,17.9066,4.612178,4.612416,2.7045,4.4762,3.1001,0,0.2063,0.0781,4.4762,-2.23E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.044,17.9056,17.9044,35.2657,35.2688,25.4989,25.5015,11.9781,374.32,-1.9915,-62.235,7.67683,7.66552,0.0001,247.796,-0.0012,0.0031,0.00E+00
79,1551416596,13.132,17.9076,17.9065,4.612162,4.612416,2.7045,4.4762,3.1001,0,0.2063,0.0781,4.4762,-2.24E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.045,17.9054,17.9043,35.2657,35.2688,25.4989,25.5016,11.9795,374.364,-1.9915,-62.235,7.67686,7.66555,0.0001,247.789,-0.0011,0.0031,0.00E+00
80,1551416596,13.133,17.9076,17.9065,4.612162,4.612416,2.7045,4.4762,3.1001,0,0.2063,0.0781,4.4762,-2.25E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.046,17.9054,17.9043,35.2657,35.2688,25.4989,25.5016,11.9808,374.406,-1.9915,-62.235,7.67686,7.66555,0.0001,247.789,-0.0011,0.0031,0.00E+00
81,1551416596,13.134,17.9076,17.9065,4.612154,4.612416,2.7045,4.4762,3.1001,0,0.2063,0.0781,4.4762,-2.27E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.047,17.9054,17.9043,35.2656,35.2688,25.4989,25.5016,11.9821,374.447,-1.9915,-62.236,7.67686,7.66555,0.0001,247.794,-0.0011,0.0032,0.00E+00
82,1551416596,13.136,17.9076,17.9065,4.612154,4.612423,2.7045,4.4762,3.0855,0,0.2063,0.0781,4.4762,-2.28E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.049,17.9054,17.9043,35.2656,35.2689,25.4989,25.5017,11.9834,374.487,-1.9915,-62.235,7.67686,7.66555,0.0001,247.794,-0.0011,0.0033,0.00E+00
83,1551416596,13.138,17.9076,17.9064,4.612147,4.612416,2.7045,4.4762,3.0635,0,0.2063,0.0781,4.4762,-2.29E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.051,17.9054,17.9042,35.2656,35.2689,25.4988,25.5017,11.9847,374.527,-1.9915,-62.236,7.67687,7.66555,0.0001,247.798,-0.0012,0.0033,0.00E+00
84,1551416596,13.141,17.9076,17.9064,4.612147,4.612416,2.7045,4.4762,3.0403,0,0.2063,0.0781,4.4762,-2.31E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.054,17.9054,17.9042,35.2656,35.2689,25.4988,25.5017,11.9859,374.566,-1.9915,-62.236,7.67687,7.66555,0.0002,247.799,-0.0012,0.0033,0.00E+00
85,1551416596,13.145,17.9076,17.9064,4.612132,4.612416,2.7045,4.4762,3.0232,0,0.2063,0.0781,4.4762,-2.32E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.058,17.9054,17.9042,35.2654,35.2689,25.4987,25.5017,11.9872,374.604,-1.9915,-62.236,7.67687,7.66556,0.0002,247.808,-0.0012,0.0035,0.00E+00
86,1551416596,13.149,17.9075,17.9063,4.612132,4.612416,2.7045,4.4762,3.0183,0,0.2063,0.0781,4.4762,-2.33E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.062,17.9053,17.9041,35.2655,35.269,25.4988,25.5018,11.9884,374.642,-1.9915,-62.236,7.67688,7.66557,0.0002,247.8,-0.0012,0.0035,0.00E+00
87,1551416596,13.153,17.9075,17.9063,4.612132,4.612395,2.7045,4.4762,3.0183,0,0.2063,0.0781,4.4762,-2.34E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.066,17.9053,17.9041,35.2655,35.2688,25.4988,25.5016,11.9896,374.679,-1.9915,-62.236,7.67688,7.66557,0.0002,247.8,-0.0012,0.0033,0.00E+00
88,1551416596,13.157,17.9075,17.9063,4.612132,4.612387,2.7045,4.4762,3.0183,0,0.2063,0.0781,4.4762,-2.36E-07,2.2127,57.5125,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.07,17.9053,17.9041,35.2655,35.2688,25.4988,25.5016,11.9907,374.715,-1.9915,-62.236,7.67688,7.66557,0.0002,247.8,-0.0012,0.0032,0.00E+00
89,1551416596,13.16,17.9075,17.9063,4.612132,4.612387,2.7033,4.4762,3.0183,0,0.2063,0.0781,4.4762,-2.37E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.073,17.9053,17.9041,35.2655,35.2688,25.4988,25.5016,11.9918,374.75,-1.9915,-62.236,7.67688,7.66557,0.0002,247.8,-0.0012,0.0032,0.00E+00
90,1551416596,13.162,17.9075,17.9063,4.612132,4.612387,2.7033,4.4762,3.0183,0,0.2063,0.0781,4.4762,-2.38E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.075,17.9053,17.9041,35.2655,35.2688,25.4988,25.5016,11.9926,374.775,-1.9915,-62.236,7.67688,7.66557,0.0002,247.801,-0.0012,0.0032,0.00E+00
91,1551416596,13.165,17.9075,17.9063,4.612117,4.612387,2.7033,4.4762,3.0195,0,0.2063,0.0781,4.4762,-2.40E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.078,17.9053,17.9041,35.2654,35.2688,25.4987,25.5016,11.9926,374.774,-1.9915,-62.236,7.67689,7.66558,0.0002,247.81,-0.0012,0.0034,0.00E+00
92,1551416596,13.167,17.9075,17.9063,4.612117,4.612395,2.7033,4.4762,3.0452,0,0.2063,0.0781,4.4762,-2.41E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.08,17.9053,17.9041,35.2654,35.2688,25.4987,25.5016,11.9923,374.764,-1.9915,-62.236,7.67689,7.66558,0.0002,247.81,-0.0012,0.0034,0.00E+00
93,1551416596,13.17,17.9075,17.9063,4.61214,4.612438,2.7033,4.4762,3.0708,0,0.2063,0.0781,4.4762,-2.42E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.083,17.9053,17.9041,35.2656,35.2692,25.4989,25.5019,11.992,374.755,-1.9915,-62.236,7.67688,7.66557,0.0002,247.796,-0.0012,0.0036,0.00E+00
94,1551416596,13.172,17.9074,17.9063,4.61214,4.612438,2.7033,4.4774,3.0952,0,0.2063,0.0781,4.4774,-2.44E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.085,17.9052,17.9041,35.2657,35.2692,25.499,25.5019,11.9954,374.861,-1.9915,-62.236,7.67689,7.66558,0.0002,247.787,-0.0011,0.0035,0.00E+00
95,1551416597,13.174,17.9073,17.9063,4.612146,4.612438,2.7033,4.4823,3.105,0,0.2063,0.0781,4.4823,-2.45E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.087,17.9051,17.9041,35.2658,35.2692,25.4991,25.5019,12.0099,375.315,-1.9915,-62.236,7.6769,7.66559,0.0002,247.775,-0.001,0.0034,0.00E+00
96,1551416597,13.176,17.9073,17.9063,4.612153,4.612438,2.7033,4.4835,3.1087,0,0.2063,0.0781,4.4835,-2.46E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.089,17.9051,17.9041,35.2659,35.2692,25.4991,25.5019,12.0133,375.422,-1.9915,-62.236,7.6769,7.66558,0.0002,247.771,-0.001,0.0033,0.00E+00
97,1551416597,13.177,17.9073,17.9064,4.612146,4.612438,2.7033,4.4835,3.1123,0,0.2063,0.0781,4.4835,-2.47E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.09,17.9051,17.9042,35.2658,35.2691,25.4991,25.5018,12.0132,375.418,-1.9915,-62.236,7.6769,7.66559,0.0002,247.775,-0.0009,0.0033,0.00E+00
98,1551416597,13.178,17.9073,17.9064,4.612109,4.612438,2.7033,4.4835,3.1136,0,0.2063,0.0781,4.4835,-2.49E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.091,17.9051,17.9042,35.2655,35.2691,25.4989,25.5018,12.0131,375.415,-1.9915,-62.236,7.67691,7.6656,0.0002,247.799,-0.0009,0.0036,0.00E+00
99,1551416597,13.179,17.9073,17.9064,4.612109,4.612431,2.7033,4.4835,3.1233,0,0.2063,0.0781,4.4835,-2.50E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.092,17.9051,17.9042,35.2655,35.269,25.4989,25.5018,12.0124,375.394,-1.9915,-62.236,7.67691,7.6656,0.0002,247.799,-0.0009,0.0035,0.00E+00
100,1551416597,13.18,17.9073,17.9064,4.612131,4.612423,2.7033,4.4835,3.1355,0,0.2063,0.0781,4.4835,-2.51E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.093,17.9051,17.9042,35.2657,35.269,25.499,25.5017,12.0112,375.355,-1.9915,-62.236,7.67691,7.66559,0.0002,247.785,-0.0009,0.0033,0.00E+00
101,1551416597,13.182,17.9073,17.9064,4.612131,4.612423,2.7033,4.4835,3.1416,0,0.2063,0.0781,4.4835,-2.53E-07,2.2145,57.4865,1.5548,0.1057,1.00E-12,27.01492,-111.41082,13.095,17.905,17.9041,35.2657,35.269,25.499,25.5017,12.0099,375.316,-1.9915,-62.236,7.67691,7.66559,0.0003,247.785,-0.0009,0.0033,0.00E+00
102,1551416597,13.183,17.9071,17.9064,4.612131,4.612423,2.7033,4.4835,3.1416,0,0.2027,0.0769,4.4835,-2.54E-07,2.2145,57.4865,1.5145,0.0996,1.00E-12,27.01492,-111.41082,13.096,17.9048,17.9041,35.2659,35.269,25.4992,25.5017,12.0087,375.277,-1.9915,-62.236,7.67693,7.66561,0.0003,247.768,-0.0007,0.0031,0.00E+00
103,1551416597,13.185,17.9071,17.9064,4.612131,4.612423,2.7033,4.4835,3.1416,0,0.2015,0.0769,4.4835,-2.55E-07,2.2145,57.4865,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.098,17.9048,17.9041,35.2659,35.269,25.4992,25.5017,12.0074,375.237,-1.9915,-62.236,7.67693,7.66561,0.0003,247.768,-0.0007,0.0031,0.00E+00
104,1551416597,13.187,17.9071,17.9064,4.612116,4.612431,2.7033,4.4835,3.1416,0,0.2015,0.0769,4.4835,-2.56E-07,2.2145,57.4865,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.1,17.9048,17.9041,35.2657,35.269,25.4991,25.5018,12.0061,375.197,-1.9915,-62.236,7.67693,7.66562,0.0003,247.777,-0.0007,0.0033,0.00E+00
105,1551416597,13.19,17.9071,17.9064,4.612116,4.612431,2.7033,4.4835,3.1416,0,0.2015,0.0769,4.4835,-2.58E-07,2.2145,57.4865,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.103,17.9048,17.9041,35.2657,35.269,25.4991,25.5018,12.0048,375.156,-1.9915,-62.236,7.67693,7.66562,0.0003,247.778,-0.0007,0.0033,0.00E+00
106,1551416597,13.194,17.9071,17.9064,4.612116,4.612431,2.7033,4.4835,3.1343,0,0.2015,0.0769,4.4835,-2.59E-07,2.2145,57.4865,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.107,17.9048,17.9041,35.2657,35.269,25.4991,25.5018,12.0035,375.115,-1.9915,-62.236,7.67693,7.66562,0.0003,247.778,-0.0007,0.0033,0.00E+00
107,1551416597,13.198,17.9071,17.9064,4.612131,4.612431,2.7045,4.4835,3.1184,0,0.2015,0.0769,4.4835,-2.60E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.111,17.9048,17.9041,35.2659,35.269,25.4992,25.5018,12.0022,375.073,-1.9915,-62.236,7.67693,7.66561,0.0003,247.769,-0.0007,0.0032,0.00E+00
108,1551416597,13.202,17.9071,17.9064,4.612131,4.612431,2.7045,4.4835,3.1148,0,0.2015,0.0769,4.4835,-2.62E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.115,17.9048,17.9041,35.2659,35.269,25.4992,25.5018,12.0008,375.032,-1.9915,-62.236,7.67693,7.66561,0.0003,247.769,-0.0007,0.0032,0.00E+00
109,1551416597,13.206,17.9073,17.9064,4.612132,4.612431,2.7045,4.4835,3.1123,0,0.2015,0.0769,4.4835,-2.63E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.119,17.905,17.9041,35.2657,35.269,25.499,25.5018,11.9995,374.988,-1.9915,-62.236,7.67691,7.66559,0.0003,247.786,-0.0009,0.0033,0.00E+00
110,1551416597,13.209,17.9073,17.9064,4.612132,4.612431,2.7045,4.4835,3.1074,0,0.2015,0.0769,4.4835,-2.64E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.122,17.905,17.9041,35.2657,35.269,25.499,25.5018,11.9978,374.937,-1.9915,-62.236,7.67691,7.66559,0.0003,247.786,-0.0009,0.0033,0.00E+00
111,1551416597,13.212,17.9073,17.9064,4.612117,4.612431,2.7045,4.4835,3.1026,0,0.2015,0.0769,4.4835,-2.66E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.125,17.905,17.9041,35.2656,35.269,25.4989,25.5018,11.9953,374.859,-1.9915,-62.236,7.67691,7.6656,0.0003,247.796,-0.0009,0.0035,0.00E+00
112,1551416597,13.215,17.9071,17.9063,4.612116,4.612431,2.7045,4.4835,3.0842,0,0.2015,0.0769,4.4835,-2.67E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.128,17.9048,17.904,35.2657,35.2691,25.4991,25.5019,11.9926,374.774,-1.9915,-62.236,7.67693,7.66562,0.0003,247.779,-0.0008,0.0034,0.00E+00
113,1551416597,13.217,17.9071,17.9063,4.612116,4.612431,2.7045,4.4835,3.072,0,0.2015,0.0769,4.4835,-2.68E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.13,17.9048,17.904,35.2657,35.2691,25.4991,25.5019,11.9899,374.689,-1.9915,-62.236,7.67693,7.66562,0.0003,247.779,-0.0008,0.0034,0.00E+00
114,1551416597,13.219,17.9069,17.9063,4.612108,4.612423,2.7045,4.4823,3.0562,0,0.2015,0.0769,4.4823,-2.69E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.132,17.9046,17.904,35.2658,35.269,25.4992,25.5018,11.9837,374.495,-1.9915,-62.236,7.67696,7.66564,0.0003,247.767,-0.0006,0.0032,0.00E+00
115,1551416597,13.221,17.9069,17.9063,4.612108,4.612409,2.7045,4.4786,3.0415,0,0.2015,0.0769,4.4786,-2.71E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.134,17.9046,17.904,35.2658,35.2689,25.4992,25.5017,11.9699,374.066,-1.9915,-62.236,7.67696,7.66564,0.0003,247.767,-0.0006,0.0031,0.00E+00
116,1551416597,13.223,17.9069,17.9063,4.6121,4.612409,2.7045,4.4774,3.033,0,0.2015,0.0769,4.4774,-2.72E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.136,17.9046,17.904,35.2657,35.2689,25.4991,25.5017,11.9638,373.873,-1.9915,-62.236,7.67696,7.66565,0.0004,247.772,-0.0006,0.0032,0.00E+00
117,1551416597,13.224,17.9069,17.9063,4.612093,4.612409,2.7045,4.4774,3.0305,0,0.2015,0.0769,4.4774,-2.73E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.137,17.9046,17.904,35.2657,35.2689,25.4991,25.5017,11.9613,373.795,-1.9915,-62.236,7.67696,7.66565,0.0004,247.777,-0.0006,0.0032,0.00E+00
118,1551416597,13.226,17.9069,17.9063,4.612085,4.612409,2.7045,4.4774,3.0305,0,0.2015,0.0769,4.4774,-2.75E-07,2.2127,57.5125,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.139,17.9046,17.904,35.2656,35.2689,25.499,25.5017,11.9588,373.718,-1.9915,-62.236,7.67697,7.66565,0.0004,247.782,-0.0006,0.0033,0.00E+00
119,1551416598,13.228,17.9068,17.9063,4.612093,4.612409,2.7057,4.4774,3.0305,0,0.2015,0.0769,4.4774,-2.76E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.141,17.9045,17.904,35.2658,35.2689,25.4992,25.5017,11.9567,373.651,-1.9915,-62.236,7.67697,7.66566,0.0004,247.768,-0.0005,0.0031,0.00E+00
120,1551416598,13.23,17.9068,17.9063,4.612085,4.612409,2.7057,4.4774,3.0305,0,0.2015,0.0769,4.4774,-2.77E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.143,17.9045,17.904,35.2657,35.2689,25.4991,25.5017,11.9558,373.624,-1.9915,-62.236,7.67698,7.66566,0.0004,247.773,-0.0005,0.0032,0.00E+00
121,1551416598,13.233,17.9068,17.9063,4.612078,4.612409,2.7057,4.4774,3.0305,0,0.2015,0.0769,4.4774,-2.79E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.146,17.9045,17.904,35.2656,35.2689,25.4991,25.5017,11.9553,373.61,-1.9915,-62.236,7.67698,7.66567,0.0004,247.778,-0.0005,0.0033,0.00E+00
122,1551416598,13.237,17.9068,17.9061,4.61207,4.612408,2.7057,4.4774,3.044,0,0.2015,0.0769,4.4774,-2.80E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.15,17.9045,17.9038,35.2656,35.2691,25.499,25.5019,11.955,373.599,-1.9915,-62.237,7.67698,7.66567,0.0004,247.783,-0.0007,0.0035,0.00E+00
123,1551416598,13.241,17.9068,17.9061,4.61207,4.612401,2.7057,4.4774,3.0623,0,0.2015,0.0769,4.4774,-2.81E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.153,17.9045,17.9038,35.2656,35.269,25.499,25.5018,11.9548,373.592,-1.9915,-62.237,7.67698,7.66567,0.0004,247.784,-0.0007,0.0034,0.00E+00
124,1551416598,13.245,17.9068,17.9061,4.61207,4.612401,2.7057,4.4774,3.0623,0,0.2015,0.0769,4.4774,-2.82E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.157,17.9045,17.9038,35.2656,35.269,25.499,25.5018,11.9547,373.588,-1.9915,-62.237,7.67698,7.66567,0.0004,247.784,-0.0007,0.0034,0.00E+00
125,1551416598,13.248,17.9068,17.9061,4.61207,4.612401,2.7057,4.4774,3.0623,0,0.2015,0.0769,4.4774,-2.84E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.16,17.9045,17.9038,35.2656,35.269,25.499,25.5018,11.9547,373.588,-1.9915,-62.237,7.67698,7.66567,0.0004,247.784,-0.0007,0.0034,0.00E+00
126,1551416598,13.25,17.9068,17.9061,4.61207,4.612408,2.7057,4.4774,3.0623,0,0.2015,0.0769,4.4774,-2.85E-07,2.2109,57.5385,1.5011,0.0996,1.00E-12,27.01492,-111.41082,13.162,17.9045,17.9038,35.2656,35.2691,25.499,25.5019,11.9548,373.592,-1.9915,-62.237,7.67698,7.66567,0.0004,247.784,-0.0007,0.0035,0.00E+00
127,1551416598,13.253,17.9068,17.9061,4.61207,4.612408,2.7057,4.4774,3.0623,0,0.2002,0.0818,4.4774,-2.86E-07,2.2109,57.5385,1.4877,0.124,1.00E-12,27.01492,-111.41082,13.165,17.9045,17.9038,35.2656,35.2691,25.499,25.5019,11.955,373.6,-1.9916,-62.237,7.67698,7.66567,0.0004,247.784,-0.0007,0.0035,0.00E+00
128,1551416598,13.255,17.9068,17.9059,4.61207,4.612401,2.7057,4.4774,3.0415,0,0.1978,0.0916,4.4774,-2.88E-07,2.2109,57.5385,1.4608,0.1729,1.00E-12,27.01492,-111.41082,13.167,17.9045,17.9036,35.2656,35.2692,25.499,25.502,11.9554,373.611,-1.9916,-62.237,7.67698,7.66567,0.0004,247.784,-0.0009,0.0036,0.00E+00
129,1551416598,13.257,17.9068,17.9059,4.61207,4.612372,2.7057,4.4774,3.0354,0,0.1978,0.094,4.4774,-2.89E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.169,17.9045,17.9036,35.2656,35.2689,25.499,25.5018,11.9559,373.626,-1.9916,-62.237,7.67698,7.66567,0.0004,247.784,-0.0009,0.0034,0.00E+00
130,1551416598,13.259,17.9069,17.9059,4.612071,4.612372,2.7057,4.4774,3.0281,0,0.1978,0.094,4.4774,-2.90E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.171,17.9046,17.9036,35.2655,35.2689,25.4989,25.5018,11.9564,373.644,-1.9916,-62.237,7.67697,7.66566,0.0004,247.793,-0.001,0.0034,0.00E+00
131,1551416598,13.261,17.9069,17.9059,4.612079,4.612372,2.7057,4.4774,3.0256,0,0.1978,0.094,4.4774,-2.92E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.173,17.9046,17.9036,35.2656,35.2689,25.499,25.5018,11.958,373.693,-1.9916,-62.237,7.67697,7.66566,0.0004,247.788,-0.001,0.0034,0.00E+00
132,1551416598,13.262,17.9071,17.9059,4.612109,4.612401,2.7057,4.4774,3.0183,0,0.1978,0.094,4.4774,-2.93E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.174,17.9048,17.9036,35.2656,35.2692,25.499,25.502,11.9605,373.77,-1.9916,-62.237,7.67694,7.66562,0.0005,247.786,-0.0012,0.0035,0.00E+00
133,1551416598,13.264,17.9071,17.9059,4.612109,4.612401,2.7057,4.4774,3.0159,0,0.1978,0.094,4.4774,-2.94E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.176,17.9048,17.9036,35.2656,35.2692,25.499,25.502,11.963,373.85,-1.9916,-62.237,7.67694,7.66562,0.0005,247.786,-0.0012,0.0035,0.00E+00
134,1551416598,13.264,17.9071,17.906,4.612079,4.612401,2.7057,4.4762,3.0061,0,0.1978,0.094,4.4762,-2.95E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.176,17.9048,17.9037,35.2654,35.2691,25.4988,25.5019,11.962,373.819,-1.9916,-62.237,7.67695,7.66564,0.0005,247.805,-0.0011,0.0037,0.00E+00
135,1551416598,13.265,17.9069,17.906,4.612094,4.612372,2.7057,4.4725,3.0061,0,0.1978,0.094,4.4725,-2.97E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.177,17.9046,17.9037,35.2657,35.2688,25.4991,25.5017,11.9536,373.555,-1.9916,-62.237,7.67696,7.66565,0.0005,247.779,-0.0009,0.0032,0.00E+00
136,1551416598,13.266,17.9069,17.906,4.612094,4.612372,2.7057,4.4713,3.0037,0,0.1978,0.094,4.4713,-2.98E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.178,17.9046,17.9037,35.2657,35.2688,25.4991,25.5017,11.9527,373.527,-1.9916,-62.237,7.67696,7.66565,0.0005,247.779,-0.0009,0.0032,0.00E+00
137,1551416598,13.266,17.9069,17.906,4.612079,4.612379,2.7057,4.4713,2.989,0,0.1978,0.094,4.4713,-2.99E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.178,17.9046,17.9037,35.2656,35.2689,25.499,25.5018,11.9555,373.613,-1.9916,-62.237,7.67697,7.66566,0.0005,247.788,-0.0009,0.0034,0.00E+00
138,1551416598,13.266,17.9069,17.9059,4.612071,4.612386,2.7057,4.4713,2.9744,0,0.1978,0.094,4.4713,-3.01E-07,2.2109,57.5385,1.4608,0.1851,1.00E-12,27.01492,-111.41082,13.178,17.9046,17.9036,35.2655,35.2691,25.4989,25.5019,11.9583,373.701,-1.9916,-62.237,7.67697,7.66566,0.0005,247.793,-0.001,0.0036,0.00E+00
